GeneName,Alias,FullName,PMID,Method,DiseaseModel,DiseaseName,DiseaseID,Fibrosis
LOXL2,,lysyl oxidase-like 2,20818376,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
LOXL2,,lysyl oxidase-like 2,29759420,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
LTBP1,,latent transforming growth factor beta binding protein 1,30611717,Down Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
LTBP1,,latent transforming growth factor beta binding protein 1,9620332,Gene Knockout(Splice Variant),Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
LTBP1,,latent transforming growth factor beta binding protein 1,9607192,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
LTBP2,,latent transforming growth factor beta binding protein 2,31512380,RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
LTBP2,,latent transforming growth factor beta binding protein 2,28991210,Direct Treatment,Fibrotic Disorders,Fibrosis,MESH:D005355,pro
LTBP2,,latent transforming growth factor beta binding protein 2,32826876,Gene Overexpression,Mucosal Fibrosis,Fibrosis,MESH:D005355,pro
MAP3K5,ASK1,mitogen-activated protein kinase kinase kinase 5,31541591,Inhibition/Down Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAP3K5,ASK1,mitogen-activated protein kinase kinase kinase 5,31595673,Gene Knockout/Gene Overexpression/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAP3K5,ASK1,mitogen-activated protein kinase kinase kinase 5,30024858,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAP3K5,ASK1,mitogen-activated protein kinase kinase kinase 5,28892558,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAP3K7,TAK1,transforming growth factor-beta-activated kinase 1,33768585,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAP3K7,TAK1,transforming growth factor-beta-activated kinase 1,32513687,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAP3K7,TAK1,transforming growth factor-beta-activated kinase 1,33236534,Gene Overexpression/RNAi,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,pro
MAP3K7,TAK1,transforming growth factor-beta-activated kinase 1,20080763,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK1,ERK2,mitogen-activated protein kinase 1,30266653,Activation/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK3,ERK1,mitogen-activated protein kinase 3,30266653,Activation/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK1,ERK2,mitogen-activated protein kinase 1,18449171,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAPK3,ERK1,mitogen-activated protein kinase 3,18449171,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAPK1,ERK2,mitogen-activated protein kinase 1,16327498,Inhibition,Intestinal Fibrosis,Fibrosis,MESH:D005355,pro
MAPK3,ERK1,mitogen-activated protein kinase 3,16327498,Inhibition,Intestinal Fibrosis,Fibrosis,MESH:D005355,pro
MAPK1,ERK2,mitogen-activated protein kinase 1,16087786,Activation/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAPK1,ERK2,mitogen-activated protein kinase 1,27298141,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MAPK3,ERK1,mitogen-activated protein kinase 3,19787807,RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAPK3,ERK1,mitogen-activated protein kinase 3,30530834,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAPK8,JNK1,mitogen-activated protein kinase 8,26708719,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK9,JNK2,mitogen-activated protein kinase 9,26708719,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK8,JNK1,mitogen-activated protein kinase 8,17202416,Gene Knockout/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MAPK8,JNK1,mitogen-activated protein kinase 8,19549522,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAPK8,JNK1,mitogen-activated protein kinase 8,11208641,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MAPK8,JNK1,mitogen-activated protein kinase 8,24037431,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MAPK9,JNK2,mitogen-activated protein kinase 9,19782079,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MAPK9,JNK2,mitogen-activated protein kinase 9,30622669,Gene Knockout,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
MAPK9,JNK2,mitogen-activated protein kinase 9,30320490,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MFGE8,,milk fat globule EGF and factor V/VIII domain containing,27956229,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MFGE8,,milk fat globule EGF and factor V/VIII domain containing,28827473,Gene Knockout/Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
MFGE8,,milk fat globule EGF and factor V/VIII domain containing,19884654,Gene Knockout/Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
MFGE8,,milk fat globule EGF and factor V/VIII domain containing,30175895,Gene Knockout/Direct Treatment,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
MMP1,,matrix metallopeptidase 1,18440885,Direct Treatment,Skeletal Muscle Fibrosis,Fibrosis,MESH:D005355,anti
MMP1,,matrix metallopeptidase 1,33737203,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MMP1,,matrix metallopeptidase 1,25770908,Gene Overexpression(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,anti
MMP13,,matrix metallopeptidase 13,25770908,Gene Knockout(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,anti
MMP13,,matrix metallopeptidase 13,21139571,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MMP13,,matrix metallopeptidase 13,30785343,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
MMP14,,matrix metallopeptidase 14,29454902,Up Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MMP14,,matrix metallopeptidase 14,27066886,Gene Knockout,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
MMP14,,matrix metallopeptidase 14,33063665,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MMP14,,matrix metallopeptidase 14,24136919,Activation/Down Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
MMP2,,matrix metallopeptidase 2,26343345,Inhibition,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
MMP2,,matrix metallopeptidase 2,22618590,RNAi/Inhibition,Ocular Fibrosis,Fibrosis,MESH:D005355,pro
MMP2,,matrix metallopeptidase 2,10421655,Activation/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MMP3,Stromelysin,matrix metallopeptidase 3,21480623,Down Regulation,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
MMP3,Stromelysin,matrix metallopeptidase 3,18403326,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MMP3,Stromelysin,matrix metallopeptidase 3,21871427,Gene Knockout/Gene Overexpression,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MMP3,Stromelysin,matrix metallopeptidase 3,33319933,Inhibition,Fibrotic Disorders,Fibrosis,MESH:D005355,pro/anti
MMP7,Matrilysin,matrix metallopeptidase 7,21079048,RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MMP7,Matrilysin,matrix metallopeptidase 7,28239354,Gene Knockout(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MMP7,Matrilysin,matrix metallopeptidase 7,32053892,Gene Knockout/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MMP7,Matrilysin,matrix metallopeptidase 7,32270301,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MMP8,neutrophil collagenase,matrix metallopeptidase 8,15057760,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MMP8,neutrophil collagenase,matrix metallopeptidase 8,20622038,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MMP8,neutrophil collagenase,matrix metallopeptidase 8,11097484,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
MMP9,Gelatinase B,matrix metallopeptidase 9,30653976,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MMP9,Gelatinase B,matrix metallopeptidase 9,33064567,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MMP9,Gelatinase B,matrix metallopeptidase 9,18332263,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
MYC,c-MYC,"MYC proto-oncogene, bHLH transcription factor",29739813,Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MYC,c-MYC,"MYC proto-oncogene, bHLH transcription factor",28483378,Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MYC,c-MYC,"MYC proto-oncogene, bHLH transcription factor",25619689,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
MYC,c-MYC,"MYC proto-oncogene, bHLH transcription factor",26576483,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
MYD88,,MYD88 innate immune signal transduction adaptor,32020030,Gene Knockout,Intestinal Fibrosis,Fibrosis,MESH:D005355,pro
MYD88,,MYD88 innate immune signal transduction adaptor,27869651,Gene Knockout/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
MYD88,,MYD88 innate immune signal transduction adaptor,17992263,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
MYD88,,MYD88 innate immune signal transduction adaptor,25711908,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NEDD9,,neural precursor cell expressed developmentally down-regulated 9,29899023,Gene Knockout/Inhibition,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
NEDD9,,neural precursor cell expressed developmentally down-regulated 9,32603782,Up Regulation,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
NFKB1,,nuclear factor kappa B subunit 1,25879839,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
NFKB1,,nuclear factor kappa B subunit 1,23562440,Gene Knockout,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
NFKB1,,nuclear factor kappa B subunit 1,29259025,Inhibition,Mucosal Fibrosis,Fibrosis,MESH:D005355,anti
NOTCH1,,notch receptor 1,23989801,RNAi/Activation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
NOTCH1,,notch receptor 1,19064701,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
NOTCH1,,notch receptor 1,27387769,Gene Knockout/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
NOTCH1,,notch receptor 1,26358219,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
NOTCH1,,notch receptor 1,31189722,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NOX1,,NADPH oxidase 1,21384410,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
CYBB,NOX2,NADPH oxidase 2,21384410,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NOX1,,NADPH oxidase 1,21618578,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NOX1,,NADPH oxidase 1,33485364,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NOX1,,NADPH oxidase 1,22618020,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
CYBB,NOX2,NADPH oxidase 2,24681145,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
CYBB,NOX2,NADPH oxidase 2,31950520,Activation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
CYBB,NOX2,NADPH oxidase 2,26104383,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
NOX4,,NADPH oxidase 4,22618020,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
NOX4,,NADPH oxidase 4,31419754,Gene Knockout/Gene Overexpression,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
NOX4,,NADPH oxidase 4,24718857,Gene Knockout/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
NOX4,,NADPH oxidase 4,20185797,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
OSM,,Oncostatin M,31249305,Direct Treatment/Up Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
OSM,,Oncostatin M,28779552,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
OSM,,Oncostatin M,14694154,Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
OSM,,Oncostatin M,18765531,Gene Overexpression,Tumor Fibrosis,Fibrosis,MESH:D005355,pro
PDCD1,PD-1,programmed cell death 1,30257954,Gene Knockout/Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
PDCD1,PD-1,programmed cell death 1,31201259,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
PDCD1,PD-1,programmed cell death 1,29220578,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
PDGFA,,platelet derived growth factor subunit A,20038802,Direct Treatment/Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PDGFA,,platelet derived growth factor subunit A,9354795,Up Regulation,Tumor Fibrosis,Fibrosis,MESH:D005355,pro
PDGFA,,platelet derived growth factor subunit A,19213942,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PDGFC,,platelet derived growth factor subunit C,19213942,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PDGFD,,platelet derived growth factor subunit D,19213942,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PDGFB,,platelet derived growth factor subunit B,17397961,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PDGFD,,platelet derived growth factor subunit D,17397961,Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PDGFB,,platelet derived growth factor subunit B,18077793,Gene Overexpression(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFC,,platelet derived growth factor subunit C,18077793,Inhibition(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFD,,platelet derived growth factor subunit D,18077793,Gene Overexpression(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFB,,platelet derived growth factor subunit B,26312152,Direct Treatment(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFD,,platelet derived growth factor subunit D,26312152,Gene Overexpression(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFC,,platelet derived growth factor subunit C,26312152,Inhibition(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFRA,,platelet derived growth factor receptor alpha,26312152,Gene Knockout(Review)/Inhibition(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFRB,,platelet derived growth factor receptor beta,26312152,Gene Knockout(Review)/Inhibition(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PDGFRA,,platelet derived growth factor receptor alpha,32229310,Gene Knockout/Up Regulation,Adipose Tissue Fibrosis,Fibrosis,MESH:D005355,pro
PDGFRA,,platelet derived growth factor receptor alpha,31768046,Gene Knockout,Tumor Fibrosis,Fibrosis,MESH:D005355,pro
PDGFRB,,platelet derived growth factor receptor beta,32229310,Gene Knockout,Adipose Tissue Fibrosis,Fibrosis,MESH:D005355,pro
PDGFRB,,platelet derived growth factor receptor beta,30024280,RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PF4,CXCL4,platelet factor 4,24890045,Inhibition(Review),Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PF4,CXCL4,platelet factor 4,32726410,Gene Knockout/Gene Overexpression,Myelofibrosis,primary myelofibrosis,MONDO:0009692,pro
PF4,CXCL4,platelet factor 4,32284212,Direct Treatment,Systemic Sclerosis,systemic sclerosis,MONDO:0005100,pro
PF4,CXCL4,platelet factor 4,20162727,Gene Knockout/Direct Treatment,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PIN1,,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",18188456,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
PIN1,,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",24530597,Gene Knockout/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
PIN1,,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",30246389,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PIN1,,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",22613712,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
PLAT,tPA,"plasminogen activator, tissue type",18199803,Gene Knockout/Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PLAT,tPA,"plasminogen activator, tissue type",30016078,Direct Treatment,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
PLAT,tPA,"plasminogen activator, tissue type",18037995,Gene Knockout/Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PLAT,tPA,"plasminogen activator, tissue type",12438450,Gene Knockout/Direct Treatment,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PLAU,uPA,"plasminogen activator, urokinase",16880329,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PLAU,uPA,"plasminogen activator, urokinase",14741775,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
PLAU,uPA,"plasminogen activator, urokinase",22013113,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PLAUR,uPAR,"plasminogen activator, urokinase receptor",22013113,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
PLAUR,uPAR,"plasminogen activator, urokinase receptor",23852693,Gene Knockout,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
PLAUR,uPAR,"plasminogen activator, urokinase receptor",18997817,Gene Overexpression/Activation,Tumor Fibrosis,Fibrosis,MESH:D005355,pro
PLAUR,uPAR,"plasminogen activator, urokinase receptor",23806081,RNAi,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
PLG,,plasminogen,16952557,Gene Knockout,Pancreatic Fibrosis,chronic pancreatitis,MONDO:0005003,anti
PLG,,plasminogen,17267741,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
PPARG,,peroxisome proliferator activated receptor gamma,28330809,Inhibition,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
PPARG,,peroxisome proliferator activated receptor gamma,30032428,Activation,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
PPARG,,peroxisome proliferator activated receptor gamma,20154695,Activation,Cystic Fibrosis,cystic fibrosis,MONDO:0009061,anti
PPARG,,peroxisome proliferator activated receptor gamma,14512888,Activation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
PROC,activated protein C,"protein C, inactivator of coagulation factors Va and VIIIa",15118539,Direct Treatment(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,anti
PROC,activated protein C,"protein C, inactivator of coagulation factors Va and VIIIa",15118528,Direct Treatment(Review),Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
PROC,activated protein C,"protein C, inactivator of coagulation factors Va and VIIIa",12738599,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
PROC,activated protein C,"protein C, inactivator of coagulation factors Va and VIIIa",11401891,Direct Treatment,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SDC1,,Syndecan-1,29454902,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SDC1,,Syndecan-1,22237752,Gene Knockout/RNAi,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SDC1,,Syndecan-1,20048198,Gene Knockout/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SDC1,,Syndecan-1,31393853,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SERPINA1,AAT,serpin family A member 1,30068662,Gene Knockout(Mutation),Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SERPINA1,AAT,serpin family A member 1,29572094,Gene Knockout(Mutation)/RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SERPINA1,AAT,serpin family A member 1,29500128,Gene Overexpression(Gene Therapy),Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SERPINE1,PAI-1,serpin family E member 1,28588076,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SERPINE1,PAI-1,serpin family E member 1,19322185,Gene Knockout(Review)/Gene Overexpression(Review),Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SERPINE1,PAI-1,serpin family E member 1,33432417,Up Regulation,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SERPINE1,PAI-1,serpin family E member 1,11502712,Gene Knockout,Vascular Fibrosis,atherosclerosis,MONDO:0005311,pro
SERPINH1,HSP47,serpin family H member 1,27838364,Gene Knockout(Review),Fibrotic Disorders,Fibrosis,MESH:D005355,pro
SERPINH1,HSP47,serpin family H member 1,32378877,RNAi,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SERPINH1,HSP47,serpin family H member 1,29363541,RNAi,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
SERPINH1,HSP47,serpin family H member 1,26091621,RNAi,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
SFTPC,,surfactant protein C,29920187,Gene Knockout(Mutation),Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SFTPC,,surfactant protein C,21828032,Gene Knockout(Mutation),Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SFTPC,,surfactant protein C,18566429,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
SIRT1,,sirtuin 1,27871879,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SIRT1,,sirtuin 1,30614190,Gene Knockout/Gene Overexpression/RNAi/Activation/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SIRT1,,sirtuin 1,17446436,Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT1,,sirtuin 1,25707573,RNAi/Activation/Inhibition,Cutaneous Fibrosis,keloid,MONDO:0005348,anti
SIRT1,,sirtuin 1,25180292,Gene Knockout/Activation,Cutaneous Fibrosis,keloid,MONDO:0005348,pro
SIRT2,,sirtuin 2,28947430,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT2,,sirtuin 2,33754067,Inhibition,Fibrotic Disorders,Fibrosis,MESH:D005355,anti
SIRT2,,sirtuin 2,29440391,Gene Knockout/Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT2,,sirtuin 2,32565308,Inhibition,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,pro
SIRT3,,sirtuin 3,32296036,Gene Knockout/Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT3,,sirtuin 3,30056271,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SIRT3,,sirtuin 3,19652361,Gene Knockout/Gene Overexpression,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT3,,sirtuin 3,25962702,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT6,,sirtuin 6,32535965,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SIRT6,,sirtuin 6,31787254,Gene Knockout/Inhibition,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SIRT6,,sirtuin 6,30943401,Gene Knockout,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SIRT6,,sirtuin 6,32701506,Gene Knockout/Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SIRT7,,sirtuin 7,31735083,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT7,,sirtuin 7,26202810,Gene Knockout/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SIRT7,,sirtuin 7,18239138,Gene Knockout,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,anti
SIRT7,,sirtuin 7,33558457,Gene Overexpression/RNAi,Cardiac Fibrosis,endomyocardial fibrosis,MONDO:0006746,pro
SMAD1,,SMAD family member 1,31127639,Gene Knockout,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SMAD1,,SMAD family member 1,30424599,Up Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMAD1,,SMAD family member 1,31364649,Down Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SMAD1,,SMAD family member 1,16447265,Up Regulation,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMAD2,,SMAD family member 2,26435271,RNAi/Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMAD2,,SMAD family member 2,20595680,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SMAD2,,SMAD family member 2,25041068,Inhibition,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,pro
SMAD2,,SMAD family member 2,12039975,Down Regulation,Renal Fibrosis,renal fibrosis,MONDO:0000494,pro
SMAD7,,SMAD family member 7,12039975,Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SMAD7,,SMAD family member 7,23207693,Gene Knockout/Gene Overexpression,Renal Fibrosis,renal fibrosis,MONDO:0000494,anti
SMAD7,,SMAD family member 7,12851882,Gene Overexpression,Hepatic Fibrosis,fibrotic liver disease,MONDO:0100430,anti
SMAD7,,SMAD family member 7,11927620,Gene Knockout,Pulmonary Fibrosis,pulmonary fibrosis,MONDO:0002771,anti
