source_id	source_type	target_id	target_type	source_name	target_name	relation_type	resource	ttd_disease_id	ttd_biomarker_id
UNIPROT:P14416	Gene	ICD-11:6A20	Disease	Dopamine D2 receptor (DRD2)	Schizophrenia	GNBR::Md::Gene:Disease	TTD	ICD-11:6A20	BM001324
UNIPROT:P35462	Gene	ICD-11:8A00.0	Disease	Dopamine D3 receptor (DRD3)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001325
UNIPROT:Q01959	Gene	ICD-11:8A00.0	Disease	Dopamine transporter (SLC6A3)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001359
UNIPROT:Q01959	Gene	ICD-11:8A00.0	Disease	Dopamine transporter (SLC6A3)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001360
UNIPROT:Q01959	Gene	ICD-11:8A00.0	Disease	Dopamine transporter (SLC6A3)	Parkinson disease	GNBR::Md::Gene:Disease	TTD	ICD-11:8A00.0	BM001361
UNIPROT:O75923	Gene	ICD-11:1E70	Disease	Dysferlin (DYSF)	Smallpox	GNBR::Md::Gene:Disease	TTD	ICD-11:1E70	BM003563
UNIPROT:Q07108	Gene	ICD-11:1D20-1D2Z	Disease	Early activation antigen CD69 (CD69)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003203
UNIPROT:Q07108	Gene	ICD-11:1E30-1E32?	Disease	Early activation antigen CD69 (CD69)	Influenza	GNBR::Md::Gene:Disease	TTD	ICD-11:1E30-1E32?	BM003435
UNIPROT:Q07108	Gene	ICD-11:1F54	Disease	Early activation antigen CD69 (CD69)	Leishmaniasis	GNBR::Md::Gene:Disease	TTD	ICD-11:1F54	BM003460
UNIPROT:P21589	Gene	ICD-11:1D20-1D2Z	Disease	Ecto-5'-nucleotidase (CD73)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003216
UNIPROT:P19957	Gene	ICD-11:4B24.0	Disease	Elafin (PI3)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001397
UNIPROT:P19957	Gene	ICD-11:4B24.0	Disease	Elafin (PI3)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001400
UNIPROT:P19957	Gene	ICD-11:4B24.0	Disease	Elafin (PI3)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001401
UNIPROT:P19957	Gene	ICD-11:4B24.0	Disease	Elafin (PI3)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001398
UNIPROT:P19957	Gene	ICD-11:4B24.0	Disease	Elafin (PI3)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001399
UNIPROT:P19957	Gene	ICD-11:EA90	Disease	Elafin (PI3)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM001402
UNIPROT:P17813	Gene	ICD-11:1F40-1F4Z	Disease	Endoglin CD105 (ENG)	Malaria	GNBR::Md::Gene:Disease	TTD	ICD-11:1F40-1F4Z	BM003470
UNIPROT:P39060	Gene	ICD-11:KB29.0	Disease	Endostatin (COL18A1)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM000351
UNIPROT:P05121	Gene	ICD-11:1D20-1D2Z	Disease	Endothelial plasminogen activator inhibitor (SERPINE1)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003239
UNIPROT:P05121	Gene	ICD-11:1G40-1G41	Disease	Endothelial plasminogen activator inhibitor (SERPINE1)	Sepsis	GNBR::Md::Gene:Disease	TTD	ICD-11:1G40-1G41	BM003536
UNIPROT:P05305	Gene	ICD-11:KB29.0	Disease	Endothelin-1 (EDN1)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM000780
UNIPROT:P05305	Gene	ICD-11:4A42	Disease	Endothelin-1 (EDN1)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM001420
UNIPROT:P05305	Gene	ICD-11:4A42	Disease	Endothelin-1 (EDN1)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002716
UNIPROT:P05305	Gene	ICD-11:BA00-BA04	Disease	Endothelin-1 (EDN1)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM001419
UNIPROT:P05305	Gene	ICD-11:BD10-BD13	Disease	Endothelin-1 (EDN1)	Heart failure	GNBR::Md::Gene:Disease	TTD	ICD-11:BD10-BD13	BM001418
UNIPROT:P05305	Gene	ICD-11:CA23	Disease	Endothelin-1 (EDN1)	Asthma	GNBR::Md::Gene:Disease	TTD	ICD-11:CA23	BM001421
UNIPROT:P14138	Gene	ICD-11:BA00-BA04	Disease	Endothelin-3 (EDN3)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000380
UNIPROT:P12724	Gene	ICD-11:4A81	Disease	Eosinophil cationic protein (RNASE3)	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM001425
UNIPROT:P12724	Gene	ICD-11:4B03.1	Disease	Eosinophil cationic protein (RNASE3)	Eosinophilic disorders	GNBR::Md::Gene:Disease	TTD	ICD-11:4B03.1	BM001426
UNIPROT:P00533	Gene	ICD-11:2C25.0	Disease	Epidermal growth factor receptor (EGFR)	Lung cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C25.0	BM003049
UNIPROT:P00533	Gene	ICD-11:2C25.Y	Disease	Epidermal growth factor receptor (EGFR)	Non-small-cell lung cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C25.Y	BM000192
UNIPROT:P00533	Gene	ICD-11:2C25.Y	Disease	Epidermal growth factor receptor (EGFR)	Non-small-cell lung cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C25.Y	BM003052
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000023
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000015
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000013
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000004
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM003053
UNIPROT:P04626	Gene	ICD-11:2C60-2C65	Disease	Erbb2 tyrosine kinase receptor (HER2)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM003043
UNIPROT:P04626	Gene	ICD-11:2C61	Disease	Erbb2 tyrosine kinase receptor (HER2)	Invasive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C61	BM000189
UNIPROT:P04626	Gene	ICD-11:2C73	Disease	Erbb2 tyrosine kinase receptor (HER2)	Ovarian cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C73	BM000027
UNIPROT:P01588	Gene	ICD-11:8B60.0	Disease	Erythropoietin (EPO)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001463
UNIPROT:P16581	Gene	ICD-11:KB29.0	Disease	E-selectin (SELE)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM000557
UNIPROT:P16581	Gene	ICD-11:1C62	Disease	E-selectin (SELE)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003381
UNIPROT:P16581	Gene	ICD-11:1D20-1D2Z	Disease	E-selectin (SELE)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003221
UNIPROT:P16581	Gene	ICD-11:1D46	Disease	E-selectin (SELE)	West nile virus infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1D46	BM003602
UNIPROT:P16581	Gene	ICD-11:1E51	Disease	E-selectin (SELE)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003285
UNIPROT:P16581	Gene	ICD-11:1F03	Disease	E-selectin (SELE)	Measles	GNBR::Md::Gene:Disease	TTD	ICD-11:1F03	BM003496
UNIPROT:P16581	Gene	ICD-11:1F40-1F4Z	Disease	E-selectin (SELE)	Malaria	GNBR::Md::Gene:Disease	TTD	ICD-11:1F40-1F4Z	BM003472
UNIPROT:P16581	Gene	ICD-11:4A42	Disease	E-selectin (SELE)	Systemic sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:4A42	BM002717
UNIPROT:P16581	Gene	ICD-11:BA41	Disease	E-selectin (SELE)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM001465
UNIPROT:P16581	Gene	ICD-11:GB61	Disease	E-selectin (SELE)	Chronic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61	BM001464
UNIPROT:P03372	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000203
UNIPROT:Q92731	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000203
UNIPROT:P03372	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000025
UNIPROT:Q92731	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM000025
UNIPROT:P03372	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM003041
UNIPROT:P03372	Gene	ICD-11:2C60-2C65	Disease	Estrogen receptor (ER)	Breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C60-2C65	BM003046
UNIPROT:P03372	Gene	ICD-11:2C61	Disease	Estrogen receptor (ER)	Invasive breast cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C61	BM000198
UNIPROT:P03372	Gene	ICD-11:FA00-FA05	Disease	Estrogen receptor (ER)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM001097
UNIPROT:P03372	Gene	ICD-11:FA00-FA05	Disease	Estrogen receptor (ER)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM001466
UNIPROT:P16070	Gene	ICD-11:1C62	Disease	Extracellular matrix receptor III (CD44)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003386
UNIPROT:P16070	Gene	ICD-11:1D20-1D2Z	Disease	Extracellular matrix receptor III (CD44)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003223
UNIPROT:P16070	Gene	ICD-11:1E51	Disease	Extracellular matrix receptor III (CD44)	Hepatitis C	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003323
UNIPROT:P05413	Gene	ICD-11:BA41	Disease	Fatty acid-binding protein, heart (FABP3)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM001623
UNIPROT:P05413	Gene	ICD-11:BA41	Disease	Fatty acid-binding protein, heart (FABP3)	Acute coronary syndrome	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41	BM001624
UNIPROT:P05413	Gene	ICD-11:BA41-BA43	Disease	Fatty acid-binding protein, heart (FABP3)	Myocardial infarction	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41-BA43	BM001625
UNIPROT:P05413	Gene	ICD-11:BA41-BA43	Disease	Fatty acid-binding protein, heart (FABP3)	Myocardial infarction	GNBR::Md::Gene:Disease	TTD	ICD-11:BA41-BA43	BM001626
UNIPROT:P02794	Gene	ICD-11:1E51	Disease	Ferritin (FTH1)	Hepatitis C	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003330
UNIPROT:P02671	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001516
UNIPROT:P05160	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001516
UNIPROT:P02679	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001516
UNIPROT:P02671	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001517
UNIPROT:P05160	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001517
UNIPROT:P02679	Gene	ICD-11:BD71	Disease	Fibrin monomer (FM)	Deep vein thrombosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD71	BM001517
UNIPROT:P02671	Gene	ICD-11:1D20-1D2Z	Disease	Fibrinogen alpha chain (FGA)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003244
UNIPROT:P02675	Gene	ICD-11:FA20	Disease	Fibrinogen beta chain (FGB)	Rheumatoid arthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA20	BM002671
UNIPROT:P09038	Gene	ICD-11:KB29.0	Disease	Fibroblast growth factor-2 (FGF2)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM000781
UNIPROT:P02751	Gene	ICD-11:KB29.0	Disease	Fibronectin (FN1)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM001530
UNIPROT:P02751	Gene	ICD-11:IF53	Disease	Fibronectin (FN1)	Chagas disease	GNBR::Md::Gene:Disease	TTD	ICD-11:IF53	BM003182
UNIPROT:P02751	Gene	ICD-11:1G40-1G41	Disease	Fibronectin (FN1)	Sepsis	GNBR::Md::Gene:Disease	TTD	ICD-11:1G40-1G41	BM003537
UNIPROT:Q15485	Gene	ICD-11:BD4Z	Disease	Ficolin-2 (FCN2)	Peripheral arterial disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BD4Z	BM000887
UNIPROT:Q13451	Gene	ICD-11:DA24.1	Disease	FK506-binding protein 5 (FKBP5)	Eosinophilic esophagitis	GNBR::Md::Gene:Disease	TTD	ICD-11:DA24.1	BM001538
UNIPROT:P36888	Gene	ICD-11:2A60	Disease	Fms-like tyrosine kinase 3 (FLT-3)	Acute myeloid leukaemia	GNBR::Md::Gene:Disease	TTD	ICD-11:2A60	BM000012
UNIPROT:Q14289	Gene	ICD-11:GB81	Disease	Focal adhesion kinase 2 (PTK2B)	Autosomal dominant polycystic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB81	BM002941
UNIPROT:Q12841	Gene	ICD-11:FA00-FA05	Disease	Follistatin-related protein 1 (FSTL1)	Osteoarthritis	GNBR::Md::Gene:Disease	TTD	ICD-11:FA00-FA05	BM001543
UNIPROT:Q9BZS1	Gene	ICD-11:NE84	Disease	Forkhead box protein P3 (FOXP3)	Kidney transplant rejection	GNBR::Md::Gene:Disease	TTD	ICD-11:NE84	BM001544
UNIPROT:P24385	Gene	ICD-11:1A95	Disease	G1/S-specific cyclin-D1 (CCND1)	Condyloma	GNBR::Md::Gene:Disease	TTD	ICD-11:1A95	BM003189
UNIPROT:P17931	Gene	ICD-11:IF53	Disease	Galectin-3 (LGALS3)	Chagas disease	GNBR::Md::Gene:Disease	TTD	ICD-11:IF53	BM003175
UNIPROT:P17931	Gene	ICD-11:BD10-BD13	Disease	Galectin-3 (LGALS3)	Heart failure	GNBR::Md::Gene:Disease	TTD	ICD-11:BD10-BD13	BM001558
UNIPROT:Q9UEY8	Gene	ICD-11:BA00-BA04	Disease	Gamma-adducin (ADD3)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM000721
UNIPROT:P29033	Gene	ICD-11:EA90	Disease	Gap junction beta-2 protein (Cx26)	Psoriasis vulgaris	GNBR::Md::Gene:Disease	TTD	ICD-11:EA90	BM002424
UNIPROT:P06396	Gene	ICD-11:1E51	Disease	Gelsolin (GSN)	Hepatitis B	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003294
UNIPROT:P07093	Gene	ICD-11:BD55	Disease	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD55	BM002588
UNIPROT:P07093	Gene	ICD-11:BD55	Disease	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD55	BM002589
UNIPROT:P07093	Gene	ICD-11:BD55	Disease	Glia-derived nexin (SERPINE2)	Carotid artery atherosclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:BD55	BM002590
UNIPROT:P04150	Gene	ICD-11:8E49	Disease	Glucocorticoid receptor (NR3C1)	Myalgic encephalomyelitis	GNBR::Md::Gene:Disease	TTD	ICD-11:8E49	BM002317
UNIPROT:P04150	Gene	ICD-11:9C61	Disease	Glucocorticoid receptor (NR3C1)	Glaucoma/ocular hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:9C61	BM001571
UNIPROT:Q14397	Gene	ICD-11:1A00-CA43.1	Disease	Glucokinase regulatory protein (GCKR)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM001576
UNIPROT:Q14397	Gene	ICD-11:1A00-CA43.1	Disease	Glucokinase regulatory protein (GCKR)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM001577
UNIPROT:Q14397	Gene	ICD-11:1A00-CA43.1	Disease	Glucokinase regulatory protein (GCKR)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM001578
UNIPROT:Q14397	Gene	ICD-11:BA00-BE2Z	Disease	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001573
UNIPROT:Q14397	Gene	ICD-11:BA00-BE2Z	Disease	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001574
UNIPROT:Q14397	Gene	ICD-11:BA00-BE2Z	Disease	Glucokinase regulatory protein (GCKR)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001575
UNIPROT:P15104	Gene	ICD-11:8B60.0	Disease	Glutamate decarboxylase (GLUL)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001582
UNIPROT:Q07075	Gene	ICD-11:1C62	Disease	Glutamyl aminopeptidase (ENPEP)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003346
UNIPROT:O60760	Gene	ICD-11:1E51	Disease	Glutathione-dependent PGD synthase (HPGDS)	Hepatitis C	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003333
UNIPROT:P28799	Gene	ICD-11:8A23	Disease	Granulin (GRN)	Frontotemporal lobar degeneration	GNBR::Md::Gene:Disease	TTD	ICD-11:8A23	BM002126
UNIPROT:P28799	Gene	ICD-11:8B60.0	Disease	Granulin (GRN)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM002578
UNIPROT:P09919	Gene	ICD-11:1G40-1G41	Disease	Granulocyte colony-stimulating factor (GCSF)	Sepsis	GNBR::Md::Gene:Disease	TTD	ICD-11:1G40-1G41	BM003533
UNIPROT:Q99062	Gene	ICD-11:KB29.0	Disease	Granulocyte colony-stimulating factor receptor (GCSFR)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM000382
UNIPROT:Q99062	Gene	ICD-11:8B60.0	Disease	Granulocyte colony-stimulating factor receptor (GCSFR)	Amyotrophic lateral sclerosis	GNBR::Md::Gene:Disease	TTD	ICD-11:8B60.0	BM001598
UNIPROT:P04141	Gene	ICD-11:1F57	Disease	Granulocyte-macrophage colony-stimulating factor (CSF2)	Toxoplasmosis	GNBR::Md::Gene:Disease	TTD	ICD-11:1F57	BM003583
UNIPROT:P12544	Gene	ICD-11:8E49	Disease	Granzyme A (GZMA)	Myalgic encephalomyelitis	GNBR::Md::Gene:Disease	TTD	ICD-11:8E49	BM001599
UNIPROT:P10144	Gene	ICD-11:1E30-1E32?	Disease	Granzyme B (GZMB)	Influenza	GNBR::Md::Gene:Disease	TTD	ICD-11:1E30-1E32?	BM003450
UNIPROT:P01116	Gene	ICD-11:1D20-1D2Z	Disease	GTPase KRas (KRAS)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003250
UNIPROT:P01116	Gene	ICD-11:2C17	Disease	GTPase KRas (KRAS)	Irresectable biliary tract cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C17	BM000003
UNIPROT:P01116	Gene	ICD-11:2C25.0	Disease	GTPase KRas (KRAS)	Lung cancer	GNBR::Md::Gene:Disease	TTD	ICD-11:2C25.0	BM003050
UNIPROT:Q96LT7	Gene	ICD-11:8A23	Disease	Guanine nucleotide exchange C9orf72 (C9orf72)	Frontotemporal lobar degeneration	GNBR::Md::Gene:Disease	TTD	ICD-11:8A23	BM000937
UNIPROT:P00738	Gene	ICD-11:1E70	Disease	Haptoglobin (HP)	Smallpox	GNBR::Md::Gene:Disease	TTD	ICD-11:1E70	BM003562
UNIPROT:P00738	Gene	ICD-11:1F40-1F4Z	Disease	Haptoglobin (HP)	Malaria	GNBR::Md::Gene:Disease	TTD	ICD-11:1F40-1F4Z	BM003488
UNIPROT:P02790	Gene	ICD-11:4A81	Disease	Hemopexin (HPX)	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM001630
UNIPROT:P02790	Gene	ICD-11:4A81	Disease	Hemopexin (HPX)	Ocular allergy	GNBR::Md::Gene:Disease	TTD	ICD-11:4A81	BM001631
UNIPROT:P02790	Gene	ICD-11:GC2Z	Disease	Hemopexin (HPX)	Nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GC2Z	BM000385
UNIPROT:Q9Y251	Gene	ICD-11:1C62	Disease	Heparanase (HPSE)	HIV infection	GNBR::Md::Gene:Disease	TTD	ICD-11:1C62	BM003335
UNIPROT:Q96D42	Gene	ICD-11:GB60	Disease	Hepatitis A virus cellular receptor 1 (HAVCR1)	Acute kidney injury	GNBR::Md::Gene:Disease	TTD	ICD-11:GB60	BM001958
UNIPROT:Q96D42	Gene	ICD-11:GB61.Z	Disease	Hepatitis A virus cellular receptor 1 (HAVCR1)	Diabetic nephropathy	GNBR::Md::Gene:Disease	TTD	ICD-11:GB61.Z	BM001959
UNIPROT:Q96D42	Gene	ICD-11:GB81	Disease	Hepatitis A virus cellular receptor 1 (HAVCR1)	Autosomal dominant polycystic kidney disease	GNBR::Md::Gene:Disease	TTD	ICD-11:GB81	BM003025
UNIPROT:Q8TDQ0	Gene	ICD-11:NE84	Disease	Hepatitis A virus cellular receptor 2 (HAV TIM3)	Kidney transplant rejection	GNBR::Md::Gene:Disease	TTD	ICD-11:NE84	BM002796
UNIPROT:P26664(1027-1657)	Gene	ICD-11:1E51	Disease	Hepatitis C virus NS3 helicase (HCV NS3)	Hepatitis C	GNBR::Md::Gene:Disease	TTD	ICD-11:1E51	BM003317
UNIPROT:P14210	Gene	ICD-11:KB29.0	Disease	Hepatocyte growth factor (HGF)	Bronchopulmonary dysplasia	GNBR::Md::Gene:Disease	TTD	ICD-11:KB29.0	BM001946
UNIPROT:P14210	Gene	ICD-11:1D20-1D2Z	Disease	Hepatocyte growth factor (HGF)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003226
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001662
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001667
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001668
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001663
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001664
UNIPROT:P14210	Gene	ICD-11:4B24.0	Disease	Hepatocyte growth factor (HGF)	Acute graft versus host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24.0	BM001665
UNIPROT:P14210	Gene	ICD-11:4B24	Disease	Hepatocyte growth factor (HGF)	Graft-versus-host disease	GNBR::Md::Gene:Disease	TTD	ICD-11:4B24	BM001666
UNIPROT:P20823	Gene	ICD-11:1A00-CA43.1	Disease	Hepatocyte nuclear factor 1-alpha (HNF1A)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM001635
UNIPROT:P20823	Gene	ICD-11:BA00-BE2Z	Disease	Hepatocyte nuclear factor 1-alpha (HNF1A)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001634
UNIPROT:P20823	Gene	ICD-11:BA80	Disease	Hepatocyte nuclear factor 1-alpha (HNF1A)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM001704
UNIPROT:P41235	Gene	ICD-11:1A00-CA43.1	Disease	Hepatocyte nuclear factor 4-alpha (HNF4A)	Inflammation	GNBR::Md::Gene:Disease	TTD	ICD-11:1A00-CA43.1	BM001638
UNIPROT:P41235	Gene	ICD-11:BA00-BE2Z	Disease	Hepatocyte nuclear factor 4-alpha (HNF4A)	Cardiovascular disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BE2Z	BM001637
UNIPROT:Q30201	Gene	ICD-11:BA00-BA04	Disease	Hereditary hemochromatosis protein (HFE)	Hypertension	GNBR::Md::Gene:Disease	TTD	ICD-11:BA00-BA04	BM001628
UNIPROT:Q96JK4	Gene	ICD-11:BA80	Disease	HHIP-like protein 1 (HHIPL1)	Coronary artery disease	GNBR::Md::Gene:Disease	TTD	ICD-11:BA80	BM001670
UNIPROT:P09429	Gene	ICD-11:1D20-1D2Z	Disease	High mobility group protein B1 (HMGB1)	Dengue	GNBR::Md::Gene:Disease	TTD	ICD-11:1D20-1D2Z	BM003235
