ttd_target_id	source_id	source_name	source_type	target_type	relation_type	ttd_source_id	resource	target_id	target_name
T04394		BAY 86-8050	Compound	Gene	DRUGBANK::target::Compound:Gene	D0U7NG	TTD	SYMBOL:	Vasopressin receptor (VR)
T04394		F-992	Compound	Gene	DRUGBANK::target::Compound:Gene	D06QJE	TTD	SYMBOL:	Vasopressin receptor (VR)
T62945		GCC-1290K	Compound	Gene	DRUGBANK::target::Compound:Gene	D07HYR	TTD	SYMBOL:	Voltage-gated calcium channel (Cav)
T83051		OTB-658	Compound	Gene	DRUGBANK::target::Compound:Gene	DEN52G	TTD	SYMBOL:	Bacterial Ribosome (Bact RIBS)
T44351		THX-TS01	Compound	Gene	DRUGBANK::target::Compound:Gene	D00OZC	TTD	SYMBOL:	Cannabinoid receptor (CB)
T57585		131I-TM-601	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K9WP	TTD	SYMBOL:	Chloride channel unspecific (ClC)
T57585		GR-213487	Compound	Gene	DRUGBANK::target::Compound:Gene	D00NWT	TTD	SYMBOL:	Chloride channel unspecific (ClC)
T57585		TgAAV-CFTR	Compound	Gene	DRUGBANK::target::Compound:Gene	D09BLW	TTD	SYMBOL:	Chloride channel unspecific (ClC)
T68934		Collagenase	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y4KE	TTD	SYMBOL:	Collagen (CO)
T68934		MRG-201	Compound	Gene	DRUGBANK::target::Compound:Gene	D08WZQ	TTD	SYMBOL:	Collagen (CO)
T68934		Clostridial collagenase	Compound	Gene	DRUGBANK::target::Compound:Gene	D00HAM	TTD	SYMBOL:	Collagen (CO)
T39147		GW-275175	Compound	Gene	DRUGBANK::target::Compound:Gene	D0GH9Z	TTD	SYMBOL:	Cytomegalovirus Terminase (CMV TRM)
T17003		Rifaximin DR	Compound	Gene	DRUGBANK::target::Compound:Gene	D0AJ5E	TTD	SYMBOL:	DNA-directed RNA polymerase (RNAP)
T10362		Desoxyribonuclease	Compound	Gene	DRUGBANK::target::Compound:Gene	D0U6BJ	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		HTI-101	Compound	Gene	DRUGBANK::target::Compound:Gene	D01VWD	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		ASC-101	Compound	Gene	DRUGBANK::target::Compound:Gene	D06PZO	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		BXCL702	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KG1U	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		NZ-1002	Compound	Gene	DRUGBANK::target::Compound:Gene	D00YEO	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		A-11259	Compound	Gene	DRUGBANK::target::Compound:Gene	D03XHD	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		GW-278884	Compound	Gene	DRUGBANK::target::Compound:Gene	D0T2OT	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		A-364	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y6HY	TTD	SYMBOL:	Enzyme unspecific (Enz)
T10362		A-76341	Compound	Gene	DRUGBANK::target::Compound:Gene	D09LTO	TTD	SYMBOL:	Enzyme unspecific (Enz)
T30014		Vaccinia immune globulin	Compound	Gene	DRUGBANK::target::Compound:Gene	D01PQM	TTD	SYMBOL:	Immunoglobulin unspecific (Ig)
T47077		JB991	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y5JZ	TTD	SYMBOL:	Prostaglandin receptor (PTGR)
T47077		ZD-4953	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I7LB	TTD	SYMBOL:	Prostaglandin receptor (PTGR)
T47077		YP-009	Compound	Gene	DRUGBANK::target::Compound:Gene	D01AJM	TTD	SYMBOL:	Prostaglandin receptor (PTGR)
T47077		YP-008	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L8TL	TTD	SYMBOL:	Prostaglandin receptor (PTGR)
T47077		IP-1200	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M7TT	TTD	SYMBOL:	Prostaglandin receptor (PTGR)
T01840		Prolastin	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V3SB	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		SRD-441	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J6ZA	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		AZD-2551	Compound	Gene	DRUGBANK::target::Compound:Gene	D0E4GE	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		AZD-3342	Compound	Gene	DRUGBANK::target::Compound:Gene	D01CAJ	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		EP-2060	Compound	Gene	DRUGBANK::target::Compound:Gene	D02ERH	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		CEP-431	Compound	Gene	DRUGBANK::target::Compound:Gene	D04RDT	TTD	SYMBOL:	Protease unspecific (PRO)
T01840		ALP-242	Compound	Gene	DRUGBANK::target::Compound:Gene	D05OVR	TTD	SYMBOL:	Protease unspecific (PRO)
T95212		Prevnar	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M1PR	TTD	SYMBOL:	Streptococcus Diphtheria protein (Stre DIPP)
T95212		IO-21	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I2MA	TTD	SYMBOL:	Streptococcus Diphtheria protein (Stre DIPP)
T75041		Satumomab Pendetide	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V6RC	TTD	SYMBOL:	Tumor-associated glycoprotein 72 (TAG-72)
T82349		Diphtheria-tetanus vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B6GW	TTD	SYMBOL:	Bacterial Cell membrane (Bact CM)
T82349		DPK-060	Compound	Gene	DRUGBANK::target::Compound:Gene	D06XMW	TTD	SYMBOL:	Bacterial Cell membrane (Bact CM)
T82349		IDR-1018	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O7RY	TTD	SYMBOL:	Bacterial Cell membrane (Bact CM)
T03006		Incobotulinum toxin A	Compound	Gene	DRUGBANK::target::Compound:Gene	D0H3AB	TTD	SYMBOL:	Acetylcholine release (Ach rele)
T03006		Abobotulinum toxin A	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M7IH	TTD	SYMBOL:	Acetylcholine release (Ach rele)
T60810		Quattvaxem	Compound	Gene	DRUGBANK::target::Compound:Gene	D02QQT	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H1N1 pandemic influenza A vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D04SOA	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H5N1 influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D09AWJ	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Live attenuated influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0BI1C	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		HEV-239	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D6NQ	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Polyoxidonium	Compound	Gene	DRUGBANK::target::Compound:Gene	D0F0ID	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		GSK2592984A	Compound	Gene	DRUGBANK::target::Compound:Gene	D0F0RR	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Focetria A(H1N1)	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O4RQ	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Fendrix	Compound	Gene	DRUGBANK::target::Compound:Gene	D0TL1L	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Arepanrix	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y6NL	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Celtura	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Z4BH	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		HB-AS02V	Compound	Gene	DRUGBANK::target::Compound:Gene	D03FFA	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Grippol Plus	Compound	Gene	DRUGBANK::target::Compound:Gene	D04SNL	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Grippol TC	Compound	Gene	DRUGBANK::target::Compound:Gene	D05ZAI	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H1N1 influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0HE7I	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H5N1 influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QO0D	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		LEISH-F1	Compound	Gene	DRUGBANK::target::Compound:Gene	D06OFZ	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		HBV vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q1XV	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H5N1 influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Y5VR	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		Aflunov	Compound	Gene	DRUGBANK::target::Compound:Gene	D0PY7Z	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		AFO-18	Compound	Gene	DRUGBANK::target::Compound:Gene	D00HHU	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		GMZ-2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O1WR	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		CAF-01	Compound	Gene	DRUGBANK::target::Compound:Gene	D0R2KO	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		H1N1 influenza vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D06IQE	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T60810		BioVant	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V2GZ	TTD	SYMBOL:	Cell mediated immunity response (CMIR)
T30418		FF-10502-01	Compound	Gene	DRUGBANK::target::Compound:Gene	D0U1KE	TTD	SYMBOL:	DNA synthesis (DNA synth)
T30418		TAR-200	Compound	Gene	DRUGBANK::target::Compound:Gene	D0WM3D	TTD	SYMBOL:	DNA synthesis (DNA synth)
T30418		EPD-clofarabine	Compound	Gene	DRUGBANK::target::Compound:Gene	D05PTG	TTD	SYMBOL:	DNA synthesis (DNA synth)
T69189		ENV-101	Compound	Gene	DRUGBANK::target::Compound:Gene	D6A7KB	TTD	SYMBOL:	Hedgehog signaling pathway (HS pathway)
T90848		SAIT301	Compound	Gene	DRUGBANK::target::Compound:Gene	D07QNH	TTD	SYMBOL:	HGF/Met signaling pathway (HGF/Met pathway)
T71556		Anapsos	Compound	Gene	DRUGBANK::target::Compound:Gene	D00OGX	TTD	SYMBOL:	Lymphoid cell adhesion molecule expression (LCDME)
T66030		Virulizin	Compound	Gene	DRUGBANK::target::Compound:Gene	D0X4BZ	TTD	SYMBOL:	Natural killer cell activation (NKA)
T90695		Glypromate	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D6EW	TTD	SYMBOL:	PI3K/AKT/mTOR pathway (PAm pathway)
T42748		OPC-64005	Compound	Gene	DRUGBANK::target::Compound:Gene	DSIW85	TTD	SYMBOL:	Serotoninnorepinephrinedopamine reuptake (SNDR)
T42748		RP5063	Compound	Gene	DRUGBANK::target::Compound:Gene	D05XEA	TTD	SYMBOL:	Serotoninnorepinephrinedopamine reuptake (SNDR)
T17687		ICP-192	Compound	Gene	DRUGBANK::target::Compound:Gene	DZM65T	TTD	SYMBOL:	Fibroblast growth factor receptor (FGFR)
T17687		ARO 087	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O5CL	TTD	SYMBOL:	Fibroblast growth factor receptor (FGFR)
T49049		Rozanolixizumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D01TWG	TTD	SYMBOL:	Immunoglobulin Fc receptor (FCR)
T49049		Nipocalimab	Compound	Gene	DRUGBANK::target::Compound:Gene	DS69NO	TTD	SYMBOL:	Immunoglobulin Fc receptor (FCR)
T49049		DX-2500	Compound	Gene	DRUGBANK::target::Compound:Gene	D0R3KS	TTD	SYMBOL:	Immunoglobulin Fc receptor (FCR)
T80942		D-1927	Compound	Gene	DRUGBANK::target::Compound:Gene	D01JOA	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		BB-2983	Compound	Gene	DRUGBANK::target::Compound:Gene	D0RJ2P	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		DFD-11	Compound	Gene	DRUGBANK::target::Compound:Gene	D0EF9B	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		D-9120	Compound	Gene	DRUGBANK::target::Compound:Gene	D06NOU	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		D-5410	Compound	Gene	DRUGBANK::target::Compound:Gene	D09TRM	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		AG-2024	Compound	Gene	DRUGBANK::target::Compound:Gene	D0G2CL	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T80942		AG-3296	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L4GF	TTD	SYMBOL:	Matrix metalloproteinase (MMP)
T97617		KPP203	Compound	Gene	DRUGBANK::target::Compound:Gene	D0WB0R	TTD	SYMBOL:	Sphingosine-1 phosphate receptor (S1PR)
T89950		Eptinezumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0H6QD	TTD	SYMBOL:	Calcitonin gene-related peptide (CALC)
T89950		TEV-48125	Compound	Gene	DRUGBANK::target::Compound:Gene	DM6KV2	TTD	SYMBOL:	Calcitonin gene-related peptide (CALC)
T89950		ALD-403	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Z1OT	TTD	SYMBOL:	Calcitonin gene-related peptide (CALC)
T89950		PF-4427429	Compound	Gene	DRUGBANK::target::Compound:Gene	D04JAT	TTD	SYMBOL:	Calcitonin gene-related peptide (CALC)
T84457		PH94B NS	Compound	Gene	DRUGBANK::target::Compound:Gene	D0J1ZH	TTD	SYMBOL:	GABA(A) receptor (GABAR)
T84457		OV101	Compound	Gene	DRUGBANK::target::Compound:Gene	DKI03V	TTD	SYMBOL:	GABA(A) receptor (GABAR)
T84457		BTD-001	Compound	Gene	DRUGBANK::target::Compound:Gene	D0EV9B	TTD	SYMBOL:	GABA(A) receptor (GABAR)
T84457		SAGE-324	Compound	Gene	DRUGBANK::target::Compound:Gene	D4A2DQ	TTD	SYMBOL:	GABA(A) receptor (GABAR)
T84457		Evt201	Compound	Gene	DRUGBANK::target::Compound:Gene	DUAO82	TTD	SYMBOL:	GABA(A) receptor (GABAR)
T27021		BCX-25	Compound	Gene	DRUGBANK::target::Compound:Gene	D0V2ZJ	TTD	SYMBOL:	Transferase unspecific (TF)
T81774		PM184	Compound	Gene	DRUGBANK::target::Compound:Gene	D05BGY	TTD	SYMBOL:	Tubulin polymerization (TubP)
T86671		Daridorexant	Compound	Gene	DRUGBANK::target::Compound:Gene	DFN1D5	TTD	SYMBOL:	Orexin receptor (HCRTR)
T86671		1,2-diamino cyclopentane-based derivative 28	Compound	Gene	DRUGBANK::target::Compound:Gene	D0ZO9C	TTD	SYMBOL:	Orexin receptor (HCRTR)
T05876		Ansuvimab	Compound	Gene	DRUGBANK::target::Compound:Gene	DRM1X5	TTD	SYMBOL:EV GP	Ebola virus Envelope glycoprotein (EV GP)
T05876		MAb114	Compound	Gene	DRUGBANK::target::Compound:Gene	D1U3EG	TTD	SYMBOL:EV GP	Ebola virus Envelope glycoprotein (EV GP)
T07341		Idarucizumab	Compound	Gene	DRUGBANK::target::Compound:Gene	D0B9FW	TTD	SYMBOL:	Dabigatran (Dabi)
T17629		SKB264	Compound	Gene	DRUGBANK::target::Compound:Gene	DOS62C	TTD	SYMBOL:TACSTD2	Tumor associated calcium signal transducer 2 (TACSTD2)
T17629		YH012	Compound	Gene	DRUGBANK::target::Compound:Gene	DKHL40	TTD	SYMBOL:TACSTD2	Tumor associated calcium signal transducer 2 (TACSTD2)
T20563		DZD9008	Compound	Gene	DRUGBANK::target::Compound:Gene	DM8Y2N	TTD	SYMBOL:EGFR	EGFR Exon20ins mutant (EGFR Exon20ins)
T23519		Talquetamab	Compound	Gene	DRUGBANK::target::Compound:Gene	DXR1A6	TTD	SYMBOL:GPRC5D	G-protein coupled receptor C 5D (GPRC5D)
T23519		GPRC5D CAR-T cell therapy	Compound	Gene	DRUGBANK::target::Compound:Gene	DV9M0Y	TTD	SYMBOL:GPRC5D	G-protein coupled receptor C 5D (GPRC5D)
T23519		RG6234	Compound	Gene	DRUGBANK::target::Compound:Gene	D6RT9L	TTD	SYMBOL:GPRC5D	G-protein coupled receptor C 5D (GPRC5D)
T32790		Nedosiran	Compound	Gene	DRUGBANK::target::Compound:Gene	DZ8DF0	TTD	SYMBOL:LDHA	LDHA messenger RNA (LDHA mRNA)
T59480		LY3499446	Compound	Gene	DRUGBANK::target::Compound:Gene	DEXM29	TTD	SYMBOL:KRAS	KRAS G12C mutant (KRAS G12C)
T59480		RG6330	Compound	Gene	DRUGBANK::target::Compound:Gene	DDZ6B0	TTD	SYMBOL:KRAS	KRAS G12C mutant (KRAS G12C)
T59480		JNJ-74699157	Compound	Gene	DRUGBANK::target::Compound:Gene	DZY4R2	TTD	SYMBOL:KRAS	KRAS G12C mutant (KRAS G12C)
T63155		Olipudase alfa	Compound	Gene	DRUGBANK::target::Compound:Gene	D0YX3D	TTD	SYMBOL:PKLR	Pyruvate kinase PKLR (PKLR)
T63155		RP-L301	Compound	Gene	DRUGBANK::target::Compound:Gene	D6DO9A	TTD	SYMBOL:PKLR	Pyruvate kinase PKLR (PKLR)
T63156		Velmanase alfa	Compound	Gene	DRUGBANK::target::Compound:Gene	D96DLV	TTD	SYMBOL:MAN2B1	Lysosomal alpha-mannosidase (MAN2B1)
T63158		Olipudase alfa	Compound	Gene	DRUGBANK::target::Compound:Gene	D0YX3D	TTD	SYMBOL:SMPD1	Sphingomyelin phosphodiesterase (SMPD1)
T25258		EDP-322	Compound	Gene	DRUGBANK::target::Compound:Gene	D09LSY	TTD	SYMBOL:ABCB1	Multidrug resistance protein 1 (ABCB1)
T25258		CBT-1	Compound	Gene	DRUGBANK::target::Compound:Gene	D06XVF	TTD	SYMBOL:ABCB1	Multidrug resistance protein 1 (ABCB1)
T22274		KA2507	Compound	Gene	DRUGBANK::target::Compound:Gene	D0O6SA	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		Sulfonamide derivative 16	Compound	Gene	DRUGBANK::target::Compound:Gene	D05OKZ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-14	Compound	Gene	DRUGBANK::target::Compound:Gene	D0N6WW	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32u	Compound	Gene	DRUGBANK::target::Compound:Gene	D00GLJ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33a	Compound	Gene	DRUGBANK::target::Compound:Gene	D00LLN	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32a	Compound	Gene	DRUGBANK::target::Compound:Gene	D00XWZ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32j	Compound	Gene	DRUGBANK::target::Compound:Gene	D01LCZ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32z	Compound	Gene	DRUGBANK::target::Compound:Gene	D02YDG	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32g	Compound	Gene	DRUGBANK::target::Compound:Gene	D03EUD	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-34c	Compound	Gene	DRUGBANK::target::Compound:Gene	D04AMI	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33b	Compound	Gene	DRUGBANK::target::Compound:Gene	D04MVN	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33p	Compound	Gene	DRUGBANK::target::Compound:Gene	D08SNJ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33m	Compound	Gene	DRUGBANK::target::Compound:Gene	D08XLK	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32v	Compound	Gene	DRUGBANK::target::Compound:Gene	D08ZJZ	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-24	Compound	Gene	DRUGBANK::target::Compound:Gene	D09PVH	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-34b	Compound	Gene	DRUGBANK::target::Compound:Gene	D0BY1R	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33e	Compound	Gene	DRUGBANK::target::Compound:Gene	D0CH4M	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32c	Compound	Gene	DRUGBANK::target::Compound:Gene	D0DH7R	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33i	Compound	Gene	DRUGBANK::target::Compound:Gene	D0E5CO	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32h	Compound	Gene	DRUGBANK::target::Compound:Gene	D0EU5A	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32y	Compound	Gene	DRUGBANK::target::Compound:Gene	D0HM6Y	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33h	Compound	Gene	DRUGBANK::target::Compound:Gene	D0JN0A	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33f	Compound	Gene	DRUGBANK::target::Compound:Gene	D0K2UF	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		Diaryl amine derivative 3	Compound	Gene	DRUGBANK::target::Compound:Gene	D0KA3X	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33c	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L3CU	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-19	Compound	Gene	DRUGBANK::target::Compound:Gene	D0LV6K	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32e	Compound	Gene	DRUGBANK::target::Compound:Gene	D0M7XL	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33k	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Q9XK	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32k	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QF0Y	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-34a	Compound	Gene	DRUGBANK::target::Compound:Gene	D0QN8W	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33o	Compound	Gene	DRUGBANK::target::Compound:Gene	D0RD7T	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32f	Compound	Gene	DRUGBANK::target::Compound:Gene	D0S3ZB	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		Diaryl amine derivative 2	Compound	Gene	DRUGBANK::target::Compound:Gene	D0S7NE	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-33l	Compound	Gene	DRUGBANK::target::Compound:Gene	D0SF8N	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32i	Compound	Gene	DRUGBANK::target::Compound:Gene	D0SK9K	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID28092474-Compound-32l	Compound	Gene	DRUGBANK::target::Compound:Gene	D0W1AX	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		Diaryl amine derivative 4	Compound	Gene	DRUGBANK::target::Compound:Gene	D0XN2W	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-28	Compound	Gene	DRUGBANK::target::Compound:Gene	D0Z7QI	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-8	Compound	Gene	DRUGBANK::target::Compound:Gene	D0LN1T	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-61	Compound	Gene	DRUGBANK::target::Compound:Gene	D0JB4S	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		PMID29671355-Compound-62	Compound	Gene	DRUGBANK::target::Compound:Gene	D07WAT	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		IKH-25	Compound	Gene	DRUGBANK::target::Compound:Gene	D00JIX	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		UCL-67022	Compound	Gene	DRUGBANK::target::Compound:Gene	D0L0LR	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T22274		N-Hydroxy-4-(3-phenyl-propionylamino)-benzamide	Compound	Gene	DRUGBANK::target::Compound:Gene	D0R4BS	TTD	SYMBOL:HDAC6	Histone deacetylase 6 (HDAC6)
T86052		GV1001	Compound	Gene	DRUGBANK::target::Compound:Gene	D0N0QC	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		Dendritic cell vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D09NFW	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		GRNVAC1	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I6RI	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		Vx-001	Compound	Gene	DRUGBANK::target::Compound:Gene	D0I8BH	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		CB-10-01	Compound	Gene	DRUGBANK::target::Compound:Gene	D0NT1S	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		OBP-301	Compound	Gene	DRUGBANK::target::Compound:Gene	D0D8ZK	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		TeloB-Vax	Compound	Gene	DRUGBANK::target::Compound:Gene	D04VVD	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		DC/I540/KLH vaccine	Compound	Gene	DRUGBANK::target::Compound:Gene	D0RH3S	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		AAV-hTERT	Compound	Gene	DRUGBANK::target::Compound:Gene	DI9X5U	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		AAV-hTERT	Compound	Gene	DRUGBANK::target::Compound:Gene	DI9X5U	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
T86052		PPA	Compound	Gene	DRUGBANK::target::Compound:Gene	D0XI2Z	TTD	SYMBOL:TERT	Telomerase reverse transcriptase (TERT)
