Fibrosis,UniprotID,entrezID,FullName,Alias,DrugID,DrugName,Action,Link
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB07264,(S)-N-(1-(3-CHLORO-4-FLUOROPHENYL)-2-HYDROXYETHYL)-4-(4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE,not defined,https://go.drugbank.com/drugs/DB07264#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB07788,"(3R,5Z,8S,9S,11E)-8,9,16-TRIHYDROXY-14-METHOXY-3-METHYL-3,4,9,10-TETRAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,7(8H)-DIONE",not defined,https://go.drugbank.com/drugs/DB07788#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB07794,"5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE",not defined,https://go.drugbank.com/drugs/DB07794#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB07905,"(1aR,8S,13S,14S,15aR)-5,13,14-trihydroxy-3-methoxy-8-methyl-8,9,13,14,15,15a-hexahydro-6H-oxireno[k][2]benzoxacyclotetradecine-6,12(1aH)-dione",not defined,https://go.drugbank.com/drugs/DB07905#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB02116,Olomoucine,not defined,https://go.drugbank.com/drugs/DB02116#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB08513,[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID,not defined,https://go.drugbank.com/drugs/DB08513#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB08521,4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine,not defined,https://go.drugbank.com/drugs/DB08521#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB04338,SB220025,not defined,https://go.drugbank.com/drugs/DB04338#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB11120,Turpentine,not defined,https://go.drugbank.com/drugs/DB11120#BE0000923
MAPK1,P28482,5594,mitogen-activated protein kinase 1,ERK; p38; p40; p41; ERK2; ERT1; NS13; ERK-2; MAPK2; PRKM1; PRKM2; P42MAPK; p41mapk; p42-MAPK,DB13930,Ulixertinib,inhibitor,https://go.drugbank.com/drugs/DB13930#BE0000923
LGALS3,P17931,3958,galectin 3,L31; GAL3; MAC2; CBP35; GALBP; GALIG; LGALS2,DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",not defined,https://go.drugbank.com/drugs/DB01827#BE0001353
LGALS3,P17931,3958,galectin 3,L31; GAL3; MAC2; CBP35; GALBP; GALIG; LGALS2,DB04465,Lactose,not defined,https://go.drugbank.com/drugs/DB04465#BE0001353
IL5,P05113,3567,interleukin 5,EDF; TRF; IL-5,DB01411,Pranlukast,antagonist,https://go.drugbank.com/drugs/DB01411#BE0001208
IL5,P05113,3567,interleukin 5,EDF; TRF; IL-5,DB06612,Mepolizumab,antagonist,https://go.drugbank.com/drugs/DB06612#BE0001208
IL5,P05113,3567,interleukin 5,EDF; TRF; IL-5,DB06602,Reslizumab,antagonist,https://go.drugbank.com/drugs/DB06602#BE0001208
ITGB1,P05556,3688,integrin subunit beta 1,CD29; FNRB; MDF2; VLAB; GPIIA; MSK12; VLA-BETA,DB15791,MK-0668,not defined,https://go.drugbank.com/drugs/DB15791#BE0010014
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB11595,Atezolizumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB11595#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB11945,Avelumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB11945#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB11714,Durvalumab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB11714#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB15769,Envafolimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15769#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB15770,Cosibelimab,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15770#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB15771,AUNP-12,"inhibitor,antibody",https://go.drugbank.com/drugs/DB15771#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB15772,CA-170,inhibitor,https://go.drugbank.com/drugs/DB15772#BE0003441
CD274,Q9NZQ7,29126,CD274 molecule,B7-H; B7H1; PDL1; PD-L1; hPD-L1; PDCD1L1; PDCD1LG1,DB15773,anti-OX40 antibody BMS 986178,inhibitor,https://go.drugbank.com/drugs/DB15773#BE0003441
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB02326,1-Hydroxyamine-2-Isobutylmalonic Acid,not defined,https://go.drugbank.com/drugs/DB02326#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB02953,2-Thiomethyl-3-Phenylpropanoic Acid,not defined,https://go.drugbank.com/drugs/DB02953#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid",not defined,https://go.drugbank.com/drugs/DB03207#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",not defined,https://go.drugbank.com/drugs/DB03622#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB03636,Glycinamide,not defined,https://go.drugbank.com/drugs/DB03636#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB03880,Batimastat,not defined,https://go.drugbank.com/drugs/DB03880#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB00786,Marimastat,inhibitor,https://go.drugbank.com/drugs/DB00786#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",not defined,https://go.drugbank.com/drugs/DB06971#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB07397,"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",not defined,https://go.drugbank.com/drugs/DB07397#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB07713,"(1S)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",not defined,https://go.drugbank.com/drugs/DB07713#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB07772,"(1R)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid",not defined,https://go.drugbank.com/drugs/DB07772#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB07900,3-FORMYL-2-HYDROXY-5-METHYL-HEXANOIC ACID HYDROXYAMIDE,not defined,https://go.drugbank.com/drugs/DB07900#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",not defined,https://go.drugbank.com/drugs/DB08028#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID,not defined,https://go.drugbank.com/drugs/DB08403#BE0001182
MMP8,P22894,4317,matrix metallopeptidase 8,HNC; CLG1; MMP-8; PMNL-CL,DB08476,3-AMINO-AZACYCLOTRIDECAN-2-ONE,not defined,https://go.drugbank.com/drugs/DB08476#BE0001182
JUN,P05412,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",AP1; p39; AP-1; cJUN; c-Jun,DB00570,Vinblastine,other/unknown,https://go.drugbank.com/drugs/DB00570#BE0001040
JUN,P05412,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",AP1; p39; AP-1; cJUN; c-Jun,DB01029,Irbesartan,other/unknown,https://go.drugbank.com/drugs/DB01029#BE0001040
JUN,P05412,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",AP1; p39; AP-1; cJUN; c-Jun,DB01169,Arsenic trioxide,inducer,https://go.drugbank.com/drugs/DB01169#BE0001040
JUN,P05412,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",AP1; p39; AP-1; cJUN; c-Jun,DB05785,LGD-1550,not defined,https://go.drugbank.com/drugs/DB05785#BE0001040
JUN,P05412,3725,"Jun proto-oncogene, AP-1 transcription factor subunit",AP1; p39; AP-1; cJUN; c-Jun,DB00210,Adapalene,antagonist,https://go.drugbank.com/drugs/DB00210#BE0001040
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB06943,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,not defined,https://go.drugbank.com/drugs/DB06943#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07079,3-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}propane-1-thiol,not defined,https://go.drugbank.com/drugs/DB07079#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07121,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",not defined,https://go.drugbank.com/drugs/DB07121#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07145,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,not defined,https://go.drugbank.com/drugs/DB07145#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07147,"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",not defined,https://go.drugbank.com/drugs/DB07147#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07189,"(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid",not defined,https://go.drugbank.com/drugs/DB07189#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07233,N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan,not defined,https://go.drugbank.com/drugs/DB07233#BE0003754
ADAM17,P78536,6868,ADAM metallopeptidase domain 17,CSVP; TACE; NISBD; ADAM18; CD156B; NISBD1,DB07964,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",not defined,https://go.drugbank.com/drugs/DB07964#BE0003754
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB01404,Ginseng,antagonist,https://go.drugbank.com/drugs/DB01404#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB05017,YSIL6,not defined,https://go.drugbank.com/drugs/DB05017#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB05470,VX-702,not defined,https://go.drugbank.com/drugs/DB05470#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB05744,CRx-139,not defined,https://go.drugbank.com/drugs/DB05744#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB05767,Andrographolide,not defined,https://go.drugbank.com/drugs/DB05767#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB06083,Tapinarof,not defined,https://go.drugbank.com/drugs/DB06083#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB11967,Binimetinib,not defined,https://go.drugbank.com/drugs/DB11967#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB05513,Atiprimod,not defined,https://go.drugbank.com/drugs/DB05513#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB09036,Siltuximab,"antagonist,antibody",https://go.drugbank.com/drugs/DB09036#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB12140,Dilmapimod,not defined,https://go.drugbank.com/drugs/DB12140#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB09221,Polaprezinc,inhibitor,https://go.drugbank.com/drugs/DB09221#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB10770,Foreskin fibroblast (neonatal),agonist,https://go.drugbank.com/drugs/DB10770#BE0000918
IL6,P05231,3569,interleukin 6,CDF; HGF; HSF; BSF2; IL-6; BSF-2; IFNB2; IFN-beta-2,DB10772,Foreskin keratinocyte (neonatal),agonist,https://go.drugbank.com/drugs/DB10772#BE0000918
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00197,Troglitazone,agonist,https://go.drugbank.com/drugs/DB00197#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00412,Rosiglitazone,agonist,https://go.drugbank.com/drugs/DB00412#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB01132,Pioglitazone,agonist,https://go.drugbank.com/drugs/DB01132#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00159,Icosapent,agonist,https://go.drugbank.com/drugs/DB00159#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB04971,Reglitazar,not defined,https://go.drugbank.com/drugs/DB04971#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,not defined,https://go.drugbank.com/drugs/DB04689#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB05187,Elafibranor,not defined,https://go.drugbank.com/drugs/DB05187#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB05490,AMG-131,partial agonist,https://go.drugbank.com/drugs/DB05490#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB05854,CLX-0921,not defined,https://go.drugbank.com/drugs/DB05854#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB11811,Arhalofenate,not defined,https://go.drugbank.com/drugs/DB11811#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB12662,Naveglitazar,not defined,https://go.drugbank.com/drugs/DB12662#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06510,Muraglitazar,not defined,https://go.drugbank.com/drugs/DB06510#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06521,Ertiprotafib,not defined,https://go.drugbank.com/drugs/DB06521#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06533,Ragaglitazar,not defined,https://go.drugbank.com/drugs/DB06533#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06536,Tesaglitazar,not defined,https://go.drugbank.com/drugs/DB06536#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00328,Indomethacin,activator,https://go.drugbank.com/drugs/DB00328#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00731,Nateglinide,agonist,https://go.drugbank.com/drugs/DB00731#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00912,Repaglinide,agonist,https://go.drugbank.com/drugs/DB00912#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB01252,Mitiglinide,agonist,https://go.drugbank.com/drugs/DB01252#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB01067,Glipizide,agonist,https://go.drugbank.com/drugs/DB01067#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB00966,Telmisartan,partial agonist,https://go.drugbank.com/drugs/DB00966#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB01014,Balsalazide,agonist,https://go.drugbank.com/drugs/DB01014#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB01393,Bezafibrate,agonist,https://go.drugbank.com/drugs/DB01393#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",not defined,https://go.drugbank.com/drugs/DB06908#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",not defined,https://go.drugbank.com/drugs/DB06926#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,not defined,https://go.drugbank.com/drugs/DB07053#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07111,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",not defined,https://go.drugbank.com/drugs/DB07111#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",not defined,https://go.drugbank.com/drugs/DB07172#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07208,"(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid",not defined,https://go.drugbank.com/drugs/DB07208#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07209,"(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid",not defined,https://go.drugbank.com/drugs/DB07209#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07302,9(S)-HODE,not defined,https://go.drugbank.com/drugs/DB07302#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07509,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,not defined,https://go.drugbank.com/drugs/DB07509#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07675,(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID,not defined,https://go.drugbank.com/drugs/DB07675#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07723,3-(5-methoxy-1H-indol-3-yl)propanoic acid,not defined,https://go.drugbank.com/drugs/DB07723#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07724,Indeglitazar,not defined,https://go.drugbank.com/drugs/DB07724#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07842,(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid,not defined,https://go.drugbank.com/drugs/DB07842#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB07863,2-chloro-5-nitro-N-phenylbenzamide,not defined,https://go.drugbank.com/drugs/DB07863#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB08121,(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid,not defined,https://go.drugbank.com/drugs/DB08121#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB08302,3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid,not defined,https://go.drugbank.com/drugs/DB08302#BE0000215
PPARG,P37231,5468,peroxisome proliferator activated receptor gamma,GLM1; CIMT1; NR1C3; PPARG1; PPARG2; PPARG5; PPARgamma,DB08402,"2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",not defined,https://go.drugbank.com/drugs/DB08402#BE0000215
