id,name,resource
MedDRA:10012515,Dermatophytosis of the body,MedDRA
MedDRA:10032505,Other specified Ancylostoma,MedDRA
MedDRA:10047547,Visual evoked potentials,MedDRA
MedDRA:10025993,Malignant neoplasm of intrahepatic bile ducts,MedDRA
MedDRA:10026078,"Malignant neoplasm of lip, unspecified, vermilion border",MedDRA
MedDRA:10025899,Malignant neoplasm of esophagus,MedDRA
MedDRA:10032283,Other myopathies,MedDRA
MedDRA:10046105,Unspecified polyarthropathy or polyarthritis involving multiple sites,MedDRA
MedDRA:10052890,Salaam's tic,MedDRA
MedDRA:10021139,Hypovolemia,MedDRA
MedDRA:10008590,Choking sensation,MedDRA
MedDRA:10045252,Type II diabetes mellitus without mention of complication,MedDRA
MedDRA:10042270,Subacromial bursitis,MedDRA
MedDRA:10006373,Brittle nails,MedDRA
MedDRA:10003668,Atrial tachycardia,MedDRA
MedDRA:10064192,Parachute mitral valve,MedDRA
MedDRA:10058647,Posterior embryotoxon,MedDRA
MedDRA:10011767,Cystic fibrosis with meconium ileus,MedDRA
MedDRA:10057230,Post concussion syndrome,MedDRA
MedDRA:10039606,Schistosomiasis cutaneous,MedDRA
MedDRA:10059547,Cutaneous larva migrans,MedDRA
MedDRA:10061258,Joint lock,MedDRA
MedDRA:10027574,Midcycle bleeding,MedDRA
MedDRA:10068772,Erythrophobia,MedDRA
MedDRA:10047543,Visual disturbance,MedDRA
MedDRA:10037143,Pseudopolyposis,MedDRA
MedDRA:10027769,Mixed oligo-astrocytoma,MedDRA
MedDRA:10060025,Head circumference,MedDRA
MedDRA:10013491,Distress gastrointestinal,MedDRA
MedDRA:10051548,Burn infection,MedDRA
MedDRA:10017378,Frontal lobe syndrome,MedDRA
MedDRA:10063705,Relative afferent pupillary defect,MedDRA
MedDRA:10066081,Enlarged tonsils,MedDRA
MedDRA:10014513,Embolism arterial,MedDRA
MedDRA:10068513,Pulmonary renal syndrome,MedDRA
MedDRA:10015550,Evacuation of retained products of conception,MedDRA
MedDRA:10016737,Fitz-Hugh-Curtis syndrome,MedDRA
MedDRA:10037120,Pseudofolliculitis barbae,MedDRA
MedDRA:10029787,North Asian tick typhus,MedDRA
MedDRA:10038031,Rectal atresia,MedDRA
MedDRA:10058130,Asteatosis,MedDRA
MedDRA:10008405,Chapped skin,MedDRA
MedDRA:10018707,Gravid,MedDRA
MedDRA:10016338,Feeling jittery,MedDRA
MedDRA:10032461,Other second degree atrioventricular block,MedDRA
MedDRA:10028424,Myasthenic syndrome,MedDRA
MedDRA:10028693,Nail discomfort,MedDRA
MedDRA:10048246,Yellowing of sebaceous glands,MedDRA
MedDRA:10048312,Auditory meatus external erosion,MedDRA
MedDRA:10003240,Arthralgia aggravated,MedDRA
MedDRA:10047126,Vasculitis neutrophilic,MedDRA
MedDRA:10017581,Gait inability,MedDRA
MedDRA:10012270,Dementia aggravated,MedDRA
MedDRA:10048324,Dizziness aggravated,MedDRA
MedDRA:10029472,Nodding of head,MedDRA
MedDRA:10028336,Muscle spasticity aggravated,MedDRA
MedDRA:10015885,Extremities hot feeling of,MedDRA
MedDRA:10014358,Electric shock sensation,MedDRA
MedDRA:10012373,Depressed level of consciousness,MedDRA
MedDRA:10023161,Jaw stiffness,MedDRA
MedDRA:10043964,Tongue movement impaired,MedDRA
MedDRA:10005073,Bladder sphincter atony,MedDRA
MedDRA:10005033,Bladder dilatation,MedDRA
MedDRA:10001498,Agitation aggravated,MedDRA
MedDRA:10015624,Excitation,MedDRA
MedDRA:10024854,Loss of confidence,MedDRA
MedDRA:10002505,Angor animi,MedDRA
MedDRA:10048339,Anxiety aggravated,MedDRA
MedDRA:10033865,Paranoia aggravated,MedDRA
MedDRA:10048343,Psychosis aggravated,MedDRA
MedDRA:10038001,Rebound effect,MedDRA
MedDRA:10030882,Opiate withdrawal symptoms,MedDRA
MedDRA:10039996,Sensation of blood flow,MedDRA
MedDRA:10040586,Shock-like symptom,MedDRA
MedDRA:10048350,Mouth dry aggravated,MedDRA
MedDRA:10048351,Palpitations aggravated,MedDRA
MedDRA:10048353,Tachycardia aggravated,MedDRA
MedDRA:10047512,Vision abnormal NOS exacerbated,MedDRA
MedDRA:10042108,Stomach heaviness,MedDRA
MedDRA:10048358,Abdominal pain aggravated,MedDRA
MedDRA:10048360,Gastritis aggravated,MedDRA
MedDRA:10048364,Nausea aggravated,MedDRA
MedDRA:10038445,Renal failure chronic aggravated,MedDRA
MedDRA:10048377,Cardiomyopathy acute,MedDRA
MedDRA:10016567,Fibrillation atrial aggravated,MedDRA
MedDRA:10010275,Conduction delayed transient,MedDRA
MedDRA:10048449,Phlebitis arm,MedDRA
MedDRA:10034272,Pelvic venous thrombosis,MedDRA
MedDRA:10021924,Inferior venacaval thrombosis,MedDRA
MedDRA:10028769,Nasal soreness,MedDRA
MedDRA:10029356,Neutropenia aggravated,MedDRA
MedDRA:10035231,Plasma cells increased,MedDRA
MedDRA:10003800,Auricular swelling,MedDRA
MedDRA:10011960,Decreased fluid output,MedDRA
MedDRA:10046849,UTI symptoms,MedDRA
MedDRA:10026732,Mammary hyperplasia bilateral,MedDRA
MedDRA:10015895,Exudate nipples,MedDRA
MedDRA:10014732,Endometrial bleeding,MedDRA
MedDRA:10027404,Mesomelia,MedDRA
MedDRA:10027974,Morning glory syndrome,MedDRA
MedDRA:10046923,Vaginal mycosis,MedDRA
MedDRA:10028654,Myositis-like syndrome,MedDRA
MedDRA:10048558,Antabuse effect,MedDRA
MedDRA:10006438,Bronchial irritation,MedDRA
MedDRA:10006142,Brain stem dysfunction,MedDRA
MedDRA:10004272,Benign hydatidiform mole,MedDRA
MedDRA:10004557,Bilateral breast buds,MedDRA
MedDRA:10048420,Priapism aggravated,MedDRA
MedDRA:10009176,Cicatricial mucous mem. pemphig.,MedDRA
MedDRA:10001136,Adductor vocal cord weakness,MedDRA
MedDRA:10015988,Eyelid infection,MedDRA
MedDRA:10022896,Involuntary movement oral,MedDRA
MedDRA:10048465,Asthenia legs,MedDRA
MedDRA:10016758,Flashing vision,MedDRA
MedDRA:10040843,Skin erythema desquamative,MedDRA
MedDRA:10056805,Leukoplakia (excl anogenital),MedDRA
MedDRA:10010126,Complement factor C3 increased,MedDRA
MedDRA:10040328,Serum lipid abnormal NOS,MedDRA
MedDRA:10022812,Intraretinal yellow white spot,MedDRA
MedDRA:10034021,Parotid duct obstruction,MedDRA
MedDRA:10006003,Bone pain aggravated,MedDRA
MedDRA:10003554,Asthma aggravated,MedDRA
MedDRA:10048394,Hearing impairment aggravated,MedDRA
MedDRA:10050730,Congenital acrochordon,MedDRA
MedDRA:10004910,Bipolar affective disorder aggravated,MedDRA
MedDRA:10037026,Protein-bound iodine serum increase,MedDRA
MedDRA:10037024,Protein-bound iodine serum decreased,MedDRA
MedDRA:10028845,Neck tightness,MedDRA
MedDRA:10024430,Lichen planus aggravated,MedDRA
MedDRA:10027305,Menopausal symptoms aggravated,MedDRA
MedDRA:10023042,Ischial neuralgia,MedDRA
MedDRA:10046908,Vaginal foreign body feeling,MedDRA
MedDRA:10005556,Blood glucose false positive,MedDRA
MedDRA:10011419,CRP positive,MedDRA
MedDRA:10010748,Conjunctivitis exacerbated,MedDRA
MedDRA:10006521,Buccal cavity cancer,MedDRA
MedDRA:10021998,Inflicted injury,MedDRA
MedDRA:10000050,Abdominal adhesions,MedDRA
MedDRA:10006219,Breast cosmetic surgery,MedDRA
MedDRA:10023936,Late developer,MedDRA
MedDRA:10001667,Alimentary tract aleukia,MedDRA
MedDRA:10002184,Analgesia of cornea,MedDRA
MedDRA:10002523,Anion gap abnormal,MedDRA
MedDRA:10020403,Hot dry skin,MedDRA
MedDRA:10031141,Osmolar gap abnormal,MedDRA
MedDRA:10028896,Needle track marks,MedDRA
MedDRA:10007246,Carboxyhaemoglobinaemia,MedDRA
MedDRA:10018160,Genital neoplasm malignant female,MedDRA
MedDRA:10061900,Pancreatic enzymes increased,MedDRA
MedDRA:10062646,Pancreatic enzymes decreased,MedDRA
MedDRA:10007266,Carcinoembryonic antigen increased,MedDRA
MedDRA:10023922,Larynx pain,MedDRA
MedDRA:10024993,Lumbar disc lesion,MedDRA
MedDRA:10035385,Plasma osmolality decreased,MedDRA
MedDRA:10035471,Plasma viscosity increased,MedDRA
MedDRA:10038111,Recurrent cancer,MedDRA
MedDRA:10001105,Acute urethral syndrome,MedDRA
MedDRA:10004025,Bacterial growth genital asymptomatic,MedDRA
MedDRA:10017532,Fungal growth genital asymptomatic,MedDRA
MedDRA:10033265,Ovarian hyperstimulation,MedDRA
MedDRA:10021121,Hypotonic-hyporesponsive episode,MedDRA
MedDRA:10061458,Feeling of body temperature change,MedDRA
MedDRA:10040006,Sensation of warmth,MedDRA
MedDRA:10028994,Neoplasm growth accelerated,MedDRA
MedDRA:10022092,Injection site pressure sensation,MedDRA
MedDRA:10057750,Wound discharge increased,MedDRA
MedDRA:10042620,Surgical skin tear,MedDRA
MedDRA:10005034,Bladder discomfort,MedDRA
MedDRA:10038532,Renal tract inflammation,MedDRA
MedDRA:10001606,Alcohol problem,MedDRA
MedDRA:10005850,Blood urea decreased,MedDRA
MedDRA:10006277,Breast necrosis,MedDRA
MedDRA:10028762,Nasal septum deviation,MedDRA
MedDRA:10027137,Meibomianitis,MedDRA
MedDRA:10024910,Low density lipoprotein increased,MedDRA
MedDRA:10002944,Apgar score low,MedDRA
MedDRA:10012809,Difficulty with intubation,MedDRA
MedDRA:10018161,Genital neoplasm malignant male,MedDRA
MedDRA:10005746,Blood pressure fluctuation,MedDRA
MedDRA:10022453,Instability cardiovascular,MedDRA
MedDRA:10021303,Ileal motility increased,MedDRA
MedDRA:10033290,Overactive ileostomy,MedDRA
MedDRA:10033357,Packed cell volume increased,MedDRA
MedDRA:10054524,Palmar-plantar erythrodysesthesia syndrome,MedDRA
MedDRA:10028917,Neonatal adverse effect,MedDRA
MedDRA:10021412,Immature respiratory system,MedDRA
MedDRA:10047089,Vascular malformation cerebral,MedDRA
MedDRA:10005089,Blast cell proliferation,MedDRA
MedDRA:10009243,Claudication of jaw muscles,MedDRA
MedDRA:10046640,Urine flow decreased,MedDRA
MedDRA:10040851,Skin fragility,MedDRA
MedDRA:10041814,Sputum viscosity increased,MedDRA
MedDRA:10007705,Cartilage damage,MedDRA
MedDRA:10058025,Hypertensive hydrocephalus,MedDRA
MedDRA:10029981,Obstructive hydrocephalus,MedDRA
MedDRA:10024924,Low pressure hydrocephaly,MedDRA
MedDRA:10028286,Muscarinic effects,MedDRA
MedDRA:10029401,Nicotinic effects,MedDRA
MedDRA:10042619,Surgical site reaction,MedDRA
MedDRA:10036769,Procedural site reaction,MedDRA
MedDRA:10048473,Retinol binding protein decreased,MedDRA
MedDRA:10048436,Prealbumin decreased,MedDRA
MedDRA:10048451,Surgical intervention,MedDRA
MedDRA:10048459,Pain trauma activated,MedDRA
MedDRA:10048452,Operation site inflammation,MedDRA
MedDRA:10002474,Angioneurotic oedema aggravated,MedDRA
MedDRA:10055507,Fecal incontinence aggravated,MedDRA
MedDRA:10055256,Gastritis hemorrhagic aggravated,MedDRA
MedDRA:10054428,Hypoglycemia aggravated,MedDRA
MedDRA:10047183,Vein discolouration,MedDRA
MedDRA:10002072,Anaemia NOS aggravated,MedDRA
MedDRA:10054295,Acute myeloid leukemia aggravated,MedDRA
MedDRA:10046648,Urine odour foul,MedDRA
MedDRA:10055599,Hemoglobin increased,MedDRA
MedDRA:10034801,Phaeochromocytoma aggravated,MedDRA
MedDRA:10030183,Oesophageal reflux aggravated,MedDRA
MedDRA:10062871,Difficult anesthetic procedure,MedDRA
MedDRA:10024777,Localised skin reaction,MedDRA
MedDRA:10044522,Traumatic haematoma,MedDRA
MedDRA:10055198,"Anemia hemolytic, angiopathic",MedDRA
MedDRA:10053601,Foetal cerebrovascular disorder,MedDRA
MedDRA:10008119,Cerebral infarction foetal,MedDRA
MedDRA:10068348,X-linked lymphoproliferative syndrome,MedDRA
MedDRA:10036555,"Preglaucoma, unspecified",MedDRA
MedDRA:10033571,Pancoast's tumor,MedDRA
MedDRA:10043702,Thyroid carcinoma,MedDRA
MedDRA:10012588,Device migration,MedDRA
MedDRA:10024574,Lipase increased,MedDRA
MedDRA:10012576,Device difficult to remove,MedDRA
MedDRA:10012578,Device expulsion,MedDRA
MedDRA:10014635,Encephalopathy neonatal chronic,MedDRA
MedDRA:10014639,Encephalopathy toxic acute,MedDRA
MedDRA:10014640,Encephalopathy toxic chronic,MedDRA
MedDRA:10000272,Abscess bacterial,MedDRA
MedDRA:10028585,Myelosuppression adult,MedDRA
MedDRA:10027092,Medication tampering,MedDRA
MedDRA:10048055,Wrong drug administered,MedDRA
MedDRA:10048056,Wrong patient received medication,MedDRA
MedDRA:10048057,Wrong route of administration,MedDRA
MedDRA:10030299,Oligophrenia,MedDRA
MedDRA:10001889,Alveolitis,MedDRA
MedDRA:10042607,Surfactant deficiency syndrome adult,MedDRA
MedDRA:10014662,Endocardial disorders,MedDRA
MedDRA:10027878,Monocyte count decreased,MedDRA
MedDRA:10009791,Coagulation time abnormal,MedDRA
MedDRA:10049227,Bleeding time abnormal,MedDRA
MedDRA:10009669,Clot retraction abnormal,MedDRA
MedDRA:10035023,Pigmentation disorders,MedDRA
MedDRA:10013900,Dysfunction adrenal,MedDRA
MedDRA:10040477,Sexual dysfunction,MedDRA
MedDRA:10024588,Lipids abnormal,MedDRA
MedDRA:10036441,Potassium abnormal NOS,MedDRA
MedDRA:10050708,Sputum cytology,MedDRA
MedDRA:10067078,Amniotic fluid index,MedDRA
MedDRA:10053837,Free prostate-specific antigen,MedDRA
MedDRA:10063358,Amniotic fluid volume,MedDRA
MedDRA:10021259,IgA decreased,MedDRA
MedDRA:10002370,Angiitis necrotising,MedDRA
MedDRA:10057233,Post eruptive color changes of teeth,MedDRA
MedDRA:10047015,Varicose veins of lower extremities with ulcer,MedDRA
MedDRA:10052366,Systemic mycosis,MedDRA
MedDRA:10071742,Poncet's disease,MedDRA
MedDRA:10015560,Ewing's sarcoma,MedDRA
MedDRA:10034058,"Partial epilepsy, with impairment of consciousness",MedDRA
MedDRA:10028658,Myotonic disorders,MedDRA
MedDRA:10057148,Colostomy revision,MedDRA
MedDRA:10051700,Folliculitis keloidalis,MedDRA
MedDRA:10023552,Labored breathing,MedDRA
MedDRA:10054329,Aregenerative anemia,MedDRA
MedDRA:10020978,Hypofibrinogenemia,MedDRA
MedDRA:10035291,Plasma fibrinogen increased,MedDRA
MedDRA:10037231,Psychosexual dysfunction with premature ejaculation,MedDRA
MedDRA:10006126,Brain herniation,MedDRA
MedDRA:10050496,Reversible ischaemic neurological deficit,MedDRA
MedDRA:10019529,Hemorrhage brain,MedDRA
MedDRA:10027880,Monocyte count increased,MedDRA
MedDRA:10006893,Ca++ increased,MedDRA
MedDRA:10040379,Serum potassium increased,MedDRA
MedDRA:10040371,Serum phosphate increased,MedDRA
MedDRA:10040268,Serum glucose decreased,MedDRA
MedDRA:10006299,Breast pain female,MedDRA
MedDRA:10046816,Uterine prolapse without mention of vaginal wall prolapse,MedDRA
MedDRA:10048988,Renal artery occlusion,MedDRA
MedDRA:10041511,Spherocytosis,MedDRA
MedDRA:10042664,Sweating decreased,MedDRA
MedDRA:10041834,Squamous cell carcinoma of skin,MedDRA
MedDRA:10006230,Breast disorder male,MedDRA
MedDRA:10040951,Skin vasodilating,MedDRA
MedDRA:10001117,Adaptation abnormal,MedDRA
MedDRA:10061761,Chondrocalcinosis,MedDRA
MedDRA:10036762,PRL increased,MedDRA
MedDRA:10037050,Prothrombin level decreased,MedDRA
MedDRA:10037041,Prothrombin activity decreased,MedDRA
MedDRA:10037042,Prothrombin activity increased,MedDRA
MedDRA:10037655,Pyorrhea,MedDRA
MedDRA:10008260,Cervical discharge,MedDRA
MedDRA:10016732,Fit (in known epileptic),MedDRA
MedDRA:10024999,Lumbar puncture,MedDRA
MedDRA:10044404,Transient tic disorder of childhood,MedDRA
MedDRA:10015894,Extubation,MedDRA
MedDRA:10000665,Acute and subacute bacterial endocarditis,MedDRA
MedDRA:10014800,Endomyocardial fibrosis,MedDRA
MedDRA:10032377,Other peripheral vascular disease,MedDRA
MedDRA:10014076,EBV hepatitis,MedDRA
MedDRA:10038109,"Recurrent bilateral inguinal hernia, with obstruction, without mention of gangrene",MedDRA
MedDRA:10045536,"Unilateral or unspecified inguinal hernia, with obstruction, without mention of gangrene",MedDRA
MedDRA:10037607,Pyeloplasty,MedDRA
MedDRA:10056416,Bladder neck operation,MedDRA
MedDRA:10015089,Epispadias repair,MedDRA
MedDRA:10003888,Azotemia prerenal,MedDRA
MedDRA:10071268,Ovarian cyst drainage,MedDRA
MedDRA:10064620,Placental infarction,MedDRA
MedDRA:10012665,Diabetic gangrene,MedDRA
MedDRA:10013122,Diseases of hair and hair follicles,MedDRA
MedDRA:10014304,Effusion of joint of pelvic region and thigh,MedDRA
MedDRA:10023935,"Late congenital syphilis, unspecified",MedDRA
MedDRA:10024614,Lipoma excision,MedDRA
MedDRA:10024959,Lower limb X-ray,MedDRA
MedDRA:10034273,Pelvic X-ray,MedDRA
MedDRA:10013595,Doppler studies,MedDRA
MedDRA:10003541,Assisted ventilation,MedDRA
MedDRA:10050012,Bradyphrenia,MedDRA
MedDRA:10067192,Racing thoughts,MedDRA
MedDRA:10026834,Marital problem,MedDRA
MedDRA:10026843,Married,MedDRA
MedDRA:10017370,Frequent periods,MedDRA
MedDRA:10058725,Leg dragging,MedDRA
MedDRA:10062772,Myelocyte present,MedDRA
MedDRA:10047964,White blood cells urine increased,MedDRA
MedDRA:10004710,Bilirubinuria,MedDRA
MedDRA:10027981,Morpheaform basal cell carcinoma,MedDRA
MedDRA:10073852,Osteofibroma,MedDRA
MedDRA:10065443,Malignant glioma,MedDRA
MedDRA:10026806,Mantle zone lymphoma,MedDRA
MedDRA:10031822,Other congenital anomalies of intestine,MedDRA
MedDRA:10030737,Open wound of finger(s),MedDRA
MedDRA:10057669,Colon injury,MedDRA
MedDRA:10044062,Torn Achilles tendon (traumatic),MedDRA
MedDRA:10073009,Tendon laceration,MedDRA
MedDRA:10017234,"Fracture of unspecified part of lower end of humerus, closed",MedDRA
MedDRA:10017235,"Fracture of unspecified part of lower end of humerus, open",MedDRA
MedDRA:10054864,Fractured radial styloid process,MedDRA
MedDRA:10017302,Fractured olecranon,MedDRA
MedDRA:10017316,Fractured ulnar styloid process,MedDRA
MedDRA:10017313,Fractured thumb,MedDRA
MedDRA:10009619,Closed fracture of unspecified part of fibula with tibia,MedDRA
MedDRA:10050464,Morbid thoughts,MedDRA
MedDRA:10024552,Lip dry,MedDRA
MedDRA:10015537,Eustachian catarrh,MedDRA
MedDRA:10050537,Protein total,MedDRA
MedDRA:10011630,Culture stool negative,MedDRA
MedDRA:10029799,Nose infection NOS,MedDRA
MedDRA:10048685,Oral infection,MedDRA
MedDRA:10021786,Infected toe,MedDRA
MedDRA:10051053,Foot infection,MedDRA
MedDRA:10021774,Infected finger,MedDRA
MedDRA:10047730,Vulva sore,MedDRA
MedDRA:10022038,Injection drug user,MedDRA
MedDRA:10054960,Folate supplementation,MedDRA
MedDRA:10071238,Binge drinking,MedDRA
MedDRA:10065308,Alcohol craving,MedDRA
MedDRA:10048481,Drug craving,MedDRA
MedDRA:10023220,Joint manipulation,MedDRA
MedDRA:10068967,Manual lymphatic drainage,MedDRA
MedDRA:10014137,Economic circumstances,MedDRA
MedDRA:10016324,Feeling bad,MedDRA
MedDRA:10043114,Tangentiality,MedDRA
MedDRA:10055166,Verbal abuse,MedDRA
MedDRA:10054923,Inflammation of wound,MedDRA
MedDRA:10048625,Skin maceration,MedDRA
MedDRA:10048245,Yellow skin,MedDRA
MedDRA:10028039,Movements abnormal,MedDRA
MedDRA:10024509,Limbs stiffness,MedDRA
MedDRA:10002879,Aorta coarctation repair,MedDRA
MedDRA:10038075,Rectal polypectomy,MedDRA
MedDRA:10020499,Hydrocele repair,MedDRA
MedDRA:10021095,Hypospadias repair,MedDRA
MedDRA:10007829,Cautery to nose,MedDRA
MedDRA:10061166,Gastroenteritis bacterial,MedDRA
MedDRA:10007459,Carcinoma of tongue,MedDRA
MedDRA:10051976,Tonsillar carcinoma,MedDRA
MedDRA:10030052,Ocular melanomas,MedDRA
MedDRA:10062660,Sniffles,MedDRA
MedDRA:10049682,Pansinusitis,MedDRA
MedDRA:10048903,Vaginal irritation,MedDRA
MedDRA:10000216,Abortion failed,MedDRA
MedDRA:10061467,Post abortion infection,MedDRA
MedDRA:10007911,Cellulitis of foot,MedDRA
MedDRA:10058818,Skin laceration,MedDRA
MedDRA:10042534,Superficial injury of finger(s),MedDRA
MedDRA:10056569,Surgery site fistula,MedDRA
MedDRA:10038490,Renal pain,MedDRA
MedDRA:10068456,Percutaneous liver biopsy,MedDRA
MedDRA:10072924,Diagnostic aspiration,MedDRA
MedDRA:10024645,Lithotripsy renal,MedDRA
MedDRA:10053081,Shoulder dislocation reduction,MedDRA
MedDRA:10005165,Blind left eye,MedDRA
MedDRA:10005167,Blind right eye,MedDRA
MedDRA:10049431,Femoral bruit,MedDRA
MedDRA:10000334,Absent ankle jerks,MedDRA
MedDRA:10042210,Stress at work,MedDRA
MedDRA:10026795,Manipulative personality,MedDRA
MedDRA:10006826,C-reactive protein normal,MedDRA
MedDRA:10031646,Other and unspecified syphilis,MedDRA
MedDRA:10071275,Functional gastrointestinal disorder,MedDRA
MedDRA:10017269,Fracture of vertebral column without mention of spinal cord injury,MedDRA
MedDRA:10049761,Ventricular pre-excitation,MedDRA
MedDRA:10029383,Neville-Barnes forceps delivery,MedDRA
MedDRA:10040713,Simpson's forceps delivery,MedDRA
MedDRA:10056415,Uterus evacuation,MedDRA
MedDRA:10050694,Congenital scoliosis,MedDRA
MedDRA:10017305,Fractured pisiform,MedDRA
MedDRA:10018737,Groin strain,MedDRA
MedDRA:10008126,Cerebral neuroblastoma,MedDRA
MedDRA:10059810,Sacrococcygeal teratoma,MedDRA
MedDRA:10014315,Egg allergy,MedDRA
MedDRA:10034202,Peanut allergy,MedDRA
MedDRA:10073494,Perinatal asphyxia,MedDRA
MedDRA:10063363,Brachiocephalic vein thrombosis,MedDRA
MedDRA:10052990,Intestinal stoma,MedDRA
MedDRA:10067484,Adverse reaction,MedDRA
MedDRA:10043244,Tendon reconstruction,MedDRA
MedDRA:10067842,Intravenous fluids replacement,MedDRA
MedDRA:10052988,Joint dislocation reduction,MedDRA
MedDRA:10012766,Diathermy of urethral caruncle,MedDRA
MedDRA:10004952,Birth postmature,MedDRA
MedDRA:10070933,Menstruation normal,MedDRA
MedDRA:10062339,Anomaly of external ear congenital,MedDRA
MedDRA:10021305,Ileal perforation,MedDRA
MedDRA:10053389,Retinal photography,MedDRA
MedDRA:10014409,Electroencephalogram normal,MedDRA
MedDRA:10042690,Swelling of eyelid,MedDRA
MedDRA:10049278,Unable to walk,MedDRA
MedDRA:10030331,One leg standing difficult,MedDRA
MedDRA:10007654,Cardiovascular injuries,MedDRA
MedDRA:10049300,Gingival injury,MedDRA
MedDRA:10067260,Coccyx injury,MedDRA
MedDRA:10063630,Genital injury,MedDRA
MedDRA:10051023,Toe injury,MedDRA
MedDRA:10044463,Trauma ear drum,MedDRA
MedDRA:10054839,Central cord syndrome,MedDRA
MedDRA:10047264,Ventilation/perfusion scan,MedDRA
MedDRA:10063804,Genital abrasion,MedDRA
MedDRA:10013590,Dog scratch,MedDRA
MedDRA:10068506,Lip laceration,MedDRA
MedDRA:10023604,Laceration of neck,MedDRA
MedDRA:10023576,Laceration of breast,MedDRA
MedDRA:10023573,Laceration of abdomen,MedDRA
MedDRA:10023608,Laceration of thigh,MedDRA
MedDRA:10049313,Cuts in mouth,MedDRA
MedDRA:10065392,Bladder laceration,MedDRA
MedDRA:10051977,Urethral rupture NOS,MedDRA
MedDRA:10068040,Penis laceration,MedDRA
MedDRA:10055022,Vulva injury,MedDRA
MedDRA:10057328,Bone injury,MedDRA
MedDRA:10056556,Perineal fistula,MedDRA
MedDRA:10039585,Scar revision,MedDRA
MedDRA:10053967,Potassium supplementation,MedDRA
MedDRA:10063789,Implant removal,MedDRA
MedDRA:10006778,Burning in throat,MedDRA
MedDRA:10057941,Chemical burn of skin,MedDRA
MedDRA:10004560,Bilateral ECT,MedDRA
MedDRA:10045530,Unilateral ECT,MedDRA
MedDRA:10000341,Abuse,MedDRA
MedDRA:10055167,Victim of sexual abuse,MedDRA
MedDRA:10047401,Victim of child abuse,MedDRA
MedDRA:10048989,Cellulitis of arm,MedDRA
MedDRA:10070801,Persistent cough,MedDRA
MedDRA:10063735,Cardiac cachexia,MedDRA
MedDRA:10030834,Open wound of toe(s),MedDRA
MedDRA:10036890,Promiscuity,MedDRA
MedDRA:10071902,Tooth socket bleeding,MedDRA
MedDRA:10005976,Bone in throat,MedDRA
MedDRA:10051791,Gastritis viral,MedDRA
MedDRA:10005372,Blood blister,MedDRA
MedDRA:10040531,Shaky feelings,MedDRA
MedDRA:10021262,IGA myeloma,MedDRA
MedDRA:10021273,IGG myeloma,MedDRA
MedDRA:10021264,IGD myeloma,MedDRA
MedDRA:10010070,Colposuspension,MedDRA
MedDRA:10039157,Right oophorectomy,MedDRA
MedDRA:10024111,Left oophorectomy,MedDRA
MedDRA:10069129,Pars plana vitrectomy,MedDRA
MedDRA:10066454,Weight bearing difficulty,MedDRA
MedDRA:10026752,Manic,MedDRA
MedDRA:10072170,Skin wound,MedDRA
MedDRA:10034918,Phobic avoidance,MedDRA
MedDRA:10001582,Albumin urine present,MedDRA
MedDRA:10057154,Urine microalbumin absent,MedDRA
MedDRA:10062521,Genital infection male,MedDRA
MedDRA:10029905,Obstetric disorder NOS,MedDRA
MedDRA:10022637,Intervertebral disc lesion NOS,MedDRA
MedDRA:10033513,Painful L arm,MedDRA
MedDRA:10033413,Pain in (r) arm,MedDRA
MedDRA:10020101,Hip osteomyelitis,MedDRA
MedDRA:10049312,Parathyroid adenoma removal,MedDRA
MedDRA:10057334,Lung cyst removal,MedDRA
MedDRA:10031047,Orbital implant insertion,MedDRA
MedDRA:10052693,Transurethral bladder resection,MedDRA
MedDRA:10057008,Cystoprostatectomy,MedDRA
MedDRA:10046391,Ureteric calculus removal,MedDRA
MedDRA:10043247,Tendon repair,MedDRA
MedDRA:10038569,Repair of imperforate anus,MedDRA
MedDRA:10050157,Cerebral haemorrhage foetal,MedDRA
MedDRA:10021432,Immunisation reaction,MedDRA
MedDRA:10020491,Hydrocele drainage,MedDRA
MedDRA:10069830,Unable to eat,MedDRA
MedDRA:10036732,Primary sclerosing cholangitis,MedDRA
MedDRA:10010976,"Cord around neck, with compression, complicating labor and delivery",MedDRA
MedDRA:10045448,Umbilical cord complications,MedDRA
MedDRA:10051140,Foetal heart rate normal,MedDRA
MedDRA:10049081,Normal foetus,MedDRA
MedDRA:10048937,Vaginal lesion,MedDRA
MedDRA:10055049,Vaginal swelling,MedDRA
MedDRA:10046943,Vaginal ulceration,MedDRA
MedDRA:10030260,Offensive vaginal discharge,MedDRA
MedDRA:10046827,Uterine tenderness,MedDRA
MedDRA:10046809,Uterine pain,MedDRA
MedDRA:10046775,Uterine contraction tonic,MedDRA
MedDRA:10068718,Premature uterine contractions,MedDRA
MedDRA:10063817,Cervix oedema,MedDRA
MedDRA:10050234,Cervical bleeding,MedDRA
MedDRA:10059012,Nipple oedema,MedDRA
MedDRA:10021509,Immunosuppressant intoxication,MedDRA
MedDRA:10024644,Lithium poisoning,MedDRA
MedDRA:10066973,Contrast media allergy,MedDRA
MedDRA:10055048,Allergy to vaccine,MedDRA
MedDRA:10022471,Insulin allergy,MedDRA
MedDRA:10052098,Iodine allergy,MedDRA
MedDRA:10042332,Subclavian artery embolism,MedDRA
MedDRA:10016968,Foot edema,MedDRA
