Fibrosis,Interaction,scores
AGT,CCL5,948
AGT,GNRH2,900
AGT,TAS2R30,900
AGT,SSTR2,902
AGT,CHRM4,902
AGT,ACKR3,901
AGT,P2RY1,904
AGT,CCR1,904
AGT,ADRB2,938
AGT,CHRM3,903
AGT,RXFP4,901
AGT,FFAR2,900
AGT,PLCB1,910
AGT,CXCL11,902
AGT,GPSM3,900
AGT,GNG11,904
AGT,CHRM5,900
AGT,GNAQ,917
AGT,TAS2R40,900
AGT,CCL11,903
AGT,CPA3,908
AGT,GNB2,901
AGT,SSTR4,904
AGT,KNG1,974
AGT,MAP2K1,928
AGT,ADRA2C,924
AGT,GRM3,905
AGT,TRIO,900
AGT,NPBWR1,902
AGT,MAS1,704
AGT,SHC1,911
AGT,CCL21,900
AGT,NMS,901
AGT,LPAR3,901
AGT,XCR1,901
AGT,NPY4R,901
AGT,CHRM1,909
AGT,APLN,952
AGT,NMUR1,903
AGT,AP2M1,900
AGT,SST,919
AGT,AVPR1B,902
AGT,INSL5,900
AGT,CXCR1,902
AGT,NPY,924
AGT,GAL,904
AGT,INS,803
AGT,CYBB,704
AGT,PTGFR,903
AGT,MTNR1B,902
AGT,GNG7,903
AGT,F2,961
AGT,CXCL6,900
AGT,SOS1,900
AGT,CXCR5,901
AGT,HTR1F,901
AGT,CCR2,919
AGT,EDN2,905
AGT,GNRH1,908
AGT,LTB4R2,901
AGT,CARM1,902
AGT,CCL25,900
AGT,HCAR3,901
AGT,TAS2R50,900
AGT,ACE2,991
AGT,NPFFR2,901
AGT,POMC,934
AGT,RXFP3,901
AGT,TAS2R4,900
AGT,HCAR2,901
AGT,GRM6,901
AGT,CCL1,900
AGT,CREBBP,915
AGT,SAA1,918
AGT,CHRM2,903
AGT,ADCY8,917
AGT,MTNR1A,903
AGT,LTB4R,901
AGT,GNB3,952
AGT,GCGR,905
AGT,PIK3CA,900
AGT,ADCY9,900
AGT,CXCL8,921
AGT,GALR2,901
AGT,GNB5,900
AGT,F2RL2,900
AGT,TAS2R39,900
AGT,FPR2,901
AGT,PYY,903
AGT,TRHR,901
AGT,GPR4,900
AGT,TBL1X,902
AGT,HTR1D,901
AGT,GPR18,900
AGT,ADCY3,913
AGT,S1PR4,902
AGT,CCR5,913
AGT,ADRA1A,921
AGT,AVPR1A,919
AGT,TAS2R31,900
AGT,PPARA,933
AGT,CCR9,901
AGT,PRKAR1A,900
AGT,CCL16,904
AGT,AHSG,769
AGT,GPRC6A,900
AGT,TAS2R3,900
AGT,CCL27,900
AGT,CMA1,983
AGT,XCL2,900
AGT,NOS3,787
AGT,CXCL2,900
AGT,S1PR5,902
AGT,P2RY6,900
AGT,GNG12,902
AGT,EDN3,913
AGT,P2RY14,900
AGT,MCHR1,904
AGT,CCL13,900
AGT,CXCL13,902
AGT,ARHGEF25,912
AGT,TBXA2R,912
AGT,PTGDR2,900
AGT,TAS2R1,900
AGT,EDNRA,956
AGT,AGTR1,996
AGT,GRP,901
AGT,CXCL10,921
AGT,GPR132,900
AGT,LPAR1,906
AGT,RETN,705
AGT,GRPR,903
AGT,PPBP,901
AGT,GNAI3,900
AGT,SSTR1,911
AGT,HCRTR1,901
AGT,PTGER1,919
AGT,CCR10,901
AGT,AP2A1,900
AGT,SMARCD3,905
AGT,CXCR3,903
AGT,PRKAR2A,903
AGT,ADRA1B,928
AGT,PTGER3,940
AGT,GNGT2,900
AGT,CTSZ,916
AGT,PRKAR2B,906
AGT,GPR39,901
AGT,GPSM2,902
AGT,P2RY13,904
AGT,PRKACB,900
AGT,HRAS,921
AGT,TAS2R5,900
AGT,HTR2C,904
AGT,GNGT1,902
AGT,SSTR3,903
AGT,QRFP,900
AGT,GPR65,901
AGT,OXGR1,900
AGT,ADCY4,910
AGT,GNG8,900
AGT,TAS2R7,900
AGT,ADORA1,918
AGT,CCR3,904
AGT,NMB,906
AGT,BDKRB1,944
AGT,GNAT3,904
AGT,C5AR1,911
AGT,MLN,900
AGT,CTGF,745
AGT,EDNRB,943
AGT,NCOA1,901
AGT,GPR68,900
AGT,TUB,903
AGT,EDN1,981
AGT,LPAR6,900
AGT,RXRA,916
AGT,F2RL3,900
AGT,GABBR1,904
AGT,P2RY10,900
AGT,RAF1,900
AGT,GRM4,903
AGT,NTSR1,907
AGT,GCG,929
AGT,GAST,901
AGT,TAC1,929
AGT,BRS3,903
AGT,HRH4,901
AGT,EZR,902
AGT,CYSLTR1,900
AGT,PMCH,901
AGT,ADRA2B,917
AGT,GPER1,919
AGT,TACR3,900
AGT,MCHR2,901
AGT,HRH3,905
AGT,CXCL5,903
AGT,CX3CR1,904
AGT,OPN4,906
AGT,AKT1,702
AGT,F2R,901
AGT,ADCY5,912
AGT,CASR,908
AGT,FABP1,945
AGT,APLNR,939
AGT,NPBWR2,902
AGT,MED1,915
AGT,GALR3,901
AGT,GNG13,903
AGT,ADIPOQ,700
AGT,CX3CL1,938
AGT,CCL19,901
AGT,ADCY1,912
AGT,PNOC,900
AGT,P2RY11,900
AGT,ADRA1D,925
AGT,GRM8,903
AGT,CXCR2,903
AGT,OXTR,901
AGT,TAS1R2,900
AGT,STAT3,759
AGT,GNAS,903
AGT,TAC3,918
AGT,F2RL1,901
AGT,GRB2,911
AGT,UTS2,917
AGT,TAS2R20,900
AGT,APP,916
AGT,CXCL1,903
AGT,C5,912
AGT,TGS1,900
AGT,LPAR4,900
AGT,S1PR2,900
AGT,PROKR2,901
AGT,GRM5,911
AGT,NPSR1,903
AGT,GNG4,903
AGT,TAS2R13,900
AGT,CYSLTR2,900
AGT,FFAR3,900
AGT,GPR17,906
AGT,HTR1B,901
AGT,LPAR5,900
AGT,HTR2A,913
AGT,SUCNR1,911
AGT,NPS,922
AGT,S1PR1,904
AGT,CNR2,901
AGT,GNG2,900
AGT,TAS2R9,900
AGT,ADRBK1,921
AGT,CCL4,900
AGT,GRM7,901
AGT,BDKRB2,933
AGT,DRD2,909
AGT,ENSG00000264813,949
AGT,GABBR2,905
AGT,NPB,901
AGT,DECR1,778
AGT,CCR8,901
AGT,MLNR,901
AGT,HCK,901
AGT,NPFFR1,901
AGT,TAS1R3,900
AGT,GPR37L1,906
AGT,MAPK3,962
AGT,NMBR,902
AGT,P2RY4,905
AGT,PPY,900
AGT,ATP6AP2,982
AGT,REN,999
AGT,ADCY6,909
AGT,PCP2,902
AGT,MME,968
AGT,TAS1R1,900
AGT,NCOA2,902
AGT,FFAR1,900
AGT,LPAR2,901
AGT,HEBP1,900
AGT,TAS2R16,900
AGT,TAS2R41,900
AGT,PROK1,904
AGT,TAS2R38,900
AGT,TAS2R8,900
AGT,GALR1,901
AGT,NMU,900
AGT,NCOA6,916
AGT,OPRL1,901
AGT,ADORA3,902
AGT,ADCY7,925
AGT,AGTRAP,820
AGT,KISS1,900
AGT,GPSM1,902
AGT,PLCG1,902
AGT,HCAR1,903
AGT,ENPEP,971
AGT,GNB1,908
AGT,IL6,834
AGT,CXCL9,900
AGT,FPR1,901
AGT,DRD3,910
AGT,GPR37,910
AGT,GRK5,911
AGT,CXCR4,910
AGT,GPR55,900
AGT,OXT,924
AGT,HTR2B,902
AGT,CXCL16,909
AGT,CPB2,931
AGT,HTR5A,912
AGT,CCL20,900
AGT,CPB1,919
AGT,CCR7,902
AGT,PRKAR1B,903
AGT,P2RY12,909
AGT,TAS2R43,900
AGT,PIK3R2,903
AGT,TACR2,900
AGT,GNG10,900
AGT,TAS2R14,900
AGT,GPR183,900
AGT,NPW,900
AGT,HCRT,908
AGT,UTS2B,900
AGT,NTS,933
AGT,PENK,912
AGT,GHSR,906
AGT,CCL28,900
AGT,NPY2R,903
AGT,TBL1XR1,902
AGT,C9orf3,903
AGT,RLN3,900
AGT,OPRD1,901
AGT,GNA11,920
AGT,NTSR2,922
AGT,CXCR6,900
AGT,UTS2R,905
AGT,HTR1E,905
AGT,HCRTR2,901
AGT,PF4,900
AGT,PSAP,901
AGT,ARRB1,902
AGT,ADCY2,908
AGT,PLCB3,905
AGT,GRM1,910
AGT,DNM1,907
AGT,KALRN,903
AGT,FGR,901
AGT,P2RY2,906
AGT,GNRHR,901
AGT,MAPK1,942
AGT,S1PR3,900
AGT,QRFPR,900
AGT,GNAI1,900
AGT,FFAR4,903
AGT,FPR3,901
AGT,TAS2R46,900
AGT,PIK3R3,903
AGT,LEP,717
AGT,AGTR2,993
AGT,NPFF,900
AGT,CNR1,906
AGT,FN1,704
AGT,CCKAR,901
AGT,CORT,901
AGT,PIK3R1,910
AGT,CTSG,965
AGT,PLCB4,905
AGT,ACE,996
AGT,TAS2R60,900
AGT,GNG3,903
AGT,ANXA1,906
AGT,GRM2,902
AGT,GNA14,901
AHSA1,HSP90B1,796
AHSA1,CCT3,795
AHSA1,SIL1,717
AHSA1,PTGES3,964
AHSA1,CFTR,733
AHSA1,FASN,720
AHSA1,DNAJB1,849
AHSA1,CACYBP,853
AHSA1,NKTR,736
AHSA1,HSPD1,801
AHSA1,HSPA4,914
AHSA1,HSP90AA1,996
AHSA1,HSPH1,810
AHSA1,HSP90AB1,980
AHSA1,EDF1,724
AHSA1,HSPA4L,730
AHSA1,STIP1,995
AHSA1,HSPA8,789
AHSA1,FKBP4,788
AHSA1,TRAP1,900
AHSA1,PPIG,737
AHSA1,SUGT1,931
AHSA1,ENSG00000108825,751
AHSA1,UNC45A,750
AHSA1,DNAJA1,796
AHSA1,PPID,866
AHSA1,HSPBP1,849
AHSA1,CDC37,856
AHSA1,CCT6B,758
AHSA1,HSPE1,786
AHSA1,DNAJB4,804
AKT1,RRAGD,932
AKT1,CDKN2A,764
AKT1,PARVA,944
AKT1,E2F1,953
AKT1,PI3,963
AKT1,GNB4,913
AKT1,ARNT,974
AKT1,NRIP1,923
AKT1,RAPGEF4,715
AKT1,FGF21,744
AKT1,RUNX2,808
AKT1,NR3C1,728
AKT1,GNG5,903
AKT1,TRAF4,799
AKT1,CDC42,939
AKT1,MLST8,972
AKT1,TGFB1,715
AKT1,YBX1,876
AKT1,ZFP36L1,968
AKT1,GRIN2B,704
AKT1,VEGFC,732
AKT1,ING5,913
AKT1,CD40LG,947
AKT1,CYCS,870
AKT1,MAPK12,735
AKT1,GATA1,781
AKT1,MAPT,804
AKT1,LAMTOR3,915
AKT1,PPP2R2A,776
AKT1,RPTOR,990
AKT1,PPP2R2B,754
AKT1,CASP9,994
AKT1,ATF2,767
AKT1,SRC,978
AKT1,PPP2R5E,950
AKT1,BCL2L2,773
AKT1,RHOC,865
AKT1,PFKP,953
AKT1,AGT,702
AKT1,TRAF6,981
AKT1,SELL,702
AKT1,FASN,759
AKT1,TNF,876
AKT1,CASP8,746
AKT1,TOPBP1,778
AKT1,HIST2H2BE,752
AKT1,RHOD,716
AKT1,PRR5,953
AKT1,PDPK1,999
AKT1,ALB,772
AKT1,PDCD4,771
AKT1,KITLG,776
AKT1,TSC1,988
AKT1,LRP2,854
AKT1,BRPF1,914
AKT1,CFLAR,821
AKT1,CFL1,724
AKT1,CBY1,959
AKT1,IFNAR1,773
AKT1,GNG11,904
AKT1,SLC2A4,925
AKT1,GNB2,928
AKT1,PINK1,816
AKT1,GSK3B,999
AKT1,VLDLR,933
AKT1,SPP1,783
AKT1,HGF,848
AKT1,RXRB,912
AKT1,TRIB3,962
AKT1,CARD11,797
AKT1,LAMTOR5,925
AKT1,LAMTOR2,951
AKT1,CTLA4,966
AKT1,NFKBIA,760
AKT1,SP1,723
AKT1,DENND1A,938
AKT1,FGF2,859
AKT1,ANXA5,879
AKT1,RPS6KB1,992
AKT1,DEPTOR,963
AKT1,ABI1,720
AKT1,OGT,905
AKT1,INS,997
AKT1,CD19,952
AKT1,GNG7,902
AKT1,SNAI1,903
AKT1,PDGFB,953
AKT1,SOS1,960
AKT1,SMAD3,943
AKT1,MAPK13,725
AKT1,SMAD2,847
AKT1,MAPK8IP1,757
AKT1,BCL2L1,993
AKT1,ITGA2B,935
AKT1,NDRG1,702
AKT1,NOX4,809
AKT1,YWHAG,946
AKT1,ESR1,991
AKT1,TBC1D4,992
AKT1,THEM4,978
AKT1,SREBF1,819
AKT1,PIK3CB,986
AKT1,MCL1,850
AKT1,DAB2IP,772
AKT1,ITGB3,960
AKT1,PIK3CA,998
AKT1,IL10,828
AKT1,GAB1,956
AKT1,PTPN11,976
AKT1,ADCY3,702
AKT1,ATF4,841
AKT1,PNPLA2,732
AKT1,TIMP1,747
AKT1,ACLY,743
AKT1,STRN,925
AKT1,NOS2,909
AKT1,GATA3,722
AKT1,NOS3,999
AKT1,PLEK,873
AKT1,RHOG,711
AKT1,NR2F2,849
AKT1,KLF4,754
AKT1,FKBP4,757
AKT1,ITGB4,957
AKT1,MMP2,836
AKT1,IKBKG,968
AKT1,PHLPP1,991
AKT1,PHF20,946
AKT1,EDNRA,938
AKT1,BCL2L11,926
AKT1,CAT,971
AKT1,KIT,838
AKT1,A1BG,939
AKT1,NOTCH4,963
AKT1,AKT1S1,996
AKT1,GNAI3,921
AKT1,MAPK14,931
AKT1,RHEB,985
AKT1,DENND1B,900
AKT1,WNT2,757
AKT1,STAT1,794
AKT1,MEF2D,961
AKT1,GNGT2,905
AKT1,STAT5B,871
AKT1,MEF2C,946
AKT1,PDK4,711
AKT1,GSK3A,968
AKT1,FKBP5,859
AKT1,GNG8,900
AKT1,MAPKAP1,977
AKT1,BMI1,775
AKT1,ABCG2,763
AKT1,BECN1,934
AKT1,ATM,814
AKT1,RXRA,930
AKT1,PPP2CB,933
AKT1,LYN,940
AKT1,RAF1,979
AKT1,RRAGC,942
AKT1,VHL,997
AKT1,GCG,776
AKT1,PTPN1,987
AKT1,ITGA6,940
AKT1,MUL1,710
AKT1,CCNA2,776
AKT1,TBC1D1,744
AKT1,EZR,755
AKT1,FOXO1,998
AKT1,INPP5D,760
AKT1,ADCY5,712
AKT1,CSF3,730
AKT1,FLNA,744
AKT1,ITPR1,880
AKT1,LOX,737
AKT1,VCAM1,791
AKT1,GRB2,988
AKT1,MSN,748
AKT1,CLIP3,738
AKT1,GRB10,966
AKT1,GNG4,902
AKT1,RBP1,917
AKT1,PFKFB2,945
AKT1,TEP1,938
AKT1,VAV1,826
AKT1,S1PR1,979
AKT1,CCL2,794
AKT1,SLC9A1,776
AKT1,EIF4EBP1,996
AKT1,SIRT2,749
AKT1,PDK2,988
AKT1,VCP,776
AKT1,CD86,947
AKT1,SELP,726
AKT1,NCF2,803
AKT1,AURKA,936
AKT1,REM1,791
AKT1,TLR2,821
AKT1,CCNE1,757
AKT1,TXNIP,706
AKT1,IL2RB,926
AKT1,PTGS2,854
AKT1,SKP2,792
AKT1,SIRT1,944
AKT1,CRTC2,884
AKT1,MTCP1,863
AKT1,MAP2K4,930
AKT1,UCP1,726
AKT1,CDKN1B,995
AKT1,ILK,993
AKT1,PARK7,745
AKT1,APPL1,987
AKT1,IGFBP3,743
AKT1,PPP2R1B,930
AKT1,LCK,939
AKT1,CHUK,975
AKT1,CTNNB1,997
AKT1,SIRT6,833
AKT1,MYC,992
AKT1,TCL1A,992
AKT1,EGR1,767
AKT1,RXRG,908
AKT1,CDC37,898
AKT1,NGF,858
AKT1,NRAS,771
AKT1,LMNB1,737
AKT1,LIMS1,943
AKT1,IL2RG,926
AKT1,CD274,756
AKT1,ADAM17,735
AKT1,VIM,967
AKT1,RGCC,832
AKT1,PIK3R6,917
AKT1,MEF2A,939
AKT1,SMAD4,920
AKT1,PPP2R5A,948
AKT1,PELP1,939
AKT1,SPR,905
AKT1,SOD1,963
AKT1,IL3,742
AKT1,MAP3K5,988
AKT1,RRAGA,945
AKT1,IL18,707
AKT1,NCOR2,971
AKT1,TNS1,923
AKT1,AKT3,931
AKT1,MAPK1,905
AKT1,S1PR3,952
AKT1,RHOB,846
AKT1,HK1,713
AKT1,MMP9,887
AKT1,ERBB3,992
AKT1,PIK3R3,958
AKT1,LEP,841
AKT1,CREB3L3,778
AKT1,FN1,890
AKT1,FOXM1,790
AKT1,CTBP1,749
AKT1,GNG3,904
AKT1,ENSG00000258643,761
AKT1,HSP90B1,859
AKT1,FOXO6,977
AKT1,JUN,913
AKT1,MDK,802
AKT1,PPP2R4,926
AKT1,FASLG,794
AKT1,INSR,948
AKT1,WDTC1,727
AKT1,CBFB,915
AKT1,BCL2,941
AKT1,IQGAP1,799
AKT1,PTGES3,923
AKT1,RARG,920
AKT1,SLC38A9,915
AKT1,IGF2,841
AKT1,YWHAQ,948
AKT1,SLC9A3R1,822
AKT1,CCNB1,824
AKT1,JAK3,924
AKT1,HSPA5,884
AKT1,GNAO1,918
AKT1,AGAP2,752
AKT1,HSPB2,880
AKT1,IL2,978
AKT1,LAMTOR1,923
AKT1,CRK,736
AKT1,SMO,936
AKT1,NFE2L2,854
AKT1,FOS,815
AKT1,GNAI2,930
AKT1,MAP3K14,914
AKT1,FOXP3,768
AKT1,CD44,737
AKT1,IRS2,874
AKT1,CCDC88A,908
AKT1,PFKM,940
AKT1,TNFRSF1A,707
AKT1,CXCL12,829
AKT1,ARF6,759
AKT1,CYLD,792
AKT1,BMP4,759
AKT1,MITF,743
AKT1,EGLN1,995
AKT1,HTT,873
AKT1,LNPEP,927
AKT1,YWHAE,951
AKT1,TP53,994
AKT1,ACKR3,704
AKT1,CREB1,993
AKT1,PHLPP2,994
AKT1,RB1,955
AKT1,IGF1,960
AKT1,YWHAZ,972
AKT1,PTEN,990
AKT1,RAC2,789
AKT1,PAK1,980
AKT1,HSPB3,846
AKT1,MEAF6,902
AKT1,LAMA1,910
AKT1,RASD2,711
AKT1,PIK3R5,949
AKT1,SHC1,980
AKT1,PRKCZ,942
AKT1,CD28,962
AKT1,USP4,702
AKT1,MKRN1,909
AKT1,NFKB1,962
AKT1,MDM4,781
AKT1,CDH2,817
AKT1,KHSRP,979
AKT1,PREX1,818
AKT1,RHOA,987
AKT1,PIK3CG,979
AKT1,CAV1,981
AKT1,SERPINE1,761
AKT1,CDKN1A,995
AKT1,CD40,958
AKT1,WNT1,702
AKT1,IL2RA,940
AKT1,HSPA4,881
AKT1,CDH1,904
AKT1,NOTCH1,929
AKT1,CREBBP,971
AKT1,HK2,803
AKT1,TBC1D7,879
AKT1,PARP1,791
AKT1,HSP90AA1,998
AKT1,KAT6A,942
AKT1,MYOG,730
AKT1,GLI2,945
AKT1,MYOD1,959
AKT1,HSP90AB1,976
AKT1,EGF,933
AKT1,RRAGB,941
AKT1,RPS6KB2,944
AKT1,POU5F1,844
AKT1,GNB3,909
AKT1,USP8,950
AKT1,ADCY9,708
AKT1,CXCL8,707
AKT1,CASP3,969
AKT1,GNB5,912
AKT1,LMNA,872
AKT1,NCF1,888
AKT1,NOX1,764
AKT1,PPP2R5D,948
AKT1,ITPR3,886
AKT1,PDK1,933
AKT1,ACTB,874
AKT1,PXN,757
AKT1,BAX,734
AKT1,YWHAB,949
AKT1,TCL1B,958
AKT1,PTK6,935
AKT1,RPS6,854
AKT1,NKX3-1,887
AKT1,SOD3,942
AKT1,RELN,948
AKT1,PFKL,927
AKT1,CD80,946
AKT1,GRB14,928
AKT1,CBLB,934
AKT1,STAT6,963
AKT1,TWIST1,780
AKT1,ICAM1,818
AKT1,STAT5A,871
AKT1,FOXO3,999
AKT1,GNG12,905
AKT1,CCND1,943
AKT1,BMP2,775
AKT1,SMAD7,707
AKT1,RALGDS,958
AKT1,GJA1,818
AKT1,AGTR1,707
AKT1,TLR4,731
AKT1,GHRL,710
AKT1,RAPGEF3,733
AKT1,PPP2CA,999
AKT1,DKC1,918
AKT1,NF1,791
AKT1,SPHK1,755
AKT1,JAK1,929
AKT1,IRS1,981
AKT1,FKBP1A,715
AKT1,MTOR,999
AKT1,SOX2,863
AKT1,HRAS,901
AKT1,GNGT1,903
AKT1,MST1R,947
AKT1,SRPK2,700
AKT1,BCL3,762
AKT1,YWHAH,942
AKT1,TERT,985
AKT1,XIAP,913
AKT1,EP300,976
AKT1,EFNA1,727
AKT1,DOCK1,783
AKT1,MAPK11,795
AKT1,EDN1,980
AKT1,PPP2R5C,953
AKT1,SOD2,973
AKT1,ATG5,740
AKT1,BAD,993
AKT1,RICTOR,998
AKT1,ESR2,828
AKT1,HMOX1,889
AKT1,YAP1,941
AKT1,NOS1,944
AKT1,RDX,749
AKT1,GNG13,900
AKT1,ENSG00000269897,770
AKT1,ADIPOQ,815
AKT1,GAPDH,950
AKT1,MDM2,991
AKT1,PPP2R1A,972
AKT1,ERBB2,737
AKT1,RAC1,981
AKT1,CXCR2,709
AKT1,SLC2A1,872
AKT1,STAT3,994
AKT1,ANGPT1,749
AKT1,DNMT1,821
AKT1,SFN,964
AKT1,BDNF,860
AKT1,IKBKB,974
AKT1,TSC2,998
AKT1,TNFSF11,920
AKT1,HSPA9,748
AKT1,ACAP1,724
AKT1,RARB,920
AKT1,GNG2,918
AKT1,PDGFRB,941
AKT1,AKT2,983
AKT1,LAMTOR4,912
AKT1,VAV2,787
AKT1,DAB1,921
AKT1,PIK3CD,945
AKT1,DECR1,848
AKT1,NF2,877
AKT1,RELA,786
AKT1,STUB1,743
AKT1,GAB2,981
AKT1,PRKDC,988
AKT1,NR4A1,984
AKT1,APAF1,974
AKT1,EPO,821
AKT1,MAPK3,907
AKT1,HSPB1,957
AKT1,BRCA1,776
AKT1,AR,932
AKT1,MST1,958
AKT1,ADCY6,705
AKT1,DIABLO,745
AKT1,PPP2R5B,971
AKT1,SHH,814
AKT1,ATIC,789
AKT1,VEGFA,966
AKT1,CSF2,762
AKT1,KRAS,850
AKT1,ZEB1,795
AKT1,EIF4E,782
AKT1,DLC1,752
AKT1,NEDD4,704
AKT1,PDE3B,958
AKT1,CDC25C,744
AKT1,SNAI2,819
AKT1,PEA15,797
AKT1,PLCG1,779
AKT1,NPM1,827
AKT1,GNB1,945
AKT1,IL6,888
AKT1,CXCR4,874
AKT1,PPP2R3A,738
AKT1,PIK3R2,968
AKT1,LAMB1,914
AKT1,FYN,944
AKT1,MAP3K8,954
AKT1,GNG10,903
AKT1,BRPF3,902
AKT1,MSTN,818
AKT1,HIST2H3PS2,802
AKT1,PHB2,749
AKT1,KIAA1524,704
AKT1,EZH2,949
AKT1,ARRB2,714
AKT1,RARA,958
AKT1,BRD1,921
AKT1,HIF1A,988
AKT1,LAMC2,927
AKT1,GNAZ,907
AKT1,UBE2D1,929
AKT1,PML,929
AKT1,YES1,926
AKT1,FOXO4,990
AKT1,ARRB1,728
AKT1,SMARCB1,765
AKT1,MTDH,711
AKT1,FOXA2,973
AKT1,GNAI1,921
AKT1,FOXG1,865
AKT1,CTTN,745
AKT1,PIK3R1,990
AKT1,PIKFYVE,899
AKT1,GATA2,805
AKT1,GDF15,703
AKT1,INPPL1,971
AKT1,INS-IGF2,766
AKT1,ITPKB,737
ALDH2,BBOX1,925
ALDH2,LRTOMT,900
ALDH2,CARNS1,904
ALDH2,GLUL,829
ALDH2,ECHDC1,811
ALDH2,HIBADH,932
ALDH2,HADH,744
ALDH2,MAOB,934
ALDH2,CNDP2,908
ALDH2,AKR1A1,931
ALDH2,MAOA,942
ALDH2,GLYCTK,914
ALDH2,ALDH3A2,858
ALDH2,CAT,959
ALDH2,ADH6,879
ALDH2,GATM,909
ALDH2,COMT,938
ALDH2,AOC1,926
ALDH2,ADH7,898
ALDH2,ADH1A,909
ALDH2,ALDH4A1,848
ALDH2,ALDH6A1,952
ALDH2,CYP2E1,973
ALDH2,GAD1,709
ALDH2,ACSF3,911
ALDH2,ALDH1B1,809
ALDH2,AOC2,939
ALDH2,ADH1B,993
ALDH2,GADL1,910
ALDH2,AKR1B1,785
ALDH2,AVP,789
ALDH2,ABAT,932
ALDH2,ACSS1,945
ALDH2,UPB1,914
ALDH2,ACADM,875
ALDH2,ADH5,924
ALDH2,ACOT12,903
ALDH2,SMOX,906
ALDH2,EHHADH,756
ALDH2,AOC3,942
ALDH2,SOD2,722
ALDH2,GLUD1,769
ALDH2,ASMT,906
ALDH2,DBT,815
ALDH2,ALDH18A1,740
ALDH2,ADH1C,946
ALDH2,ADH4,945
ALDH2,CNDP1,908
ALDH2,AKR1B10,724
ALDH2,AGXT2,923
ALDH2,GLUD2,707
ALDH2,ACSS2,941
ALDH2,ACSS3,927
ANGPT1,MAPK8,925
ANGPT1,ITGA5,945
ANGPT1,GRB7,908
ANGPT1,DOK2,915
ANGPT1,CRK,906
ANGPT1,TNIP2,918
ANGPT1,TIE1,780
ANGPT1,PLG,951
ANGPT1,EGFR,730
ANGPT1,ITGB1,927
ANGPT1,SHC1,915
ANGPT1,KDR,937
ANGPT1,HGF,720
ANGPT1,NFKB1,906
ANGPT1,DLL4,704
ANGPT1,FGF2,725
ANGPT1,SOS1,901
ANGPT1,FLT1,875
ANGPT1,RASA1,912
ANGPT1,PIK3CB,900
ANGPT1,TEK,999
ANGPT1,PIK3CA,908
ANGPT1,PTPN11,916
ANGPT1,MET,701
ANGPT1,FES,904
ANGPT1,GRB14,910
ANGPT1,NCK1,915
ANGPT1,NOS3,738
ANGPT1,MMP2,949
ANGPT1,ANGPT2,875
ANGPT1,CSF1R,705
ANGPT1,KIT,785
ANGPT1,ANGPT4,810
ANGPT1,MAPK14,919
ANGPT1,HRAS,918
ANGPT1,PLD2,902
ANGPT1,BMX,901
ANGPT1,AKT1,749
ANGPT1,FLT3,713
ANGPT1,ERBB2,715
ANGPT1,GRB2,915
ANGPT1,FGFR1,700
ANGPT1,PDGFRB,825
ANGPT1,RELA,903
ANGPT1,FLT4,828
ANGPT1,VEGFA,863
ANGPT1,KRAS,916
ANGPT1,IL6,714
ANGPT1,NRAS,909
ANGPT1,PIK3R2,922
ANGPT1,FN1,952
ANGPT1,PIK3R1,914
ANGPT2,TIE1,821
ANGPT2,EGFR,747
ANGPT2,KDR,928
ANGPT2,FLT1,876
ANGPT2,NOTCH1,707
ANGPT2,THBS1,735
ANGPT2,TEK,999
ANGPT2,PIK3CA,915
ANGPT2,MET,723
ANGPT2,FES,903
ANGPT2,STAT5A,918
ANGPT2,PGF,705
ANGPT2,CSF1R,738
ANGPT2,KIT,751
ANGPT2,ANGPT4,810
ANGPT2,MAPK14,922
ANGPT2,STAT5B,906
ANGPT2,ERBB2,827
ANGPT2,ANGPT1,875
ANGPT2,FGFR1,714
ANGPT2,PDGFRB,790
ANGPT2,FLT4,832
ANGPT2,VEGFA,952
ANGPT2,FYN,904
ANGPT2,PIK3R1,905
APC,PSMB9,900
APC,PSMC5,900
APC,CSNK1E,962
APC,LRP6,959
APC,PSMD5,900
APC,RBBP5,900
APC,CDC42,954
APC,PSMA3,900
APC,PSMC2,900
APC,ASAP2,735
APC,PPP2R5E,902
APC,PSME3,900
APC,PSMB2,900
APC,PYGO2,911
APC,DLG1,939
APC,PSMD1,908
APC,PSMF1,900
APC,PSMD10,902
APC,PSMD11,909
APC,PSME1,900
APC,DVL2,967
APC,PSMB3,901
APC,TLE1,919
APC,CACYBP,900
APC,CTNNA1,944
APC,LRRK2,808
APC,PSMD4,900
APC,PSMB4,900
APC,PSMB6,900
APC,GSK3B,986
APC,CSNK1A1L,723
APC,PSMC3,900
APC,FZD1,953
APC,ARHGEF4,994
APC,CDH2,779
APC,PSMD9,900
APC,LRP5,967
APC,UBB,902
APC,WNT8A,945
APC,WNT1,968
APC,PSMD8,900
APC,PSMD3,900
APC,HNF1A,814
APC,TLE3,911
APC,PSME2,900
APC,CUL1,909
APC,PSMD12,900
APC,TLE2,905
APC,CDH1,865
APC,NOTCH1,942
APC,PSMB10,900
APC,PYGO1,909
APC,PSMB11,900
APC,MAPRE1,740
APC,PSMD13,900
APC,JUP,967
APC,PSMA6,900
APC,PSMA5,900
APC,PSMB1,900
APC,PSMD7,902
APC,TLE4,910
APC,AMER1,994
APC,CASP3,928
APC,PSMC4,900
APC,PPP2R5D,902
APC,WNT8B,946
APC,TBL1X,815
