Interactor1,Category1,Interactor2,Category2,Methods,Databases_source,References,Score
LGALS3,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LGALS3,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
LGALS3,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
LGALS3,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
LGALS3,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
LGALS3,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
LGALS3,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
LGALS3,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
LGALS3,mRNA,SPDEF,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,SUZ12,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,RXRA,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
LOX,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
LOX,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,SMAD4,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,AR,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
LOXL1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL1,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,PPARG,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
LOXL2,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
LOXL2,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,FOXA1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,FOXP2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,FOXA2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP1,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
LTBP1,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
LTBP2,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,POLR3A,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
LTBP2,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
LTBP2,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,MED12,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,FOSL2,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
LTBP2,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
LTBP2,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,CTCF,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SPDEF,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,CEBPA,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,RAD21,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,EBF1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,NR3C1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,BCL11A,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,U2AF2,protein,CLIP-seq,RAID//starBase,26641092,0.5483
MAP3K5,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
MAP3K5,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K5,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,LIN28A,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,TAF15,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SMARCB1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,STAT1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,HNRNPC,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,ELAVL1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,SIX5,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,ATF3,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SRSF1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,TNRC6A,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,NCBP3,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,MAX,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,TIA1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,SREBF2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,ERG,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,REST,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,LIN28B,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,FOS,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SMARCC2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SPDEF,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,NFYA,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,GTF2B,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,FXR1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,E2F6,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,STAT2,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,QKI,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,UPF1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,FMR1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,ELF1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,ZBTB33,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,PTBP1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,SMARCA4,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,CAPRIN1,protein,CLIP-seq,starBase,None,0.5483
MAP3K7,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
MAP3K7,mRNA,JUND,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,IGF2BP1,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,POU5F1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,PUM2,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,ETS1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,CEBPB,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,TFAP2A,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,EP300,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,FOXH1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,JUN,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,ZC3H7B,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,E2F1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,DGCR8,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,SMAD3,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,YY1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,TCF12,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,HEY1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,ALKBH5,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,POLR3A,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,SP1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,SIRT6,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,POU2F2,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,ZNF263,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,IRF4,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,NFYB,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,FXR2,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,TCF7L2,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,E2F4,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,TIAL1,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,FXR1,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,IGF2BP3,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,PTBP1,protein,RT-PCR//CLIP-seq//CLIP,starBase//RAID,26744779,0.9087
MAPK1,mRNA,U2AF2,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,GATA6,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,RTCB,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,SETDB1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,NELFE,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,TAF1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,BATF,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,EWSR1,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,EIF4A3,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,NANOG,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,HNF4A,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,SPI1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,SMARCC1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,MOV10,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,IGF2BP2,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,BDP1,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,BCL3,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,CDX2,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,MYC,protein,ChIP-seq,ChIPBase,None,0.5483
MAPK1,mRNA,TAF15,protein,CLIP-seq,starBase,None,0.5483
MAPK1,mRNA,FUS,protein,CLIP-seq,starBase,None,0.5483
