relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmids	resource
GNBR::Pr::Compound:Disease	long COVID	Disease	MONDO:0100233	Quercetin	Compound	DrugBank:DB04216	"Natural substances contained in fruit and vegetables, such as quercetin has the effect of limiting the cytokine storm that occurs in patients with persistent inflammation and autoimmunity that may occur in long COVID-19."	35454144	CustomKB
GNBR::Pr::Compound:Disease	long COVID	Disease	MONDO:0100233	Sulforaphane	Compound	DrugBank:DB12422	" Natural substances contained in fruit and vegetables, such as sulforaphane has the effect of limiting the cytokine storm that occurs in patients with persistent inflammation and autoimmunity that may occur in long COVID-19."	35454144	CustomKB
GNBR::Pr::Compound:Disease	long COVID	Disease	MONDO:0100233	Curcumin	Compound	DrugBank:DB11672	" Natural substances contained in fruit and vegetables, such as curcumin has the effect of limiting the cytokine storm that occurs in patients with persistent inflammation and autoimmunity that may occur in long COVID-19."	35454144	CustomKB
GNBR::Pr::Compound:Disease	thrombosis	Disease	MONDO:0000831	Heparin	Compound	DrugBank:DB01109	Heparin can inhibit thrombus re-formation by inactivating clotting factors.	35449732	CustomKB
GNBR::Pr::Compound:Disease	long COVID	Disease	MONDO:0100233	Modafinil	Compound	DrugBank:DB00745	Modafinil can be a safe and effective intervention in combating fatigue associated with the Long COVID.	35761861	CustomKB
GNBR::T::Compound:Disease	rituximab	Compound	DrugBank:DB00073	ME/CFS	Disease	MONDO:0005404	"Consistently, clinical trials from Norway have shown that B-cell depletion with rituximab results in clinical benefits in about half of ME/CFS patients."	29635081	CustomKB
GNBR::T::Compound:Disease	melatonin	Compound	DrugBank:DB01065	ME/CFS	Disease	MONDO:0005404	"In this paper, these pathways are summarised, and data regarding promising therapeutic options that target these pathways are highlighted; they include coenzyme Q10, melatonin, curcumin, molecular hydrogen and N-acetylcysteine."	31509764	CustomKB
GNBR::T::Compound:Disease	curcumin	Compound	DrugBank:DB11672	ME/CFS	Disease	MONDO:0005404	"In this paper, these pathways are summarised, and data regarding promising therapeutic options that target these pathways are highlighted; they include coenzyme Q10, melatonin, curcumin, molecular hydrogen and N-acetylcysteine."	31509764	CustomKB
GNBR::T::Compound:Disease	molecular hydrogen	Compound	DrugBank:DB15127	ME/CFS	Disease	MONDO:0005404	"In this paper, these pathways are summarised, and data regarding promising therapeutic options that target these pathways are highlighted; they include coenzyme Q10, melatonin, curcumin, molecular hydrogen and N-acetylcysteine."	31509764	CustomKB
GNBR::T::Compound:Disease	N-acetylcysteine	Compound	MESH:C098444	ME/CFS	Disease	MONDO:0005404	"In this paper, these pathways are summarised, and data regarding promising therapeutic options that target these pathways are highlighted; they include coenzyme Q10, melatonin, curcumin, molecular hydrogen and N-acetylcysteine."	31509764	CustomKB
GNBR::T::Compound:Disease	favipiravir	Compound	DrugBank:DB12466	COVID-19	Disease	MONDO:0100096	"The initial clinical studies revealed the promising therapeutic potential of several of such drugs, including favipiravir, a broad-spectrum antiviral drug that interferes with the viral replication, and hydroxychloroquine, the repurposed antimalarial drug that interferes with the virus endosomal entry pathway."	32290293	CustomKB
GNBR::T::Compound:Disease	hydroxychloroquine	Compound	DrugBank:DB01611	COVID-19	Disease	MONDO:0100096	"The initial clinical studies revealed the promising therapeutic potential of several of such drugs, including favipiravir, a broad-spectrum antiviral drug that interferes with the viral replication, and hydroxychloroquine, the repurposed antimalarial drug that interferes with the virus endosomal entry pathway."	32290293	CustomKB
GNBR::T::Compound:Disease	oxygen-ozone autohemotherapy (O2-O3-AHT)	Compound	DrugBank:DB09140	Myalgic Encephalomyelitis/Chronic Fatigue Syndrome (ME/CFS)	Disease	MONDO:0005404	"Treatment with O2-O3-AHT greatly improves ME/CFS related fatigue, aside from sex and age distribution."	35011770	CustomKB
GNBR::T::Compound:Disease	Naltrexone hydrochloride (NTX)	Compound	DrugBank:DB00704	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	"Collectively, these findings validate that TRPM3 loss of function results in altered Ca2+ influx supporting the growing evidence that ME/CFS is a TRP ion channel disorder and that NTX provides a potential therapeutic intervention for ME/CFS."	35172836	CustomKB
GNBR::T::Compound:Disease	Pyridostigmine	Compound	DrugBank:DB00545	ME/CFS	Disease	MONDO:0005404	Pyridostigmine improves peak Vo2 in ME/CFS by increasing cardiac output and right ventricular filling pressures.	35526605	CustomKB
GNBR::T::Compound:Disease	fluvoxamine	Compound	DrugBank:DB00176	long COVID	Disease	MONDO:0100233	"In addition, the author discusses potential therapeutic approaches based on the gut-brain axis, including plant-based diet, probiotics and prebiotics, fecal microbiota transplantation, and vagus nerve stimulation, and sigma-1 receptor agonist fluvoxamine."	37402856	CustomKB
GNBR::T::Compound:Disease	anhydrous enol oxaloacetate	Compound	DrugBank:DB02637	ME/CFS	Disease	MONDO:0005404	"As there has been little progress in providing fatigue relief for the millions of ME/CFS and Long COVID patients, anhydrous enol oxaloacetate may bridge this important medical need."	35764955	CustomKB
GNBR::T::Compound:Disease	anhydrous enol oxaloacetate	Compound	DrugBank:DB02637	Long COVID	Disease	MONDO:0100233	"As there has been little progress in providing fatigue relief for the millions of ME/CFS and Long COVID patients, anhydrous enol oxaloacetate may bridge this important medical need."	35764955	CustomKB
GNBR::T::Compound:Disease	melatonin	Compound	DrugBank:DB01065	ME/CFS	Disease	MONDO:0005404	This narrative review discusses the application of melatonin as a neuroprotective agent to control cognitive deterioration ("brain fog") and pain in the ME/CFS syndrome-like documented in long COVID.	36358996	CustomKB
GNBR::T::Compound:Disease	melatonin	Compound	DrugBank:DB01065	long COVID	Disease	MONDO:0100233	This narrative review discusses the application of melatonin as a neuroprotective agent to control cognitive deterioration ("brain fog") and pain in the ME/CFS syndrome-like documented in long COVID.	36358996	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Human immunoglobulin G	Compound	DrugBank:DB00028	IgG is highly effective for a proportion of patients with severe and well-characterised ME/CFS.	34828592	CustomKB
GNBR::T::Compound:Disease	Pulmonary Fibrosis	Disease	MONDO:0002771	Tetrandrine	Compound	DrugBank:DB14066	"TABLE 2 An overview of the symptoms, main pathophysiology, and potential interventions of the five proposed subtypes of the postCOVID‐19 syndrome (PCS)"	34888989	CustomKB
GNBR::T::Compound:Disease	Pulmonary Fibrosis	Disease	MONDO:0002771	Pirfenidone	Compound	DrugBank:DB04951	" TABLE 2 An overview of the symptoms, main pathophysiology, and potential interventions of the five proposed subtypes of the postCOVID‐19 syndrome (PCS)"	34888989	CustomKB
GNBR::T::Compound:Disease	Pulmonary Fibrosis	Disease	MONDO:0002771	Acetylcholine	Compound	DrugBank:DB03128	"TABLE 2 An overview of the symptoms, main pathophysiology, and potential interventions of the five proposed subtypes of the postCOVID‐19 syndrome (PCS)"	34888989	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Fenofibrate	Compound	DrugBank:DB01039	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Naltrexone	Compound	DrugBank:DB00704	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493	CustomKB
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Metformin	Compound	DrugBank:DB00331	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493	CustomKB
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Fenofibrate	Compound	DrugBank:DB01039	" Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493	CustomKB
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Naltrexone	Compound	DrugBank:DB00704	"Other drugs being studied for use in ME/CFS or Long COVID include metformin , fenofibrate (which is somewhat protective against reperfusion injury, and low-dose naltrexone."	36043493	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Ergothioneine	Compound	MESH:D004880	"Consequently, ergothioneine has been proposed as a suitable antioxidant for use in COVID-19 amelioration."	36043493	CustomKB
GNBR::T::Compound:Disease	chronic fatigue syndrome	Disease	MONDO:0005404	Hydrocortisone	Compound	DrugBank:DB00741	Low levels of cortisol have also been reported for myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) and treatment with hydrocortisone is reported to elicit modest improvement in symptoms.	35982667	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Butyrates	Compound	MESH:C475595	"Considering the role of microbiomederived butyrate in the gut–microbiota–brain axis , it is possible that butyrate could be a potential therapeutic short-chain fatty acids for long COVID."	37402856	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Fluvoxamine	Compound	DrugBank:DB00176	It is proposed that the potent sigma-1 receptor agonist fluvoxamine [a selective serotonin reuptake inhibitor (SSRI)] may be a potential therapeutic drug for long COVID.	37402856	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Clopidogrel	Compound	DrugBank:DB00758	Long COVID patients might be treated by one month of dual antiplatelet therapy (DAPT) (Clopidogrel 75 mg/Aspirin 75 mg) once a day.	35195253	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Nitroaspirin	Compound	DrugBank:DB12445	 Long COVID patients might be treated by one month of dual antiplatelet therapy (DAPT) (Clopidogrel 75 mg/Aspirin 75 mg) once a day.	35195253	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Pantoprazole	Compound	DrugBank:DB00213	Long COVID patients might be treated by one month of a proton pump inhibitor (PPI) (e.g. pantoprazole 40 mg/day for gastric protection).	35195253	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Omega-3 fatty acids	Compound	DrugBank:DB11133	Long chain omega-3 polyunsaturated fatty acids (omega-3 PUFAs) has therefore been suggested to deal with Long COVID.	35390469	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Ganciclovir	Compound	DrugBank:DB01004	"Ganciclovir, which inhibits replication of EBV and cytomegalovirus, has the potential to treat Long COVID."	35912863	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Amitriptyline	Compound	DrugBank:DB00321	"Treatment with amitriptyline can also help improve sleep quality, which can be particularly useful as long COVID headache is often accompanied by sleep disruptions."	35915417	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Indomethacin	Compound	DrugBank:DB00328	"Indomethacin(50  mg, BID) is effective in patients with long COVID headache."	35915417	CustomKB
GNBR::T::Compound:Disease	Postural Orthostatic Tachycardia Syndrome	Disease	MONDO:0011479	Ivabradine	Compound	DrugBank:DB09083	Betablockers and ivabradine were proposed in patients with post-orthostatic tachycardia syndrome (POTS). 	35647070	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	Etanercept	Compound	DrugBank:DB00005	Etanercept has already been proposed as an argument for reversing the neurological aspects of long COVID-1962 and post-cerebral malaria cognitive impairment.	35174650	CustomKB
GNBR::T::Compound:Disease	long COVID	Disease	MONDO:0100233	zinc chloride	Compound	DrugBank:DB14533	These results suggest that EAT has potential as a novel method for long COVID treatment.	35632649	CustomKB
GNBR::T::Compound:Disease	ME/CFS	Disease	MONDO:0005404	zinc chloride	Compound	DrugBank:DB14533	These results suggest that EAT has potential as a novel method for long COVID treatment.	35632649	CustomKB
GNBR::X::Gene:Disease	bioactive 2-5A synthetase	Gene	ENTREZ:4938	CFS	Disease	MONDO:0005404	"The 2-5A synthetase/RNase L pathway in CFS patients appears to be both up-regulated (i.e. increased levels of bioactive 2-5A synthetase and increased activity of the RNase L enzyme) and deregulated (elastase and calpain initiate 83 kDa RNase L proteolysis, generating two major fragments with molecular masses of 37 and 30 kDa, respectively)."	16277015	CustomKB
Hetionet::CrC::Compound:Compound	Oxaloacetate Ion	Compound	DrugBank:DB02637	AMPK Signaling	Pathway	WikiPathways:WP1403	Oxaloacetate has been shown to increase glucose uptake in trials with diabetic patients and Alzheimer’s patients providing a mechanism to increase the amount of fuel available for cellular functions.	35764955	CustomKB
Hetionet::CrC::Compound:Compound	Oxaloacetate Ion	Compound	DrugBank:DB02637	Hydrogen peroxide	Compound	DrugBank:DB11091	"Oxaloacetate is a powerful antioxidant, reducing both thiobarbituric acid and hydrogen peroxide in the brain"	35764955	CustomKB
Hetionet::CrC::Compound:Compound	Oxaloacetate Ion	Compound	DrugBank:DB02637	Kainic Acid	Compound	MESH:D007608	Oxaloacetate also protects mitochondrial DNA from damage from agents such as Kainic acid.	35764955	CustomKB
Hetionet::CrC::Compound:Compound	Magnesium	Compound	DrugBank:DB14513	Vitamin D	Compound	DrugBank:DB11094	"Magnesium is necessary for the biosynthesis, transport, and activation of vitamin D."	35454144	CustomKB
Hetionet::CrC::Compound:Compound	Selenium	Compound	DrugBank:DB11135	Selenocysteine	Compound	DrugBank:DB02345	"Dietary selenium is converted in the body into aminoacid selenocysteine, which is important component of the antioxidant defense systems."	35454144	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	S100PBP	Gene	ENTREZ:64766	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	ATP9A	Gene	ENTREZ:10079	 Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	KCNB1	Gene	ENTREZ:3745	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	CLOCK	Gene	ENTREZ:9575	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	SLC15A4	Gene	ENTREZ:121260	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	TMEM232	Gene	ENTREZ:642987	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	GPC5	Gene	ENTREZ:2262	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	PHACTR2	Gene	ENTREZ:9749	 Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	AKAP1	Gene	ENTREZ:8165	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	USP6NL	Gene	ENTREZ:9712	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	CDON	Gene	ENTREZ:50937	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	INSR	Gene	ENTREZ:3643	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	SULF2	Gene	ENTREZ:55959	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DaG::Disease:Gene	chronic fatigue syndrome	Disease	MONDO:0005404	SLC6A11	Gene	ENTREZ:6538	Combinatorial analysis revealed 199 SNPs mapping to 14 genes that were significantly associated with 91% of the cases in the ME/CFS population.	36517845	CustomKB
Hetionet::DdG::Disease:Gene	IL-10	Gene	ENTREZ:3586	CFS/ME	Disease	MONDO:0005404	"Of the 27 cytokines examined, only IL-10 was significantly reduced in the CFS/ME patients in comparison to the controls."	25834308	CustomKB
Hetionet::DdG::Disease:Gene	IL-7	Gene	ENTREZ:3574	ME/CFS	Disease	MONDO:0005404	"In combination with previous data, our work suggests that the clustered reduction of IL-7, IL-16 and VEGF-A may have physiological relevance to ME/CFS disease."	26615570	CustomKB
Hetionet::DdG::Disease:Gene	IL-16	Gene	ENTREZ:3603	ME/CFS	Disease	MONDO:0005404	"In combination with previous data, our work suggests that the clustered reduction of IL-7, IL-16 and VEGF-A may have physiological relevance to ME/CFS disease."	26615570	CustomKB
Hetionet::DdG::Disease:Gene	VEGF-A	Gene	ENTREZ:7422	ME/CFS	Disease	MONDO:0005404	"In combination with previous data, our work suggests that the clustered reduction of IL-7, IL-16 and VEGF-A may have physiological relevance to ME/CFS disease."	26615570	CustomKB
Hetionet::DdG::Disease:Gene	Long-Covid	Disease	MONDO:0100233	neurotransmitter autoantibodies	Gene	ENTREZ:6532	"In patients that reported a significant improvement following two cycles of therapeutic apheresis, there was a significant reduction in neurotransmitter autoantibodies, lipids, and inflammatory markers."	37131073	CustomKB
Hetionet::DdG::Disease:Gene	fibrinogen	Gene	ENTREZ:2244	Long-Covid	Disease	MONDO:0100233	"In patients that reported a significant improvement following two cycles of therapeutic apheresis, there was a significant reduction in neurotransmitter autoantibodies, lipids, and inflammatory markers."	37131073	CustomKB
Hetionet::DdG::Disease:Gene	elastase	Gene	ENTREZ:1991	CFS	Disease	MONDO:0005404	"The 2-5A synthetase/RNase L pathway in CFS patients appears to be both up-regulated (i.e. increased levels of bioactive 2-5A synthetase and increased activity of the RNase L enzyme) and deregulated (elastase and calpain initiate 83 kDa RNase L proteolysis, generating two major fragments with molecular masses of 37 and 30 kDa, respectively)."	16277015	CustomKB
Hetionet::DdG::Disease:Gene	granulocyte-macrophage colony-stimulating factor	Gene	ENTREZ:1437	chronic fatigue syndrome	Disease	MONDO:0005404	levels of granulocyte-macrophage colony-stimulating factor were lower in patients than controls	15642984	CustomKB
Hetionet::DlA::Disease:Anatomy	muscle	Anatomy	MESH:D009132	ME/CFS	Disease	MONDO:0005404	"In ME/CFS patients, severe alterations of the muscle excitability, the redox status, as well as the CD26-expression level are correlated with a marked impairment of the quality-of-life."	27580693	CustomKB
Hetionet::DlA::Disease:Anatomy	pituitary gland	Anatomy	MESH:D010902	Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS)	Disease	MONDO:0005404	suppression of the pituitary gland's pulsatile secretion of tropic hormones	33585528	CustomKB
Hetionet::DlA::Disease:Anatomy	lungs	Anatomy	MESH:D008168	long COVID	Disease	MONDO:0100233	"Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms."	34175230	CustomKB
Hetionet::DlA::Disease:Anatomy	heart	Anatomy	MESH:D006321	long COVID	Disease	MONDO:0100233	"Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms."	34175230	CustomKB
Hetionet::DlA::Disease:Anatomy	kidneys	Anatomy	MESH:D007668	long COVID	Disease	MONDO:0100233	"Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms."	34175230	CustomKB
Hetionet::DlA::Disease:Anatomy	brain	Anatomy	MESH:D001921	long COVID	Disease	MONDO:0100233	"Postacute sequelae of SARS-CoV-2 infection (PASC) include injury to the lungs, heart, kidneys, and brain that may produce a variety of symptoms."	34175230	CustomKB
Hetionet::DlA::Disease:Anatomy	hypertension	Disease	MONDO:0005044	Pulmonary	Anatomy	MESH:D008168	"Pulmonary structural changes such as hypertension, embolism and fibrosis are common in long COVID."	35449732	CustomKB
Hetionet::DlA::Disease:Anatomy	Pulmonary	Anatomy	MESH:D008168	long COVID	Disease	MONDO:0100233	"Pulmonary structural changes such as hypertension, embolism and fibrosis are common in long COVID."	35449732	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	female gonad	Anatomy	UBERON:0000992	"LC may be associated with disruptions to the menstrual cycle, gonadal function, ovarian insufficiency, premature menopause, and fertility problems."	37234076	CustomKB
Hetionet::DlA::Disease:Anatomy	chronic fatigue syndrome	Disease	MONDO:0005404	kidney	Anatomy	UBERON:0002113	"CFS is a unique disorder in that it is often a multisystem disorder, causing direct damage to major organs such as the kidney, heart, and lungs [2]."	37128534	CustomKB
Hetionet::DlA::Disease:Anatomy	chronic fatigue syndrome	Disease	MONDO:0005404	heart	Anatomy	UBERON:0000948	"CFS is a unique disorder in that it is often a multisystem disorder, causing direct damage to major organs such as the kidney, heart, and lungs [2]."	37128534	CustomKB
Hetionet::DlA::Disease:Anatomy	chronic fatigue syndrome	Disease	MONDO:0005404	lung	Anatomy	UBERON:0002048	"CFS is a unique disorder in that it is often a multisystem disorder, causing direct damage to major organs such as the kidney, heart, and lungs [2]."	37128534	CustomKB
Hetionet::DlA::Disease:Anatomy	chronic fatigue syndrome	Disease	MONDO:0005404	brainstem	Anatomy	UBERON:0002298	Our study demonstrated an abnormal brainstem volume in both ME/CFS and long COVID consistent with the overlapping symptoms.	36937672	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	brainstem	Anatomy	UBERON:0002298	Our study demonstrated an abnormal brainstem volume in both ME/CFS and long COVID consistent with the overlapping symptoms.	36937672	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	ear	Anatomy	UBERON:0001690	"Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain)."	34888989	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	nose	Anatomy	UBERON:0000004	"Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain)."	34888989	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	muscle tissue	Anatomy	UBERON:0002385	" Multiple organ systems are affected, such as psychological or psychiatric (insomnia, anxiety and depression), neurological (cognitive impairments involving memory and concentration, headache, dizziness and peripheral neuropathy), ear, nose, and throat (rhinorrhoea, smell and taste alterations, earache, tinnitus, cough, and sore throat), respiratory (dyspnoea and cough), cardiovascular (chest pain, palpitations and tachycardia), gastrointestinal (abdominal pain, nausea and diarrhoea), generalised (chills, pain and fever) and musculoskeletal (fatigue, myalgia and joint pain)."	34888989	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	brainstem	Anatomy	UBERON:0002298	"The proposed PET metabolic pattern is easily identified upon visual interpretation in clinical routine for approximately one half of patients with suspected neurological long COVID, requiring special consideration for frontobasal paramedian regions, the brainstem and the cerebellum."	35320385	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	cerebellum	Anatomy	UBERON:0002037	"The proposed PET metabolic pattern is easily identified upon visual interpretation in clinical routine for approximately one half of patients with suspected neurological long COVID, requiring special consideration for frontobasal paramedian regions, the brainstem and the cerebellum."	35320385	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	vagus nerve	Anatomy	UBERON:0001759	"Given the crucial role of the vagus nerve in the gut–brain axis, the author proposes that VNS could be a potential therapeutic approach for long COVID through its potent antiinflammatory activity."	37402856	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	pons	Anatomy	UBERON:0000988	The main interesting finding of these cases is that long COVID marked by cognitive complaints and deficits can be associated at least with hypometabolic regions of the brainstem and more especially of the pons.	35290729	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	cerebellar cortex	Anatomy	UBERON:0002129	"In addition, we have recently shown that, in long COVID patients, cognitive impairment in hospitalized and non-hospitalized individuals could be associated with hypometabolic areas of the cingulate cortex without affecting the brainstem."	35290729	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	locus ceruleus	Anatomy	UBERON:0002148	"In conclusion, these findings could suggest that cognitive deficits observed in these Long COVID patients could partly originate from the dysfunction of the locus coeruleus."	35290729	CustomKB
Hetionet::DlA::Disease:Anatomy	long COVID	Disease	MONDO:0100233	trigeminal nerve	Anatomy	UBERON:0001645	Activation of the trigeminal nerve is thought to be responsible for the symptoms of Long COVID headache.	35915417	CustomKB
Hetionet::DlA::Disease:Anatomy	trigeminovascular	Anatomy	UBERON:0001645	Long COVID headache	Symptom	SYMP:0000504	Persistent activation of the immune system and trigeminovascular activation are thought to play a role.	35915417	CustomKB
Hetionet::DpS::Disease:Symptom	neurovascular dysregulation	Disease	MONDO:0043218	acute exercise intolerance	Symptom	SYMP:0019176	We suggest that treatable neurovascular dysregulation underlies acute exercise intolerance in ME/CFS.	35526605	CustomKB
Hetionet::DpS::Disease:Symptom	chronic fatigue syndrome	Disease	MONDO:0005404	Orthostatic Intolerance	Symptom	MESH:D054971	"The new criteria require substantial impairment in function accompanied by fatigue, PEM, unrefreshing sleep, and either cognitive impairment or orthostatic intolerance."	34454716	CustomKB
Hetionet::DpS::Disease:Symptom	long COVID	Disease	MONDO:0100233	Fatigue	Symptom	SYMP:0019177	"These symptoms include fatigue, cognitive problems, headaches, disrupted sleep, myalgias and arthralgias, post-exertional malaise, orthostatic intolerance, tachyarrhythmias and gastrointestinal complaints such as diarrhea."	37342500	CustomKB
Hetionet::DpS::Disease:Symptom	long COVID	Disease	MONDO:0100233	Diarrhea	Symptom	SYMP:0000570	"These symptoms include fatigue, cognitive problems, headaches, disrupted sleep, myalgias and arthralgias, post-exertional malaise, orthostatic intolerance, tachyarrhythmias and gastrointestinal complaints such as diarrhea."	37342500	CustomKB
Hetionet::DpS::Disease:Symptom	long COVID	Disease	MONDO:0100233	Orthostatic Intolerance	Symptom	MESH:D054971	"These symptoms include fatigue, cognitive problems, headaches, disrupted sleep, myalgias and arthralgias, post-exertional malaise, orthostatic intolerance, tachyarrhythmias and gastrointestinal complaints such as diarrhea."	37342500	CustomKB
