source_id	ttd_source_id	source_name	target_id	target_name	ttd_target_id	source_type	target_type	relation_type	resource
SYMBOL:KIR2DL2	T54902	KIR2DL2	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRNA2-CHRNA3	T54931	CHRNA2-CHRNA3	ICD-11:DB61-GB90	Thrombosis	ICD-11:DB61-GB90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T54940		ICD-11:1F40-1F45	Malaria	ICD-11:1F40-1F45	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T55012		ICD-11:BC81	Supraventricular tachyarrhythmia	ICD-11:BC81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ASIC1	T55094	ASIC1	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PPM1A	T55260	PPM1A	ICD-11:1E76	Molluscum contagiosum	ICD-11:1E76	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T55269		ICD-11:BC9Z	Cardiac arrhythmia	ICD-11:BC9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DLL4	T55273	DLL4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GLRA1	T55285	GLRA1	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GLRA2	T55285	GLRA2	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GLRA3	T55285	GLRA3	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GLRA4	T55285	GLRA4	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GLRB	T55285	GLRB	ICD-11:ND56	Unspecific body region injury	ICD-11:ND56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGA2	T55293	ITGA2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NPPB	T55302	NPPB	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T55352		ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IRAK4	T55398	IRAK4	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIF1A	T55610	HIF1A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T55643		ICD-11:1C1C	Meningococcal disease	ICD-11:1C1C	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CFTR	T55654	CFTR	ICD-11:1A2Z	Viral intestinal infection	ICD-11:1A2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LIPE	T55689	LIPE	ICD-11:1G00	Pediculosis	ICD-11:1G00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RBP4	T55703	RBP4	ICD-11:9B70	Inherited retinal dystrophy	ICD-11:9B70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHKA	T55709	CHKA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAPK11	T55729	MAPK11	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MERTK	T55781	MERTK	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRNA2	T55815	CHRNA2	ICD-11:MB47	Tonus and reflex abnormality	ICD-11:MB47	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TNFSF4	T55860	TNFSF4	ICD-11:2C92	Ureteral cancer	ICD-11:2C92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AMD1	T55922	AMD1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MycB pssA	T55936	MycB pssA	ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC6A3	T55959	SLC6A3	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:UCHL1	T56051	UCHL1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LSS	T56175	LSS	ICD-11:BD40	Arterial occlusive disease	ICD-11:BD40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TPP1	T56262	TPP1	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IAPP	T56269	IAPP	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL11	T56308	IL11	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CXCL9	T56349	CXCL9	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC44A4	T56362	SLC44A4	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD19	T56365	CD19	ICD-11:4A42	Systemic sclerosis	ICD-11:4A42	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T56367		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ALK	T56418	ALK	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BCL2L1	T56510	BCL2L1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HBV RT	T56518	HBV RT	ICD-11:1E50-1E51	Hepatitis virus infection	ICD-11:1E50-1E51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:APOA1	T56545	APOA1	ICD-11:BA41-BA43	Myocardial infarction	ICD-11:BA41-BA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ABCG2	T56556	ABCG2	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRIN2D	T56588	GRIN2D	ICD-11:8A20-8A23	Neurodegenerative disorder	ICD-11:8A20-8A23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TPP2	T56625	TPP2	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DKK1	T56697	DKK1	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Vibrio tcpN	T56824	Vibrio tcpN	ICD-11:CA40	Pneumonia	ICD-11:CA40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV PR	T56915	HIV PR	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CXCR2	T56923	CXCR2	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GPA33	T57001	GPA33	ICD-11:2B91	Colorectal cancer	ICD-11:2B91	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ICAM1	T57011	ICAM1	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PTPRB	T57034	PTPRB	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:E2F1	T57059	E2F1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CMV DNA polymerase mRNA	T57211	CMV DNA polymerase mRNA	ICD-11:1D82	Cytomegaloviral disease	ICD-11:1D82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EPHA2	T57278	EPHA2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T57361		ICD-11:9B74	Retinal vascular occlusion	ICD-11:9B74	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV rev mRNA	T57364	HIV rev mRNA	ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP2D6	T57392	CYP2D6	ICD-11:8A80	Migraine	ICD-11:8A80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T57585		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Influ PB2	T57654	Influ PB2	ICD-11:1E30-1E32	Influenza	ICD-11:1E30-1E32	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GUCY1A1	T57680	GUCY1A1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GUCY1B1	T57680	GUCY1B1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIT	T57700	KIT	ICD-11:QB63	Transplanted organ/tissue	ICD-11:QB63	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAGEC2	T57718	MAGEC2	ICD-11:2C25	Lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAGEA6	T57941	MAGEA6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CASP3	T57943	CASP3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc def	T58093	Stap-coc def	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T58184		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD80	T58238	CD80	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ENTPD1	T58298	ENTPD1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDK7	T58449	CDK7	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FGFR2	T58454	FGFR2	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCNA2	T58470	CCNA2	ICD-11:2D02	Retina cancer	ICD-11:2D02	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VEGFA	T58479	VEGFA	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TRPV3	T58496	TRPV3	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BDKRB1	T58589	BDKRB1	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PABPC1	T58679	PABPC1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SMPD4	T58716	SMPD4	ICD-11:6A70-6A7Z	Depression	ICD-11:6A70-6A7Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SCN8A	T58741	SCN8A	ICD-11:8A62	Epileptic encephalopathy	ICD-11:8A62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MTOR-RPTORA-MLST8-KT1S1-DEPTOR	T58772	MTOR-RPTORA-MLST8-KT1S1-DEPTOR	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T58902		ICD-11:8A20	Alzheimer disease	ICD-11:8A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TRH	T58920	TRH	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PPARG	T58921	PPARG	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAPK1	T58970	MAPK1	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:OPRD1	T58992	OPRD1	ICD-11:6C4Z	Unspecific substance use disorder	ICD-11:6C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T58998		ICD-11:2C80	Testicular cancer	ICD-11:2C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FCGR3A	T59001	FCGR3A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ABAT	T59045	ABAT	ICD-11:6C4Z	Unspecific substance use disorder	ICD-11:6C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP11B2	T59056	CYP11B2	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDGFRB	T59102	PDGFRB	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD58	T59122	CD58	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T59174		ICD-11:BA41-BA43	Myocardial infarction	ICD-11:BA41-BA43	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PRKCZ	T59190	PRKCZ	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PLK1	T59273	PLK1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EGFR	T59328	EGFR	ICD-11:2C93	Urethral cancer	ICD-11:2C93	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SGCB	T59382	SGCB	ICD-11:8C70	Muscular dystrophy	ICD-11:8C70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KRAS	T59463	KRAS	ICD-11:2C10	Pancreatic cancer	ICD-11:2C10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KRAS	T59480	KRAS	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGF2R	T59550	IGF2R	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:McyB dprE1	T59554	McyB dprE1	ICD-11:1B10-1B21	Mycobacterium infection	ICD-11:1B10-1B21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GHSR	T59604	GHSR	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LTB4R	T59626	LTB4R	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDCD1	T59631	PDCD1	ICD-11:2C72	Uterine ligament/parametrium/uterine adnexa neoplasm	ICD-11:2C72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PLK2	T59654	PLK2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR4	T59679	HTR4	ICD-11:BC81	Supraventricular tachyarrhythmia	ICD-11:BC81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MECP2	T59686	MECP2	ICD-11:LD90	Intellectual development disorder	ICD-11:LD90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FZD10	T59702	FZD10	ICD-11:2B5A	Synovial sarcoma	ICD-11:2B5A	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FHIT	T59720	FHIT	ICD-11:MD90	Nausea/vomiting	ICD-11:MD90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T59735		ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PPP1CA	T59845	PPP1CA	ICD-11:1E76	Molluscum contagiosum	ICD-11:1E76	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T59870		ICD-11:5C80	Hyper-lipoproteinaemia	ICD-11:5C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AVPR1B	T59881	AVPR1B	ICD-11:5C72	Hypo-osmolality/hyponatraemia	ICD-11:5C72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T59909		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TYMP	T59929	TYMP	ICD-11:6A70-6A7Z	Depression	ICD-11:6A70-6A7Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T59955		ICD-11:QA21	Contraceptive management	ICD-11:QA21	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RXRB	T60077	RXRB	ICD-11:2B57	Kaposi sarcoma	ICD-11:2B57	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T60136		ICD-11:8A61-8A6Z	Epilepsy/seizure	ICD-11:8A61-8A6Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GCGR	T60182	GCGR	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BMPR2	T60213	BMPR2	ICD-11:NB92	Urinary/pelvic organs injury	ICD-11:NB92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T60345		ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T60348		ICD-11:EK90	Epidermal dysplasias	ICD-11:EK90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ODC1	T60366	ODC1	ICD-11:1D51-1F53	Trypanosomiasis	ICD-11:1D51-1F53	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CD1A	T60433	CD1A	ICD-11:EA80	Atopic eczema	ICD-11:EA80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GP6	T60514	GP6	ICD-11:8B11	Cerebral ischaemic stroke	ICD-11:8B11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SELL	T60526	SELL	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PTGS1	T60529	PTGS1	ICD-11:4A44	Vasculitis	ICD-11:4A44	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV tat mRNA	T60568	HIV tat mRNA	ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TSHR	T60606	TSHR	ICD-11:2D10	Thyroid cancer	ICD-11:2D10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T60628		ICD-11:2B33	Malignant haematopoietic neoplasm	ICD-11:2B33	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RET	T60631	RET	ICD-11:2D10	Thyroid cancer	ICD-11:2D10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:OGDH	T60636	OGDH	ICD-11:2C10	Pancreatic cancer	ICD-11:2C10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:OPRK1	T60693	OPRK1	ICD-11:6C4Z	Unspecific substance use disorder	ICD-11:6C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:C5	T60708	C5	ICD-11:3B65	Thrombotic microangiopathy	ICD-11:3B65	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SOST	T60724	SOST	ICD-11:LD24	Skeletal anomaly	ICD-11:LD24	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T60810		ICD-11:1C12	Whooping cough	ICD-11:1C12	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AKR1C3	T60857	AKR1C3	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGF1	T60930	IGF1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CNTFR	T61033	CNTFR	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T61052		ICD-11:GA34	Female pelvic pain	ICD-11:GA34	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Malaria fabG	T61317	Malaria fabG	ICD-11:DB93	Hepatic fibrosis/cirrhosis	ICD-11:DB93	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GAA	T61339	GAA	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GANAB	T61339	GANAB	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GANC	T61339	GANC	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DHODH	T61400	DHODH	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T61484		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MELK	T61518	MELK	ICD-11:2A20	Myeloproliferative neoplasm	ICD-11:2A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SP1	T61544	SP1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc MntC	T61547	Stap-coc MntC	ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GUCY1B1	T61581	GUCY1B1	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:REN	T61622	REN	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RARB	T61657	RARB	ICD-11:2A90	Mature T-cell lymphoma	ICD-11:2A90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:XIAP	T61683	XIAP	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BIRC2	T61683	BIRC2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BIRC3	T61683	BIRC3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NAIP	T61683	NAIP	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BIRC5	T61683	BIRC5	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BIRC7	T61683	BIRC7	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL2	T61698	IL2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
