id,name,label,resource,accession_numbers,cas_number,unii,synonyms,inchi_key
DrugBank:DB08827,Lomitapide,Compound,DrugBank,,182431-12-5,82KUB0583F,Lomitapida|Lomitapide|Lomitapidum,MBBCVAKAJPKAKM-UHFFFAOYSA-N
DrugBank:DB08828,Vismodegib,Compound,DrugBank,,879085-55-9,25X868M3DS,Vismodegib|Vismodégib|Vismodegibum,BPQMGSKTAYIVFO-UHFFFAOYSA-N
DrugBank:DB08830,Dehydroascorbic acid,Compound,DrugBank,,490-83-5,Y2Z3ZTP9UM,"dehydro-L-ascorbic acid|DHAA|L-dehydroascorbate|L-dehydroascorbic acid|L-threo-2,3-hexodiulosonic acid, γ-lactone|L-threo-hexo-2,3-diulosono-1,4-lactone|Oxidized ascorbic acid|Oxidized vitamin C",SBJKKFFYIZUCET-JLAZNSOCSA-N
DrugBank:DB08831,2-deoxyglucose,Compound,DrugBank,,154-17-6,9G2MP84A8W,2-Deoxy-D-arabino-hexose|2-deoxy-D-glucose|2-DG|D-arabino-2-desoxyhexose,VRYALKFFQXWPIH-PBXRRBTRSA-N
DrugBank:DB08833,Taurochenodeoxycholic acid,Compound,DrugBank,,516-35-8,651KU15938,Chenodeoxycholoyltaurine|Taurine chenodeoxycholate|Taurochenodeoxycholate|Taurochenodeoxycholic acid,BHTRKEVKTKCXOH-BJLOMENOSA-N
DrugBank:DB08834,Tauroursodeoxycholic acid,Compound,DrugBank,,14605-22-2,60EUX8MN5X,Tauroursodeoxycholate|Tauroursodesoxycholic acid|TUDCA|Ursodeoxycholyltaurine,BHTRKEVKTKCXOH-LBSADWJPSA-N
DrugBank:DB08835,Spaglumic Acid,Compound,DrugBank,,4910-46-7,X81L78B3RB,N-Acetyl-L-β-aspartyl-L-glutamic acid,GUCKKCMJTSNWCU-BQBZGAKWSA-N
DrugBank:DB08836,Temocapril,Compound,DrugBank,,111902-57-9,18IZ008EU6,Temocaprilum,FIQOFIRCTOWDOW-BJLQDIEVSA-N
DrugBank:DB08837,Tetraethylammonium,Compound,DrugBank,,66-40-0,5AV7G7EIEE,,CBXCPBUEXACCNR-UHFFFAOYSA-N
DrugBank:DB08838,Agmatine,Compound,DrugBank,,306-60-5,70J407ZL5Q,(4-aminobutyl) guanidine|(4-aminobutyl)guanidine|1-amino-4-guanidobutane|N-(4-aminobutyl)guanidine,QYPPJABKJHAVHS-UHFFFAOYSA-N
DrugBank:DB08839,Serotonin,Compound,DrugBank,,50-67-9,333DO1RDJY,3-(2-Aminoethyl)-1H-indol-5-ol|5-HT|5-Hydroxytryptamine|Enteramine|sérotonine|thrombocytin|thrombotonin,QZAYGJVTTNCVMB-UHFFFAOYSA-N
DrugBank:DB08840,N-methylnicotinamide,Compound,DrugBank,,114-33-0,X3I82S5L8I,3-(Methylcarbamoyl)pyridine|3-(N-Methylcarbamoyl)pyridine|N-Methyl nicotineamide|N-Methyl-3-pyridinecarboxamide|N-methylpyridine-3-carboxamide|Nicotinic acid methylamide|Nicotinyl methylamide,ZYVXHFWBYUDDBM-UHFFFAOYSA-N
DrugBank:DB08841,Tyramine,Compound,DrugBank,,51-67-2,X8ZC7V0OX3,,DZGWFCGJZKJUFP-UHFFFAOYSA-N
DrugBank:DB08842,Acetylcarnitine,Compound,DrugBank,,3040-38-8,6DH1W9VH8Q,acetyl-L-carnitine|O-acetyl-L-carnitine |O-Acetylcarnitine,RDHQFKQIGNGIED-MRVPVSSYSA-N
DrugBank:DB08843,GS 0573,Compound,DrugBank,,113852-41-8,5EX1YUR4DH,"9-(2-phosphonylmethoxyethyl)-2,6-diaminopurine",XHXFQGAZAVKMFF-UHFFFAOYSA-N
DrugBank:DB08844,Uric acid,Compound,DrugBank,DB01696|EXPT03202,69-93-2,268B43MJ25,"2,6,8-trihydroxypurine|2,6,8-trioxopurine|2,6,8-trioxypurine|7,9-dihydro-1H-purine-2,6,8(3H)-trione|Lithic acid|Purine-2,6,8(1H,3H,9H)-trione|Urate|Uricum acidum",LEHOTFFKMJEONL-UHFFFAOYSA-N
DrugBank:DB08845,Oxogluric acid,Compound,DrugBank,DB02926|DB03806|EXPT00137,328-50-7,8ID597Z82X,2-Ketoglutaric acid|2-oxoglutaric acid|2-oxopentanedioic acid|alpha-Ketoglutaric acid|Ketoglutaric acid|Oxoglurate|α-Ketoglutarate,KPGXRSRHYNQIFN-UHFFFAOYSA-N
DrugBank:DB08846,Ellagic acid,Compound,DrugBank,DB08468,476-66-4,19YRN3ZS9P,"2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione|ácido elágico|Ellagic acid",AFSDNFLWKVMVRB-UHFFFAOYSA-N
DrugBank:DB08847,Hydroxyproline,Compound,DrugBank,,51-35-4,RMB44WO89X,trans-4-Hydroxy-L-proline|trans-L-Hydroxyproline,PMMYEEVYMWASQN-DMTCNVIQSA-N
DrugBank:DB08848,Guvacine,Compound,DrugBank,,498-96-4,41538P325K,,QTDZOWFRBNTPQR-UHFFFAOYSA-N
DrugBank:DB08849,Nipecotic acid,Compound,DrugBank,,498-95-3,2635N2PS4Q,,XJLSEXAGTJCILF-YFKPBYRVSA-N
DrugBank:DB08855,Leukotriene C4,Compound,DrugBank,,72025-60-6,2CU6TT9V48,"(R-(R*,S*-(E,E,Z,Z)))-N-(S-(1-(4-Carboxy-1-hydroxybutyl)-2,4,6,9-pentadecatetraenyl)-N-L-gamma-glutamyl-L-cysteinyl)glycine|L-γ-glutamyl-S-[(1R,2E,4E,6Z,9Z)-1-[(1S)-4-carboxy-1-hydroxybutyl]pentadeca-2,4,6,9-tetraen-1-yl]-L-cysteinylglycine|LTC (sub 4)|LTC4",GWNVDXQDILPJIG-NXOLIXFESA-N
DrugBank:DB08856,DADLE,Compound,DrugBank,,63631-40-3,HB4QD9GL6F,"[D-Ala2, D-Leu5]-Enkephalin|H-Tyr-D-Ala-Gly-Phe-D-Leu|L-Tyrosyl-D-alanylglycyl-L-phenylalanyl-D-leucine",ZHUJMSMQIPIPTF-IBURTVSXSA-N
DrugBank:DB08857,Bamet-UD2,Compound,DrugBank,,,,,
DrugBank:DB08858,cis-Diamminechlorocholylglycinateplatinum(II),Compound,DrugBank,,191595-91-2,,,RUGJYCHQQOPHCW-UHFFFAOYSA-L
DrugBank:DB08860,Pitavastatin,Compound,DrugBank,DB06514,147511-69-1,M5681Q5F9P,Pitavastatia|Pitavastatin|Pitavastatina|Pitavastatine|Pitavastatinum,VGYFMXBACGZSIL-MCBHFWOFSA-N
DrugBank:DB08861,DPDPE,Compound,DrugBank,,88373-73-3,,"(D-Pen2,D-Pen5)-Enkephalin|[D-Pen2-D-Pen5]-enkephaline|2,5-Pen-enkephalin|cyclo-[D-Pen2,5]-enkephalin|D-penicillamine-(2,5)-enkephalin|L-tyrosyl-3-mercapto-D-valylglycyl-L-phenylalanyl-3-mercapto-D-valine, cyclic (2-5)-disulfide",MCMMCRYPQBNCPH-WMIMKTLMSA-N
DrugBank:DB08862,Cholecystokinin,Compound,DrugBank,,9011-97-6,00XI8W60QF,CCK-PZ|Human CCK-33|Human cholecystokinin-33|Pancreozymin,
DrugBank:DB08864,Rilpivirine,Compound,DrugBank,DB05083|DB08592,500287-72-9,FI96A8X663,"4-{[4-({4-[(E)-2-cyanovinyl]-2,6-dimethylphenyl}amino)pyrimidin-2-yl]amino}benzonitrile|Rilpivirina|Rilpivirine",YIBOMRUWOWDFLG-ONEGZZNKSA-N
DrugBank:DB08865,Crizotinib,Compound,DrugBank,DB08700,877399-52-5,53AH36668S,(R)-crizotinib|Crizotinib|Crizotinibum,KTEIFNKAUNYNJU-GFCCVEGCSA-N
DrugBank:DB08867,Ulipristal,Compound,DrugBank,DB05366,159811-51-5,6J5J15Q2X8,Ulipristal,HKDLNTKNLJPAIY-WKWWZUSTSA-N
DrugBank:DB08868,Fingolimod,Compound,DrugBank,,162359-55-9,3QN8BYN5QF,Fingolimod|Fingolimodum,KKGQTZUTZRNORY-UHFFFAOYSA-N
DrugBank:DB08869,Tesamorelin,Compound,DrugBank,,218949-48-5,MQG94M5EEO,GHRH(1-44)|N-[(3E)-1-oxo-3-hexenyl]Somatoliberin (human pancreatic islet)|Tesamorelin,LAJJBLZKAIOLRM-YHAVXTEWSA-N
DrugBank:DB08870,Brentuximab vedotin,Compound,DrugBank,DB06028|DB16382,914088-09-8,7XL5ISS668,"Brentuximab|Brentuximab vedotin|Brentuximab vedotin brentuximab|Brentuximab vedotina|cAC10-vcMMAE|Moab, chimeric, SGN-30, to CD30 antigen|Monoclonal antibody SGN-30",
DrugBank:DB08871,Eribulin,Compound,DrugBank,DB04940,253128-41-5,LR24G6354G,Eribulin|Eribulina,UFNVPOGXISZXJD-JBQZKEIOSA-N
DrugBank:DB08872,Gabapentin enacarbil,Compound,DrugBank,DB04922,478296-72-9,75OCL1SPBQ,Gabapentin enacarbil|Gabapentina enacarbilo|Gabapentine enacarbil|Gabapentinum enacarbilum,TZDUHAJSIBHXDL-UHFFFAOYSA-N
DrugBank:DB08873,Boceprevir,Compound,DrugBank,DB05665,394730-60-0,89BT58KELH,Boceprevir,LHHCSNFAOIFYRV-DOVBMPENSA-N
DrugBank:DB08874,Fidaxomicin,Compound,DrugBank,,873857-62-6,Z5N076G8YQ,Difimicin |Fidaxomicin|Fidaxomicina|Lipiarmicin|Lipiarmycin|Lipiarrmycin|Tiacumicin B,ZVGNESXIJDCBKN-UUEYKCAUSA-N
DrugBank:DB08875,Cabozantinib,Compound,DrugBank,DB05153,849217-68-1,1C39JW444G,Cabozantinib,ONIQOQHATWINJY-UHFFFAOYSA-N
DrugBank:DB08876,Taliglucerase alfa,Compound,DrugBank,DB06667,37228-64-1,0R4NLX88O4,Glucosylcerebrosidase|prGC-D|prGCD,
DrugBank:DB08877,Ruxolitinib,Compound,DrugBank,DB06164,941678-49-5,82S8X8XX8H,Ruxolitinib,HFNKQEVNSGCOJV-OAHLLOKOSA-N
DrugBank:DB08878,Aminopterin,Compound,DrugBank,,54-62-6,JYB41CTM2Q,"4-amino-4-deoxypteroylglutamate|4-amino-PGA|4-aminofolic acid|4-aminopteroylglutamic acid|Aminopteridine|Aminopterine|APGA|Minopterin |N-(4-(((2,4-diamino-6-pteridinyl)methyl)amino)benzoyl)-L-glutamic acid|Pteramina",TVZGACDUOSZQKY-LBPRGKRZSA-N
DrugBank:DB08879,Belimumab,Compound,DrugBank,,356547-88-1,73B0K5S26A,,
DrugBank:DB08880,Teriflunomide,Compound,DrugBank,DB03805|EXPT00364,163451-81-8,1C058IKG3B,"(Z)-2-cyano-alpha,alpha,alpha-trifluoro-3-hydroxy-p-crotonotoluidide|Teriflunomida|Teriflunomide|Tériflunomide|Teriflunomidum",UTNUDOFZCWSZMS-YFHOEESVSA-N
DrugBank:DB08881,Vemurafenib,Compound,DrugBank,DB05238,918504-65-1,207SMY3FQT,Vémurafénib|Vemurafenib|Vemurafenibum,GPXBXXGIAQBQNI-UHFFFAOYSA-N
DrugBank:DB08882,Linagliptin,Compound,DrugBank,,668270-12-0,3X29ZEJ4R2,"(R)-8-(3-aminopiperidin-1-yl)-7-but-2-ynyl-3-methyl-1-(4-methylquinazolin-2-ylmethyl)-3,7-dihydro-purine-2,6-dione|Linagliptin|Linagliptina",LTXREWYXXSTFRX-QGZVFWFLSA-N
DrugBank:DB08883,Perampanel,Compound,DrugBank,,380917-97-5,H821664NPK,"3-(2-Cyanophenyl)-5-(2-pyridyl)-1-phenyl-1,2-dihydropyridin-2-one|Perampanel|Pérampanel|Perampanelum",PRMWGUBFXWROHD-UHFFFAOYSA-N
DrugBank:DB08884,Gadoxetic acid,Compound,DrugBank,,135326-11-3,3QJA87N40S,Gadoxetate|Gadoxetic acid|Gd-EOB-DTPA,PCZHWPSNPWAQNF-LMOVPXPDSA-K
DrugBank:DB08885,Aflibercept,Compound,DrugBank,,862111-32-8,15C2VL427D,Aflibercept|Aflibercept (genetical recombination)|Ziv-aflibercept,
DrugBank:DB08886,Asparaginase Erwinia chrysanthemi,Compound,DrugBank,,1349719-22-7,D733ET3F9O,Asparaginase (Erwinia)|Asparaginase Erwinia chrysanthemi|Crisantaspase|Erwinia asparaginase|Erwinia chrysanthemi|L-asparaginase (Erwinia),
DrugBank:DB08887,Icosapent ethyl,Compound,DrugBank,DB06291,86227-47-6,6GC8A4PAYH,"(all-Z)-5,8,11,14,17-Eicosapentaenoic acid ethyl ester|all-cis-ethyl 5,8,11,14,17-icosapentaenoate|cis-Eicosapentaenoic acid ethyl ester|E-EPA|Eicosapentaenoic acid ethyl ester|ethyl (5Z,8Z,11Z,14Z,17Z)-eicosa-5,8,11,14,17-pentaenoate|ethyl (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate|ethyl (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate|Ethyl (all cis)-5,8,11,14,17-icosapentaenoate|Ethyl all-cis-5,8,11,14,17-icosapentaenoate|Ethyl eicosapentaenoate|Ethyl icosapentate |ethyl-eicosapentaenoic acid|Ethyl-EPA|Icosapent ethyl|Timnodonic acid ethyl ester",SSQPWTVBQMWLSZ-AAQCHOMXSA-N
DrugBank:DB08888,Ocriplasmin,Compound,DrugBank,DB05028,1048016-09-6,7V6HE3DM5A,Microplasmin|Microplasmin (synthetic human)|Ocriplasmina|Recombinant human microplasmin,
DrugBank:DB08889,Carfilzomib,Compound,DrugBank,,868540-17-4,72X6E3J5AR,Carfilzomib,BLMPQMFVWMYDKT-NZTKNTHTSA-N
DrugBank:DB08890,Linaclotide,Compound,DrugBank,DB05566,851199-59-2,N0TXR0XR5X,Cys Cys Glu Tyr Cys Cys Asn Pro Ala Cys Thr Gly Cys Tyr (disulfide bridge: 1-6; 2-10; 5-13)|Linaclotida|Linaclotide,KXGCNMMJRFDFNR-WDRJZQOASA-N
DrugBank:DB08891,Arbaclofen,Compound,DrugBank,,69308-37-8,NYU6UTW25B,(R)-4-amino-3-(4-chlorophenyl)butan­oic acid|(R)-Baclofen,KPYSYYIEGFHWSV-QMMMGPOBSA-N
DrugBank:DB08892,Arbaclofen Placarbil,Compound,DrugBank,DB05031,847353-30-4,W89H91R7VX,XP19986,JXTAALBWJQJLGN-KSSFIOAISA-N
DrugBank:DB08893,Mirabegron,Compound,DrugBank,DB05702,223673-61-8,MVR3JL3B2V,Mirabegron,PBAPPPCECJKMCM-IBGZPJMESA-N
DrugBank:DB08894,Peginesatide,Compound,DrugBank,,913976-27-9,JX56W9N61Q,Hematide|Peginesatide,
DrugBank:DB08895,Tofacitinib,Compound,DrugBank,DB08183,477600-75-2,87LA6FU830,Tasocitinib|Tofacitinib|Tofacitinibum,UJLAWZDWDVHWOW-YPMHNXCESA-N
DrugBank:DB08896,Regorafenib,Compound,DrugBank,,755037-03-7,24T2A1DOYB,Regorafenib|Régorafénib|Regorafenibum,FNHKPVJBJVTLMP-UHFFFAOYSA-N
DrugBank:DB08897,Aclidinium,Compound,DrugBank,,727649-81-2,K17VY42F6C,Aclidinio,ASMXXROZKSBQIH-VITNCHFBSA-N
DrugBank:DB08898,Glucarpidase,Compound,DrugBank,,9074-87-7,2GFP9BJD79,Carboxypeptidase G2|Folate hydrolase G2|Glutamate carboxypeptidase|Pteroylmonoglutamic acid hydrolase G2,
DrugBank:DB08899,Enzalutamide,Compound,DrugBank,DB05094,915087-33-1,93T0T9GKNU,Enzalutamida|Enzalutamide,WXCXUHSOUPDCQV-UHFFFAOYSA-N
DrugBank:DB08900,Teduglutide,Compound,DrugBank,,197922-42-2,7M19191IKG,(Gly2)GLP-2|Glucagon-like peptide II (2-glycine) (human)|Gly(2)-GLP-2|Teduglutida|Teduglutide|Teduglutide [rDNA origin]|Teduglutide Recombinant,
DrugBank:DB08901,Ponatinib,Compound,DrugBank,DB06300,943319-70-8,4340891KFS,Ponatinib|Ponatinibum,PHXJVRSECIGDHY-UHFFFAOYSA-N
DrugBank:DB08902,Raxibacumab,Compound,DrugBank,DB05872,565451-13-0,794PGL549S,PA mAb,
DrugBank:DB08903,Bedaquiline,Compound,DrugBank,,843663-66-1,78846I289Y,1-(6-Bromo-2-methoxy-quinolin-3-yl)-4-dimethylamino-2-naphthalen-1-yl-1-phenyl-butan-2-ol|Bedaquilina|Bedaquiline|Bédaquiline|Bedaquilinum,QUIJNHUBAXPXFS-XLJNKUFUSA-N
DrugBank:DB08904,Certolizumab pegol,Compound,DrugBank,,428863-50-7,UMD07X179E,Certolizumab pegol,
DrugBank:DB08905,Formestane,Compound,DrugBank,,566-48-3,PUB9T8T355,"4-hydroxy-4-androstene-3,17-dione|4-Hydroxy-delta(4)-androstenedione|4-hydroxy-Δ4-androstenedione|4-hydroxyandrostenedione|4-OH-A|4-OHAD|Formestane|Formestano|Formestanum",OSVMTWJCGUFAOD-KZQROQTASA-N
DrugBank:DB08906,Fluticasone furoate,Compound,DrugBank,,397864-44-7,JS86977WNV,Fluticasone furoate|Fluticasonum furoas|Furoate de fluticasone|Furoato de fluticasona,XTULMSXFIHGYFS-VLSRWLAYSA-N
DrugBank:DB08907,Canagliflozin,Compound,DrugBank,,842133-18-0,6S49DGR869,Canagliflozin|Canagliflozin anhydrous|Canagliflozina,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N
DrugBank:DB08908,Dimethyl fumarate,Compound,DrugBank,,624-49-7,FO2303MNI2,"(E)-But-2-enedioic acid dimethyl ester|1,2-bis(methoxycarbonyl)-trans-ethylene|Dimethyl fumarate|Dimethyl trans-ethylenedicarboxylate|Fumaric acid, dimethyl ester|trans-1,2-Ethylenedicarboxylic acid dimethyl ester|trans-Butenedioic acid dimethyl ester",LDCRTTXIJACKKU-ONEGZZNKSA-N
DrugBank:DB08909,Glycerol phenylbutyrate,Compound,DrugBank,DB06170,611168-24-2,ZH6F1VCV7B,Glycerol phenylbutyrate|Glyceryl Tri-4-Phenylbutyrate|GPB|GT4P,ZSDBFLMJVAGKOU-UHFFFAOYSA-N
DrugBank:DB08910,Pomalidomide,Compound,DrugBank,,19171-19-8,D2UX06XLB5,Pomalidomida|Pomalidomide,UVSMNLNDYGZFPF-UHFFFAOYSA-N
DrugBank:DB08911,Trametinib,Compound,DrugBank,,871700-17-3,33E86K87QN,Tramétinib|Trametinib|Trametinibum,LIRYPHYGHXZJBZ-UHFFFAOYSA-N
DrugBank:DB08912,Dabrafenib,Compound,DrugBank,,1195765-45-7,QGP4HA4G1B,Dabrafenib,BFSMGDJOXZAERB-UHFFFAOYSA-N
DrugBank:DB08913,Radium Ra 223 dichloride,Compound,DrugBank,DB05677|DB09566,444811-40-9,RJ00KV3VTG,Radium chloride Ra-223|Radium Ra 223 dichloride|Radium Ra-223 dichloride|Radium-223 chloride|Radium-223 dichloride,RWRDJVNMSZYMDV-SIUYXFDKSA-L
DrugBank:DB08915,Aleglitazar,Compound,DrugBank,DB08483,475479-34-6,41T4OAG59U,,DAYKLWSKQJBGCS-NRFANRHFSA-N
DrugBank:DB08916,Afatinib,Compound,DrugBank,,850140-72-6,41UD74L59M,Afatinib|Afatinibum,ULXXDDBFHOBEHA-CWDCEQMOSA-N
DrugBank:DB08917,Ferric carboxymaltose,Compound,DrugBank,,9007-72-1,6897GXD6OE,Ferric carboxymaltose|Iron carboxymaltose|Iron dextri-maltose,
DrugBank:DB08918,Levomilnacipran,Compound,DrugBank,,96847-54-0,UGM0326TXX,"(1S,2R)-milnacipran|Levomilnacipran",GJJFMKBJSRMPLA-DZGCQCFKSA-N
DrugBank:DB08921,(4R)-limonene,Compound,DrugBank,,5989-27-5,GFD7C86Q1W,"(+)-(4R)-Limonene|(+)-(R)-Limonene|(+)-4-isopropenyl-1-methylcyclohexene|(+)-Limonene|(4R)-1-methyl-4-isopropenylcyclohex-1-ene|(4R)-4-isopropenyl-1-methylcyclohexene|(R)-(+)-limonene|(R)-(+)-p-mentha-1,8-diene|(R)-1-methyl-4-(1-methylethenyl)cyclohexene|(R)-4-isopropenyl-1-methyl-1-cyclohexene|(R)-p-mentha-1,8-diene|4βH-p-mentha-1,8-diene|D-(+)-limonene|D-Limonen|D-limonene",XMGQYMWWDOXHJM-JTQLQIEISA-N
DrugBank:DB08922,Perospirone,Compound,DrugBank,,150915-41-6,N303OK87DT,"cis-N-(4-(4-(1,2-Benzisothiazol-3-yl)-1-piperazinyl)butyl)-1,2-cyclohexanedicarboximide|SM-9018",FBVFZWUMDDXLLG-HDICACEKSA-N
DrugBank:DB08924,Amfecloral,Compound,DrugBank,,5581-35-1,S0DYI19OEX,Amphecloral,VBZDETYCYXPOAK-OVCLIPMQSA-N
DrugBank:DB08925,Adrafinil,Compound,DrugBank,,63547-13-7,BI81Z4542G,,
DrugBank:DB08926,Acediasulfone,Compound,DrugBank,,80-03-5,30YP2YHH8W,Acediasulfone|Acediasulfonum,FKKUMFTYSTZUJG-UHFFFAOYSA-N
DrugBank:DB08927,Amperozide,Compound,DrugBank,,75558-90-6,0M2W3TAG39,,NNAIYOXJNVGUOM-UHFFFAOYSA-N
DrugBank:DB08928,Arsthinol,Compound,DrugBank,,119-96-0,QNT09A162Y,Arsthinenol,MRUDSZSRLQAPOG-UHFFFAOYSA-N
DrugBank:DB08930,Dolutegravir,Compound,DrugBank,,1051375-16-6,DKO1W9H7M1,Dolutegravir,RHWKPHLQXYSBKR-BMIGLBTASA-N
DrugBank:DB08931,Riociguat,Compound,DrugBank,,625115-55-1,RU3FE2Y4XI,"Methyl N-[4,6-Diamino-2-[1-[(2-fluorophenyl)methyl]-1H-pyrazolo[3,4-b]pyridin-3-yl]-5-pyrimidinyl]-N-methyl-carbaminate|Riociguat|Riociguatum",WXXSNCNJFUAIDG-UHFFFAOYSA-N
DrugBank:DB08932,Macitentan,Compound,DrugBank,,441798-33-0,Z9K9Y9WMVL,Macitentán|Macitentan|Macitentanum,JGCMEBMXRHSZKX-UHFFFAOYSA-N
DrugBank:DB08933,Luliconazole,Compound,DrugBank,,187164-19-8,RE91AN4S8G,Luliconazole,YTAOBBFIOAEMLL-REQDGWNSSA-N
DrugBank:DB08934,Sofosbuvir,Compound,DrugBank,,1190307-88-0,WJ6CA3ZU8B,"S)-Isopropyl 2-((S)-(((2R,3R,4R,5R)-5-(2,4-dioxo-3,4- dihydropyrimidin-1(2H)-yl)-4-fluoro-3-hydroxy-4-methyltetrahydrofuran-2-yl)methoxy)- (phenoxy)phosphorylamino)propanoate|Sofosbuvir",TTZHDVOVKQGIBA-IQWMDFIBSA-N
DrugBank:DB08935,Obinutuzumab,Compound,DrugBank,,949142-50-1,O43472U9X8,Afutuzumab,
DrugBank:DB08936,Chlorcyclizine,Compound,DrugBank,,82-93-9,M26C4IP44P,Chlorcyclizin|Chlorcyclizine|Chlorcyclizinum|Clorciclicina|Clorciclizina|Clorciclizinio,WFNAKBGANONZEQ-UHFFFAOYSA-N
DrugBank:DB08937,TAS-102,Compound,DrugBank,,733030-01-8,,,
DrugBank:DB08938,Magaldrate,Compound,DrugBank,,74978-16-8,6V88E24N5T,Aluminium magnesium hydroxide sulfate hydrate|Aluminum magnesium hydroxide sulfate hydrate|Aluminum magnesium hydroxide sulphate hydrate|Hydrate magnesium aluminate activated sulfate|Magaldrate|Magaldrato|Magaldratum|Magnesium aluminate hydrate|Monalium hydrate,SPPNVMTVMQOKSC-UHFFFAOYSA-A
DrugBank:DB08939,Letosteine,Compound,DrugBank,,53943-88-7,6MVF9U95DW,letosteina,IKOCLISPVJZJEA-UHFFFAOYSA-N
DrugBank:DB08940,Kebuzone,Compound,DrugBank,,853-34-9,4VD83UL6Y6,Kebuzone|ketophenylbutazone|quebuzona,LGYTZKPVOAIUKX-UHFFFAOYSA-N
DrugBank:DB08941,Isoxsuprine,Compound,DrugBank,,395-28-8,R15UI3245N,Isoxsuprine,BMUKKTUHUDJSNZ-HBUWYVDXSA-N
DrugBank:DB08942,Isoxicam,Compound,DrugBank,,34552-84-6,8XU734C4NG,Isoxicam|Isoxicamo|Isoxicamum,YYUAYBYLJSNDCX-UHFFFAOYSA-N
DrugBank:DB08943,Isoconazole,Compound,DrugBank,,27523-40-6,GRI7WFR424,Isoconazol|Isoconazole|Isoconazolum,MPIPASJGOJYODL-UHFFFAOYSA-N
DrugBank:DB08944,Isoaminile,Compound,DrugBank,,77-51-0,R4823W2PQL,,WFLSCFISQHLEED-GOEBONIOSA-N
DrugBank:DB08945,Iotroxic acid,Compound,DrugBank,,51022-74-3,84C5PTP9X6,Acide iotroxique|Acido iotroxico|Acidum iotroxicum|Iotroxic acid|Iotroxinsaeure,JXMIBUGMYLQZGO-UHFFFAOYSA-N
DrugBank:DB08946,Iopanoic acid,Compound,DrugBank,,96-83-3,FE9794P71J,Acidum iopanoicum|Iodopanoic acid,OIRFJRBSRORBCM-UHFFFAOYSA-N
DrugBank:DB08947,Iopamidol,Compound,DrugBank,,60166-93-0,JR13W81H44,Iopamidol|Iopamidolum,XQZXYNRDCRIARQ-LURJTMIESA-N
DrugBank:DB08948,Iodamide,Compound,DrugBank,,440-58-4,4RII332O0R,Ametriiodic acid|Ametriiodinic acid|Ametriodinic acid|Iodamida|Iodamide|Iodamidum|Urombrine,VVDGWALACJEJKG-UHFFFAOYSA-N
DrugBank:DB08949,Inositol nicotinate,Compound,DrugBank,,11/2/6556,A99MK953KZ,hexanicotol|Inositol hexanicotinate|Inositol niacinate|Inositol nicotinate|mesoinositol hexanicotinate|myo-inositol hexanicotinate,MFZCIDXOLLEMOO-GYSGTQPESA-N
DrugBank:DB08950,Indoramin,Compound,DrugBank,,26844-12-2,0Z802HMY7H,Indoramin|Indoramina|Indoramine|Indoraminum,JXZZEXZZKAWDSP-UHFFFAOYSA-N
DrugBank:DB08951,Indoprofen,Compound,DrugBank,,31842-01-0,CPE46ZU14N,Indoprofen|indoprofeno,RJMIEHBSYVWVIN-UHFFFAOYSA-N
DrugBank:DB08952,Indenolol,Compound,DrugBank,,60607-68-3,3MZM7RWW00,,MPGBPFMOOXKQRX-UHFFFAOYSA-N
DrugBank:DB08953,Indalpine,Compound,DrugBank,,63758-79-2,V35562QSVT,,SADQVAVFGNTEOD-UHFFFAOYSA-N
DrugBank:DB08954,Ifenprodil,Compound,DrugBank,,23210-56-2,R8OE3P6O5S,Ifenprodil|Ifenprodilum,UYNVMODNBIQBMV-UHFFFAOYSA-N
DrugBank:DB08955,Ibuproxam,Compound,DrugBank,,53648-05-8,O3LD16O96Z,Ibuproxam|Ibuproxamum|p-Isobutylhydratropohydroxamic acid,BYPIURIATSUHDW-UHFFFAOYSA-N
DrugBank:DB08956,Hydroxydione,Compound,DrugBank,,303-01-5,B7VFN88375,"21-hydroxy-5β-pregnane-3,20-dione|5beta-dihydrodeoxycorticosterone|5β-dihydrodeoxycorticosterone",USPYDUPOCUYHQL-VEVMSBRDSA-N
DrugBank:DB08957,Hexoprenaline,Compound,DrugBank,,3215-70-1,G9L6B3W684,,OXLZNBCNGJWPRV-UHFFFAOYSA-N
DrugBank:DB08958,Hexetidine,Compound,DrugBank,,141-94-6,852A84Y8LS,Esetidina|Hexetidina|Hexetidine|Hexétidine|Hexetidinum,DTOUUUZOYKYHEP-UHFFFAOYSA-N
DrugBank:DB08960,Hexamethonium,Compound,DrugBank,,60-26-4,3C9PSP36Z2,"N,N,N,N',N',N'-hexamethylhexane-1,6-diaminium",VZJFGSRCJCXDSG-UHFFFAOYSA-N
DrugBank:DB08961,Azosemide,Compound,DrugBank,,27589-33-9,MR40VT1L8Z,2-chloro-5-(1H-tetrazol-5-yl)-N4-2-thenylsulfanilamide|5-(4'-chloro-5'-sulfamoyl-2'-thenylaminophenyl)tetrazole|azosemida|Azosemide|azosémide|azosemidum,HMEDEBAJARCKCT-UHFFFAOYSA-N
