source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource
NCBIGENE:1797	Gene	HGNC:2992	JAK3 INHIBITOR II	Compound	iuphar.ligand:5993	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2C	Gene	HGNC:5295	THIORIDAZINE	Compound	RXCUI:10502	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PTGFR	Gene	HGNC:9600	CARBOPROST TROMETHAMINE	Compound	RXCUI:20259	DGIDB::AGONIST::Gene:Compound	DGIDB
DNMT1	Gene	HGNC:2976	DECITABINE	Compound	RXCUI:15657	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCBIGENE:1810	Gene	HGNC:3017	LY2874455	Compound	iuphar.ligand:8104	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ESR2	Gene	HGNC:3468	ESTRAMUSTINE PHOSPHATE SODIUM	Compound	RXCUI:4090	DGIDB::MODULATOR::Gene:Compound	DGIDB
ACHE	Gene	HGNC:108	ECHOTHIOPHATE IODIDE	Compound	RXCUI:3740	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FSHR	Gene	HGNC:3969	UROFOLLITROPIN	Compound	RXCUI:134404	DGIDB::AGONIST::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	HYDROCORTISONE BUTYRATE	Compound	RXCUI:103468	DGIDB::AGONIST::Gene:Compound	DGIDB
NCBIGENE:404	Gene	HGNC:4075	[18F]FLUOROETHYLFLUMAZENIL	Compound	iuphar.ligand:4368	DGIDB::MODULATOR::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	FLUOCINONIDE	Compound	RXCUI:4462	DGIDB::AGONIST::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	MEPREDNISONE	Compound	RXCUI:29523	DGIDB::AGONIST::Gene:Compound	DGIDB
POL	Gene	HGNC:39043	ABACAVIR SULFATE	Compound	RXCUI:221052	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ESR1	Gene	HGNC:3467	ESTRONE	Compound	RXCUI:4103	DGIDB::AGONIST::Gene:Compound	DGIDB
SLC6A2	Gene	HGNC:11048	GUANADREL SULFATE	Compound	RXCUI:91239	DGIDB::OTHER::Gene:Compound	DGIDB
HMGCR	Gene	HGNC:5006	ROSUVASTATIN	Compound	RXCUI:301542	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ESR2	Gene	HGNC:3468	TOREMIFENE	Compound	RXCUI:38409	DGIDB::MODULATOR::Gene:Compound	DGIDB
GRIN3A	Gene	HGNC:16767	MEMANTINE HYDROCHLORIDE	Compound	RXCUI:236685	DGIDB::MODULATOR::Gene:Compound	DGIDB
ADRA2A	Gene	HGNC:281	BRIMONIDINE	Compound	RXCUI:134615	DGIDB::AGONIST::Gene:Compound	DGIDB
ADRA2B	Gene	HGNC:282	BRIMONIDINE	Compound	RXCUI:134615	DGIDB::AGONIST::Gene:Compound	DGIDB
ADRA1D	Gene	HGNC:280	TRIMIPRAMINE MALEATE	Compound	RXCUI:71532	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRA1A	Gene	HGNC:277	DOXAZOSIN MESYLATE	Compound	RXCUI:39173	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GRIK3	Gene	HGNC:4581	TOPIRAMATE	Compound	RXCUI:38404	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ADRA1B	Gene	HGNC:278	METHOXAMINE HYDROCHLORIDE	Compound	RXCUI:203187	DGIDB::AGONIST::Gene:Compound	DGIDB
PTGS2	Gene	HGNC:9605	SULFASALAZINE	Compound	RXCUI:9524	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GUCY1B1	Gene	HGNC:4687	NITRIC OXIDE	Compound	RXCUI:7442	DGIDB::ACTIVATOR::Gene:Compound	DGIDB
SSTR2	Gene	HGNC:11331	OCTREOTIDE ACETATE	Compound	RXCUI:221130	DGIDB::AGONIST::Gene:Compound	DGIDB
SSTR3	Gene	HGNC:11332	OCTREOTIDE ACETATE	Compound	RXCUI:221130	DGIDB::AGONIST::Gene:Compound	DGIDB
ABCC8	Gene	HGNC:59	NATEGLINIDE	Compound	RXCUI:274332	DGIDB::BLOCKER::Gene:Compound	DGIDB
CACNA1D	Gene	HGNC:1391	AMLODIPINE BESYLATE	Compound	RXCUI:104416	DGIDB::BLOCKER::Gene:Compound	DGIDB
CACNA1S	Gene	HGNC:1397	DILTIAZEM MALATE	Compound	RXCUI:81999	DGIDB::BLOCKER::Gene:Compound	DGIDB
CACNA1C	Gene	HGNC:1390	VERAPAMIL	Compound	RXCUI:11170	DGIDB::BLOCKER::Gene:Compound	DGIDB
OPRK1	Gene	HGNC:8154	BUPRENORPHINE	Compound	RXCUI:1819	DGIDB::AGONIST::Gene:Compound	DGIDB
THRB	Gene	HGNC:11799	LIOTHYRONINE SODIUM	Compound	RXCUI:142448	DGIDB::AGONIST::Gene:Compound	DGIDB
ADRB2	Gene	HGNC:286	LEVALBUTEROL TARTRATE	Compound	RXCUI:487066	DGIDB::AGONIST::Gene:Compound	DGIDB
F10	Gene	HGNC:3528	APIXABAN	Compound	RXCUI:1364430	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMC2	Gene	HGNC:9548	CARFILZOMIB	Compound	RXCUI:1302966	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMC5	Gene	HGNC:9552	CARFILZOMIB	Compound	RXCUI:1302966	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMC3	Gene	HGNC:9549	CARFILZOMIB	Compound	RXCUI:1302966	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PSMC4	Gene	HGNC:9551	CARFILZOMIB	Compound	RXCUI:1302966	DGIDB::INHIBITOR::Gene:Compound	DGIDB
POL	Gene	HGNC:39043	LOPINAVIR	Compound	RXCUI:195088	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CHRNA1	Gene	HGNC:1955	ATRACURIUM BESYLATE	Compound	RXCUI:1219	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CHRNE	Gene	HGNC:1966	GALLAMINE TRIETHIODIDE	Compound	RXCUI:4639	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GLRB	Gene	HGNC:4329	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GLRA1	Gene	HGNC:4326	HALOTHANE	Compound	RXCUI:5095	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
RARB	Gene	HGNC:9865	ETRETINATE	Compound	RXCUI:4182	DGIDB::AGONIST::Gene:Compound	DGIDB
GABRD	Gene	HGNC:4084	CLORAZEPATE DIPOTASSIUM	Compound	RXCUI:2607	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRG3	Gene	HGNC:4088	CLORAZEPATE DIPOTASSIUM	Compound	RXCUI:2607	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA2	Gene	HGNC:4076	CLORAZEPATE DIPOTASSIUM	Compound	RXCUI:2607	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRG1	Gene	HGNC:4086	CLOBAZAM	Compound	RXCUI:21241	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA6	Gene	HGNC:4080	CLOBAZAM	Compound	RXCUI:21241	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRE	Gene	HGNC:4085	CLOBAZAM	Compound	RXCUI:21241	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA5	Gene	HGNC:4079	CLOBAZAM	Compound	RXCUI:21241	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRG3	Gene	HGNC:4088	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRG2	Gene	HGNC:4087	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA4	Gene	HGNC:4078	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA5	Gene	HGNC:4079	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA6	Gene	HGNC:4080	DESFLURANE	Compound	RXCUI:27340	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA4	Gene	HGNC:4078	TALBUTAL	Compound	RXCUI:89810	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRB2	Gene	HGNC:4082	TALBUTAL	Compound	RXCUI:89810	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA4	Gene	HGNC:4078	LORAZEPAM	Compound	RXCUI:6470	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRQ	Gene	HGNC:14454	LORAZEPAM	Compound	RXCUI:6470	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA5	Gene	HGNC:4079	LORAZEPAM	Compound	RXCUI:6470	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA1	Gene	HGNC:4075	METHYPRYLON	Compound	RXCUI:6910	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRG2	Gene	HGNC:4087	METHYPRYLON	Compound	RXCUI:6910	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA4	Gene	HGNC:4078	PRIMIDONE	Compound	RXCUI:8691	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRP	Gene	HGNC:4089	HALOTHANE	Compound	RXCUI:5095	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA1	Gene	HGNC:4075	HALOTHANE	Compound	RXCUI:5095	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA3	Gene	HGNC:4077	HALOTHANE	Compound	RXCUI:5095	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
GABRA2	Gene	HGNC:4076	HALOTHANE	Compound	RXCUI:5095	DGIDB::POSITIVE ALLOSTERIC MODULATOR::Gene:Compound	DGIDB
PARC	Gene	HGNC:10616	NORFLOXACIN	Compound	RXCUI:7517	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PARC	Gene	HGNC:10616	SPARFLOXACIN	Compound	RXCUI:18469	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPMJ	Gene	HGNC:14490	CHLORAMPHENICOL	Compound	RXCUI:2348	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPSA	Gene	HGNC:6502	OXYTETRACYCLINE CALCIUM	Compound	RXCUI:82065	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPSA	Gene	HGNC:6502	KANAMYCIN SULFATE	Compound	RXCUI:203183	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPMJ	Gene	HGNC:14490	TETRACYCLINE HYDROCHLORIDE	Compound	RXCUI:142446	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPSA	Gene	HGNC:6502	ERYTHROMYCIN	Compound	RXCUI:4053	DGIDB::INHIBITOR::Gene:Compound	DGIDB
IL2RA	Gene	HGNC:6008	ALDESLEUKIN	Compound	RXCUI:70223	DGIDB::AGONIST::Gene:Compound	DGIDB
CSF2RB	Gene	HGNC:2436	SARGRAMOSTIM	Compound	RXCUI:69634	DGIDB::AGONIST::Gene:Compound	DGIDB
IFNAR1	Gene	HGNC:5432	INTERFERON ALFA-2B	Compound	RXCUI:5880	DGIDB::AGONIST::Gene:Compound	DGIDB
SCN1A	Gene	HGNC:10585	PRIMIDONE	Compound	RXCUI:8691	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN4A	Gene	HGNC:10591	DYCLONINE HYDROCHLORIDE	Compound	RXCUI:91188	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN1A	Gene	HGNC:10585	TOPIRAMATE	Compound	RXCUI:38404	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN11A	Gene	HGNC:10583	DYCLONINE HYDROCHLORIDE	Compound	RXCUI:91188	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN9A	Gene	HGNC:10597	ORPHENADRINE CITRATE	Compound	RXCUI:7716	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN2A	Gene	HGNC:10588	PROCAINAMIDE HYDROCHLORIDE	Compound	RXCUI:155056	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN2A	Gene	HGNC:10588	ORPHENADRINE CITRATE	Compound	RXCUI:7716	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN5A	Gene	HGNC:10593	LIDOCAINE	Compound	RXCUI:6387	DGIDB::BLOCKER::Gene:Compound	DGIDB
SCN8A	Gene	HGNC:10596	LIDOCAINE HYDROCHLORIDE	Compound	RXCUI:142440	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNK2	Gene	HGNC:6277	DESFLURANE	Compound	RXCUI:27340	DGIDB::AGONIST::Gene:Compound	DGIDB
KCNK3	Gene	HGNC:6278	DESFLURANE	Compound	RXCUI:27340	DGIDB::AGONIST::Gene:Compound	DGIDB
RPSA	Gene	HGNC:6502	TROLEANDOMYCIN	Compound	RXCUI:10864	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KCNQ4	Gene	HGNC:6298	GUANIDINE HYDROCHLORIDE	Compound	RXCUI:50676	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNV2	Gene	HGNC:19698	GUANIDINE HYDROCHLORIDE	Compound	RXCUI:50676	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNH5	Gene	HGNC:6254	GUANIDINE HYDROCHLORIDE	Compound	RXCUI:50676	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNC4	Gene	HGNC:6236	GUANIDINE HYDROCHLORIDE	Compound	RXCUI:50676	DGIDB::BLOCKER::Gene:Compound	DGIDB
BTK	Gene	HGNC:1133	IBRUTINIB	Compound	RXCUI:1442981	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE6D	Gene	HGNC:8788	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE7B	Gene	HGNC:8792	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE8B	Gene	HGNC:8794	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE10A	Gene	HGNC:21160	ASPIRIN	Compound	RXCUI:1191	DGIDB::INHIBITOR::Gene:Compound	DGIDB
IFNAR1	Gene	HGNC:5432	PEGINTERFERON BETA-1A	Compound	RXCUI:1546168	DGIDB::AGONIST::Gene:Compound	DGIDB
IL17A	Gene	HGNC:5981	SECUKINUMAB	Compound	RXCUI:1599788	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FGFR1	Gene	HGNC:3688	ENMD-981693	Compound	DrugBank:DB16891	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FRK	Gene	HGNC:3955	ENMD-981693	Compound	DrugBank:DB16891	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SRC	Gene	HGNC:11283	ENMD-981693	Compound	DrugBank:DB16891	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AR	Gene	HGNC:644	AZD3514	Compound	CHEMBL:CHEMBL2346976	DGIDB::MODULATOR::Gene:Compound	DGIDB
FGR	Gene	HGNC:3697	ILORASERTIB	Compound	NCIT:C116729	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FYN	Gene	HGNC:4037	ILORASERTIB	Compound	NCIT:C116729	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HCK	Gene	HGNC:4840	ILORASERTIB	Compound	NCIT:C116729	DGIDB::INHIBITOR::Gene:Compound	DGIDB
FRK	Gene	HGNC:3955	ILORASERTIB	Compound	NCIT:C116729	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3CD	Gene	HGNC:8977	AMG-319	Compound	DrugBank:DB16879	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AURKB	Gene	HGNC:11390	CENISERTIB	Compound	NCIT:C64540	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AURKA	Gene	HGNC:11393	CENISERTIB	Compound	NCIT:C64540	DGIDB::INHIBITOR::Gene:Compound	DGIDB
BRAF	Gene	HGNC:1097	ARQ-736	Compound	CHEMBL:CHEMBL3545296	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK1	Gene	HGNC:1722	AZD5438	Compound	iuphar.ligand:8473	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK11B	Gene	HGNC:1729	AZD5438	Compound	iuphar.ligand:8473	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK5	Gene	HGNC:1774	AZD5438	Compound	iuphar.ligand:8473	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK19	Gene	HGNC:19338	AZD5438	Compound	iuphar.ligand:8473	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CDK3	Gene	HGNC:1772	AZD5438	Compound	iuphar.ligand:8473	DGIDB::INHIBITOR::Gene:Compound	DGIDB
BRAF	Gene	HGNC:1097	LIFIRAFENIB	Compound	NCIT:C124995	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RPS6KB1	Gene	HGNC:10436	M-2698	Compound	DrugBank:DB15431	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KDR	Gene	HGNC:6307	PF-00337210	Compound	CHEMBL:CHEMBL3545136	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3CA	Gene	HGNC:8975	PWT-33579	Compound	CHEMBL:CHEMBL3545323	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AURKC	Gene	HGNC:11391	SNS-314	Compound	DrugBank:DB06134	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SYK	Gene	HGNC:11491	MIVAVOTINIB CITRATE	Compound	NCIT:C188286	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PIK3R2	Gene	HGNC:8980	VS-5584	Compound	DrugBank:DB12986	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SCN8A	Gene	HGNC:10596	IRAMPANEL	Compound	NCIT:C65960	DGIDB::BLOCKER::Gene:Compound	DGIDB
ESR2	Gene	HGNC:3468	LY2245461	Compound	CHEMBL:CHEMBL3545389	DGIDB::MODULATOR::Gene:Compound	DGIDB
GRIN3B	Gene	HGNC:16768	AZD8108	Compound	CHEMBL:CHEMBL3707355	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PRKCI	Gene	HGNC:9404	SOTRASTAURIN	Compound	NCIT:C80630	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RARG	Gene	HGNC:9866	PALOVAROTENE	Compound	RXCUI:2663954	DGIDB::AGONIST::Gene:Compound	DGIDB
VDR	Gene	HGNC:12679	INECALCITOL	Compound	NCIT:C83818	DGIDB::AGONIST::Gene:Compound	DGIDB
KDR	Gene	HGNC:6307	AEE-788	Compound	DrugBank:DB12558	DGIDB::INHIBITOR::Gene:Compound	DGIDB
LYN	Gene	HGNC:6735	BAFETINIB	Compound	NCIT:C62516	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AKT2	Gene	HGNC:392	UPROSERTIB	Compound	NCIT:C84870	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SYK	Gene	HGNC:11491	R-333	Compound	CHEMBL:CHEMBL3545159	DGIDB::INHIBITOR::Gene:Compound	DGIDB
AURKB	Gene	HGNC:11390	DANUSERTIB	Compound	NCIT:C61587	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDGFRB	Gene	HGNC:8804	XL-820	Compound	CHEMBL:CHEMBL3545402	DGIDB::INHIBITOR::Gene:Compound	DGIDB
KDR	Gene	HGNC:6307	XL-820	Compound	CHEMBL:CHEMBL3545402	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2A	Gene	HGNC:5293	TEDATIOXETINE	Compound	NCIT:C152535	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC6A3	Gene	HGNC:11049	TEDATIOXETINE	Compound	NCIT:C152535	DGIDB::INHIBITOR::Gene:Compound	DGIDB
P2RY12	Gene	HGNC:18124	ELINOGREL	Compound	NCIT:C96896	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HTR2C	Gene	HGNC:5295	VABICASERIN HYDROCHLORIDE	Compound	NCIT:C142993	DGIDB::AGONIST::Gene:Compound	DGIDB
HTR2C	Gene	HGNC:5295	TEDATIOXETINE	Compound	NCIT:C152535	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CXCR2	Gene	HGNC:6027	ELUBRIXIN	Compound	NCIT:C174724	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GRM2	Gene	HGNC:4594	DECOGLURANT	Compound	NCIT:C166865	DGIDB::MODULATOR::Gene:Compound	DGIDB
HTR7	Gene	HGNC:5302	LY2590443	Compound	CHEMBL:CHEMBL3545220	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CCR5	Gene	HGNC:1606	AZD5672	Compound	iuphar.ligand:7686	DGIDB::INHIBITOR::Gene:Compound	DGIDB
GCGR	Gene	HGNC:4192	PF-06291874	Compound	DrugBank:DB15065	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CNR2	Gene	HGNC:2160	GW842166	Compound	DrugBank:DB11903	DGIDB::AGONIST::Gene:Compound	DGIDB
CALCRL	Gene	HGNC:16709	OLCEGEPANT	Compound	NCIT:C170245	DGIDB::INHIBITOR::Gene:Compound	DGIDB
OPRL1	Gene	HGNC:8155	LY2940094	Compound	iuphar.ligand:9462	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA1B	Gene	HGNC:1389	ATAGABALIN	Compound	NCIT:C169790	DGIDB::MODULATOR::Gene:Compound	DGIDB
CACNB3	Gene	HGNC:1403	ATAGABALIN	Compound	NCIT:C169790	DGIDB::MODULATOR::Gene:Compound	DGIDB
CACNG1	Gene	HGNC:1405	ATAGABALIN	Compound	NCIT:C169790	DGIDB::MODULATOR::Gene:Compound	DGIDB
CACNB2	Gene	HGNC:1402	ATAGABALIN	Compound	NCIT:C169790	DGIDB::MODULATOR::Gene:Compound	DGIDB
PPARA	Gene	HGNC:9232	K-877	Compound	CHEMBL:CHEMBL3545412	DGIDB::AGONIST::Gene:Compound	DGIDB
PPARG	Gene	HGNC:9236	IMIGLITAZAR	Compound	NCIT:C83791	DGIDB::AGONIST::Gene:Compound	DGIDB
MAP3K12	Gene	HGNC:6851	CEP-1347	Compound	DrugBank:DB05403	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CACNA2D3	Gene	HGNC:15460	IMAGABALIN	Compound	NCIT:C83785	DGIDB::MODULATOR::Gene:Compound	DGIDB
SCN10A	Gene	HGNC:10582	TETRACAINE	Compound	RXCUI:10391	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNQ3	Gene	HGNC:6297	TEDISAMIL	Compound	NCIT:C72585	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNQ1	Gene	HGNC:6294	TEDISAMIL	Compound	NCIT:C72585	DGIDB::BLOCKER::Gene:Compound	DGIDB
KCNA3	Gene	HGNC:6221	TEDISAMIL	Compound	NCIT:C72585	DGIDB::BLOCKER::Gene:Compound	DGIDB
SV2A	Gene	HGNC:20566	BRIVARACETAM	Compound	RXCUI:1739745	DGIDB::MODULATOR::Gene:Compound	DGIDB
KCNG4	Gene	HGNC:19697	TEDISAMIL	Compound	NCIT:C72585	DGIDB::BLOCKER::Gene:Compound	DGIDB
FLT1	Gene	HGNC:3763	TELBERMIN	Compound	NCIT:C152544	DGIDB::AGONIST::Gene:Compound	DGIDB
HTR3A	Gene	HGNC:5297	CILANSETRON	Compound	NCIT:C76106	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CETP	Gene	HGNC:1869	EVACETRAPIB	Compound	NCIT:C166804	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RRM1	Gene	HGNC:10451	TEZACITABINE	Compound	NCIT:C1539	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HDAC2	Gene	HGNC:4853	ENTINOSTAT	Compound	NCIT:C1863	DGIDB::INHIBITOR::Gene:Compound	DGIDB
RRM2B	Gene	HGNC:17296	TEZACITABINE	Compound	NCIT:C1539	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TOP2B	Gene	HGNC:11990	VOSAROXIN	Compound	NCIT:C95148	DGIDB::INHIBITOR::Gene:Compound	DGIDB
HBB	Gene	HGNC:4827	EFAPROXIRAL	Compound	NCIT:C1435	DGIDB::MODULATOR::Gene:Compound	DGIDB
FDFT1	Gene	HGNC:3629	LAPAQUISTAT ACETATE	Compound	NCIT:C81535	DGIDB::INHIBITOR::Gene:Compound	DGIDB
EGLN3	Gene	HGNC:14661	ROXADUSTAT	Compound	NCIT:C141436	DGIDB::INHIBITOR::Gene:Compound	DGIDB
EGLN2	Gene	HGNC:14660	ROXADUSTAT	Compound	NCIT:C141436	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE4B	Gene	HGNC:8781	CRISABOROLE	Compound	RXCUI:1865953	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE4A	Gene	HGNC:8780	CRISABOROLE	Compound	RXCUI:1865953	DGIDB::INHIBITOR::Gene:Compound	DGIDB
PDE4C	Gene	HGNC:8782	CRISABOROLE	Compound	RXCUI:1865953	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ITGB7	Gene	HGNC:6162	FIRATEGRAST	Compound	NCIT:C76692	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SLC5A2	Gene	HGNC:11037	SOTAGLIFLOZIN	Compound	RXCUI:2638675	DGIDB::INHIBITOR::Gene:Compound	DGIDB
CRBN	Gene	HGNC:30185	LENALIDOMIDE	Compound	RXCUI:342369	DGIDB::INHIBITOR::Gene:Compound	DGIDB
ESR2	Gene	HGNC:3468	ARZOXIFENE	Compound	NCIT:C1805	DGIDB::MODULATOR::Gene:Compound	DGIDB
PTGS2	Gene	HGNC:9605	PARECOXIB	Compound	RXCUI:279950	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TYMS	Gene	HGNC:12441	RALTITREXED	Compound	RXCUI:196239	DGIDB::INHIBITOR::Gene:Compound	DGIDB
SOST	Gene	HGNC:13771	BLOSOZUMAB	Compound	NCIT:C171830	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TNF	Gene	HGNC:11892	ONERCEPT	Compound	NCIT:C96757	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NCAM1	Gene	HGNC:7656	ONCOLYSIN S	Compound	CHEMBL:CHEMBL2109634	DGIDB::BINDER::Gene:Compound	DGIDB
GRIA4	Gene	HGNC:4574	ZONAMPANEL	Compound	NCIT:C152963	DGIDB::INHIBITOR::Gene:Compound	DGIDB
TYRP1	Gene	HGNC:12450	FLANVOTUMAB	Compound	NCIT:C91384	DGIDB::OTHER::Gene:Compound	DGIDB
TNC	Gene	HGNC:5318	TENATUMOMAB	Compound	NCIT:C88600	DGIDB::OTHER::Gene:Compound	DGIDB
TNF	Gene	HGNC:11892	OZORALIZUMAB	Compound	NCIT:C175183	DGIDB::INHIBITOR::Gene:Compound	DGIDB
NR3C1	Gene	HGNC:7978	DESONIDE	Compound	RXCUI:3254	DGIDB::AGONIST::Gene:Compound	DGIDB
