Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM000852	Adapter protein X11beta (APBA2)	Alzheimer disease	ICD-11: 8A20 ; ICD-10: G30, G30.9 ; ICD-9: 331	Diagnostic		Q99767	Biomarkers of the dementia. Int J Alzheimers Dis. 2011;2011:564321.	CSF									
BM000858	Adapter protein X11beta (APBA2)	Alzheimer disease	ICD-11: 8A20 ; ICD-10: G30, G30.9 ; ICD-9: 331	Antecedent		Q99767	Biomarkers of the dementia. Int J Alzheimers Dis. 2011;2011:564321.	plasma			Reduced level						
BM000861	Adapter protein X11beta (APBA2)	Alzheimer disease	ICD-11: 8A20 ; ICD-10: G30, G30.9 ; ICD-9: 331	Prognostic		Q99767	Biomarkers of the dementia. Int J Alzheimers Dis. 2011;2011:564321.	CSF	MCI to AD; progression								
BM000726	Adenosine A2a receptor (ADORA2A)	Huntington disease	ICD-11: 8A01.10 ; ICD-10: G10 ; ICD-9: 294.1, 333.4	Prognostic	Another gene that is profoundly repressed in the brain in HD is the adenosine A2 a receptor. Maglioni et al.59 and Varani et al.60 studied A2a receptor function in platelets from HD subjects and found an increase in receptor binding and a po tential correspondence with proximity to clinical onset of HD	P29274	Biomarkers to Enable the Development of Neuroprotective Therapies for Huntingtons Disease Neurobiology of Huntington's Disease: Applications to Drug Discovery: Chapter 11.	platelet	Clinical onset	Gene	Increase in receptor binding						
BM003599	Adenosine deaminase (ADA)	Tuberculosis	ICD-11: 1B10-1B1Z ; ICD-10: A15-A19, B90	Differentiation	A high ADA level is a characteristic not only of lymphocytic, but also of neutrophilic TB effusions.	P00813	Diagnostic performance of adenosine deaminase activity in pleural fluid: a single-center experience with over 2100 consecutive patients. Eur J Intern Med. 2010 Oct;21(5):419-23. Eur J Intern Med. 2010 Oct;21(5):419-23.				Higher						
BM003426	Adenosine deaminase (ADA)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Correlations among CD4(+) CD26(+) T-cell depletion, increased serum levels of ADA, and the evolution of human immunodeficiency virus (HIV) infection, implicating CD26 and ADA in HIV disease progression.	P00813	Immunological dysfunction in HIV-1-infected individuals caused by impairment of adenosine deaminase-induced costimulation of T-cell activation. Immunology. 2009 Nov;128(3):393-404. Immunology. 2009 Nov;128(3):393-404.				Higher						
BM000729	Adiponectin (ADIPOQ)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	Adiponectin, a cytokine secreted by adipose tissue and that ameliorates insulin resistance, is decreased in the serum of psoriatic patients and seems to be indu ced following successful therapy.	Q15848	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	serum			Reduced level						
BM000728	Adiponectin (ADIPOQ)	Diabetic nephropathy	ICD-11: GB61.Z ; ICD-9: 250.4	Diagnostic		Q15848	Biomarkers of diabetic nephropathy, the present and the future. Curr Diabetes Rev. 2012 Sep;8(5):317-28.	urine; serum									
BM000734	Adrenergic beta-1 receptor (ADRB1)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	10q24-q26		Gene: SNP							
BM000733	Adrenergic beta-2 receptor (ADRB2)	Glaucoma/ocular hypertension	ICD-11: 9C61 ; ICD-9: 365	Classification; theragnostic	The gene is associated with a clinically reduction in IOP in patients following treatment with a topical beta-blocker. the nucleic acids comprising the SNP ar e used to screen glaucoma patients and to provide an improved method for genotyp e-based prescribing of beta- blockers in glaucoma management.	P07550	Recent patents and developments in glaucoma biomarkers. Recent Pat Endocr Metab Immune Drug Discov. 2012 Sep;6(3):224-34.		Response to treatment	Gene: SNP	Rs1042714	beta-blocker					
BM002231	Adrenergic beta-2 receptor (ADRB2)	Glaucoma/ocular hypertension	ICD-11: 9C61 ; ICD-9: 365	Diagnostic; monitoring	Myocilin GLC1A, LOXL1 gene on chromosome 15q24, 27 Glu in the ADRB2 gene among o thers are the predominant gene mutations used for the glaucoma diagnosis, manage ment and in methods to follow the progression of the disease.	P07550	Recent patents and developments in glaucoma biomarkers. Recent Pat Endocr Metab Immune Drug Discov. 2012 Sep;6(3):224-34.		Progression	Gene	Mutation						
BM000735	Adrenergic beta-2 receptor (ADRB2)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	5q32-q34		Gene: SNP							
BM000736	Adrenergic beta-3 receptor (ADRB3)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	8p12-p11.2		Gene: SNP							
BM000893	Adrenergic beta-3 receptor (ADRB3)	Overactive bladder	ICD-11: GC50.0 ; ICD-10: N32.8 ; ICD-9: 596.51	Antecedent	Only one variant, the rs4994 single nucleotide polymorphism of the beta3 adrenoc eptor, has been replicated in independent populations. This is a common polymorp hism, with known associations with diabetes and obesity. In both Japanese (n=201 ) and Brazilian (n=218) samples it appears to be associated with an almost 2.5-f old increased risk of OAB symptoms [37, 38].The effect of this polymorphism on d isease progression or treatment response has however not been tested	P13945	Biomarkers in overactive bladder. Int Urogynecol J. 2013 Jul;24(7):1065-72.			Gene: SNP	Rs4994						
BM003510	Adrenomedullin (ADM)	Rheumatic fever	ICD-11: 1B40-1B42 ; ICD-10: R50	Prognostic	In patients with acute and convalescent rheumatic fever, BNP and ADM levels were high compared to those of healthy subjects and this could be used as a complementary tool in the treatment and prognosis of ARF.	P35318	The role of adrenomedullin and brain natriuretic peptide levels in acute rheumatic fever in adults. Anadolu Kardiyol Derg. 2008 Jun;8(3):188-91. Anadolu Kardiyol Derg. 2008 Jun;8(3):188-91.		In the treatment and prognosis of acute and convalescent rheumatic fever.		Higher						
BM003432	Agouti-related protein (AGRP)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Among patients with advanced HIV disease, elevated pre-ART levels of hsCRP, IL-6 and D-dimer are strongly associated with early mortality after commencing ART.	O00253	Pre-ART levels of inflammation and coagulation markers are strong predictors of death in a South African cohort with advanced HIV disease. PLoS One. 2012;7(3):e24243. PLoS One. 2012;7(3):e24243.				Higher						
BM003033	ALK tyrosine kinase receptor (ALK)	Non-small-cell lung cancer	ICD-11: 2C25.Y	Classification; theragnostic		Q9UM73	Molecular prescreening to select patient population in early clinical trials. Nat Rev Clin Oncol. 2012 Apr 3;9(6):359-66.		Response to treatment	Gene	Rearrangement						
BM003561	Alkaline phosphatase tissue-nonspecific (ALPL)	Smallpox	ICD-11: 1E70 ; ICD-10: B03	Differentiation	Our re-analysis of more than 5.5 million data points, including 18,000 human genes, identified a transcriptional network that represented early infection biomarkers (EIB) with gene profile patterns similar across the animals used in this study.	P05186	Transcriptional interactions during smallpox infection and identification of early infection biomarkers. Pac Symp Biocomput. 2007:100-11. Pac Symp Biocomput. 2007:100-11.										
BM003304	Alpha-1-antitrypsin (SERPINA1)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Diagnostic	AAT may be a potential biomarker for hepatitis B in diagnosis.	P01009	Alpha-1 antitrypsin is a potential biomarker for hepatitis B. Virol J. 2011 Jun 5;8:274. Virol J. 2011 Jun 5;8:274.		Diagnosis								
BM002594	Alpha-2-antiplasmin (SERPINF2)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	Given the extensive cross-talk between inflammation and coagulation, it is not s urprising that psoriasis patients present with abnormalities in blood coagulatio n and fibrinolysis (increase of Fibrinopeptide A, prothrombin fragments 1+2, B and D-dimer, fibrinogen, C4 and C4; decrease in Protein C, Plasminogen and alpha 2 -antiplasmin).	P08697	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	blood			Reduced level						
BM001142	Alpha-2-macroglobulin (A2M)	Huntington disease	ICD-11: 8A01.10 ; ICD-10: G10 ; ICD-9: 294.1, 333.4	Prognostic	Several studies have identified proinflammatory molecules as being elevated in H D, although it is uncertain whether there is a primary connection between inflam matory responses in the brain or the periphery to pathogenesis, or whether there may be inflammatory responses to oxidative or other stresses. These molecules i nclude C-reactive protein in plasma,47 and a proteomic analysis54 identified int errelated cytokine and complement pathway activations (clusterin, -macroglobul in, interleukin 6, C7, C9). These latter molecules have had some correlation wit h HD stage and so are candidate progression biomarkers awaiting further validati on.	P01023	Biomarkers to Enable the Development of Neuroprotective Therapies for Huntingtons Disease Neurobiology of Huntington's Disease: Applications to Drug Discovery: Chapter 11.		Correlation with HD stage	Protein	Elevated level						
BM002027	Alpha-2-macroglobulin (A2M)	Inflammatory bowel disease	ICD-11: DD72 ; ICD-10: K50-K52	Diagnostic		P01023	Biomarkers in inflammatory bowel disease: current practices and recent advances. Transl Res. 2012 Apr;159(4):313-25.	feces									
BM002037	Alpha-2-macroglobulin (A2M)	Inflammatory bowel disease	ICD-11: DD72 ; ICD-10: K50-K52	Monitoring		P01023	Biomarkers in inflammatory bowel disease: current practices and recent advances. Transl Res. 2012 Apr;159(4):313-25.	feces	Disease activity								
BM000719	Alpha-adducin (ADD1)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative		P35611	Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	4p16.3		Gene: SNP							
BM002667	Alpha-amylase 1 (AMY1)	Acute graft versus host disease	ICD-11: 4B24.0 ; ICD-10: T86.0 ; ICD-9: 279.51	Diagnostic		P04745	Potential biomarkers for early detection of acute graft-versus-host disease. Proteomics Clin Appl. 2012 Aug;6(7-8):351-63.	Saliva		Protein							
BM003261	Alpha-fetoprotein (AFP)	Diphtheria	ICD-11: 1C17	Differentiation	Cell-specific expression of the diphtheria toxin A-chain coding sequence under the control of the upstream region of the human alpha-fetoprotein gene.	P02771	Cell-specific expression of the diphtheria toxin A-chain coding sequence under the control of the upstream region of the human alpha-fetoprotein gene. J Surg Oncol. 1999 Mar;70(3):145-9. J Surg Oncol. 1999 Mar;70(3):145-9.										
BM003417	Alpha-fetoprotein (AFP)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Untreated HIV infection is associated with lower maternal serum alpha fetoprotein levels.	P02771	Maternal biochemical serum screening for Down syndrome in pregnancy with human immunodeficiency virus infection. Obstet Gynecol. 2008 Aug;112(2 Pt 1):223-30. Obstet Gynecol. 2008 Aug;112(2 Pt 1):223-30.				Lower						
BM003299	Alpha-fetoprotein (AFP)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Differentiation	High level of AFP was found in hepatitis B cirrhosis and hepatitis C cirrhosis patients.	P02771	Alterations of glycan branching and differential expression of sialic acid on alpha fetoprotein among hepatitis patients. Glycoconj J. 2011 Jan;28(1):1-9. Glycoconj J. 2011 Jan;28(1):1-9.				Higher						
BM003332	Alpha-fetoprotein (AFP)	Hepatitis C	ICD-11: 1E51 ; ICD-10: B18.2	Differentiation	Serum AFP and ferritin levels exhibited similar pattern of change in patients with liver neoplasia or HCV, and concentrations of these 2 markers were significantly increased compared to the control group (p < 0.01 in each case)	P02771	Differential diagnosis of liver diseases using serum biomarkers. J BUON. 2010 Jan-Mar;15(1):141-6. J BUON. 2010 Jan-Mar;15(1):141-6.				Higher						
BM003200	Angiopoietin-1 (ANGPT1)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	Imbalance of angiopoietin-1 and angiopoetin-2 in severe dengue and relationship with thrombocytopenia, endothelial activation, and vascular stability.	Q15389	Imbalance of angiopoietin-1 and angiopoetin-2 in severe dengue and relationship with thrombocytopenia, endothelial activation, and vascular stability. Am J Trop Med Hyg. 2012 Nov;87(5):943-6. Am J Trop Med Hyg. 2012 Nov;87(5):943-6.										
BM003467	Angiopoietin-1 (ANGPT1)	Malaria	ICD-11: 1F40-1F4Z ; ICD-10: B50-B54	Differentiation	Serum angiopoietin-1 and -2 levels discriminate cerebral malaria from uncomplicated malaria and predict clinical outcome in African children	Q15389	Serum angiopoietin-1 and -2 levels discriminate cerebral malaria from uncomplicated malaria and predict clinical outcome in African children. PLoS One. 2009;4(3):e4912. PLoS One. 2009;4(3):e4912.										
BM000224	Angiopoietin-1 receptor (TEK)	Bronchopulmonary dysplasia	ICD-11: KB29.0 ; ICD-10: P27.1 ; ICD-9: 770.7	Antecedent		Q15389	Biomarkers in bronchopulmonary dysplasia. Paediatr Respir Rev. 2013 Sep;14(3):173-9.	Cord blood									
BM002939	Angiopoietin-1 receptor (TEK)	Autosomal dominant polycystic kidney disease	ICD-11: GB81 ; ICD-10: Q61.2 ; ICD-9: 753.1	Prognostic	The correlation between angiogenic growth factors with both renal and cardiac di sease severity supports a possible role for angiogenesis in the early progressio n of disease in ADPKD.	Q15389	Emergent early markers of renal progression in autosomal-dominant polycystic kidney disease patients: implications for prevention and treatment. Am J Nephrol. 2012;36(2):162-7.		Renal progression								
BM003255	Angiopoietin-2 (ANGPT2)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	Imbalance of angiopoietin-1 and angiopoetin-2 in severe dengue and relationship with thrombocytopenia, endothelial activation, and vascular stability.	O15123	Imbalance of angiopoietin-1 and angiopoetin-2 in severe dengue and relationship with thrombocytopenia, endothelial activation, and vascular stability. Am J Trop Med Hyg. 2012 Nov;87(5):943-6. Am J Trop Med Hyg. 2012 Nov;87(5):943-6.										
BM000783	Angiotensin II receptor type 1 (AGTR1)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	3q21-q25		Gene: SNP							
BM000784	Angiotensin II receptor type 2 (AGTR2)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	Xq22-q23		Gene: SNP							
BM000785	Angiotensinogen (AGT)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	1q42-q43		Gene: SNP							
BM000786	Ankle brachial index (ABI)	Peripheral arterial disease	ICD-11: BD4Z ; ICD-10: I73, I73.9 ; ICD-9: 443	Diagnostic			Functional, genetic and biochemical biomarkers of peripheral arterial disease. Curr Med Chem. 2012;19(16):2497-503.			Global				Clinical trial			
BM003400	Annexin A5 (ANXA5)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Evaluation of annexin V and Calcein-AM as markers of mononuclear cell apoptosis during human immunodeficiency virus infection.	P08758	Evaluation of annexin V and Calcein-AM as markers of mononuclear cell apoptosis during human immunodeficiency virus infection. Braz J Infect Dis. 2008 Apr;12(2):108-14. Braz J Infect Dis. 2008 Apr;12(2):108-14.										
BM000807	Antichitobioside carbohydrate IgA (ACCA)	Inflammatory bowel disease	ICD-11: DD72 ; ICD-10: K50-K52	Diagnostic			Biomarkers in inflammatory bowel disease: current practices and recent advances. Transl Res. 2012 Apr;159(4):313-25.	serum									
BM000810	Antichitobioside carbohydrate IgA (ACCA)	Inflammatory bowel disease	ICD-11: DD72 ; ICD-10: K50-K52	Differentiation			Biomarkers in inflammatory bowel disease: current practices and recent advances. Transl Res. 2012 Apr;159(4):313-25.	serum	Crohn's disease (CD) VS ulcerative colitis (UC)								
BM003183	Apolipoprotein A-I (APOA1)	Chagas disease	ICD-11: IF53	Differentiation	Apolipoprotein A-I (ApoA1) is significantly upregulated in chronic or asymptomatic Chagas Disease subjects.	P02647	Validation of Apolipoprotein A-1 and Fibronectin Fragments as Markers of Parasitological Cure for Congenital Chagas Disease in Children Treated Wit... Open Forum Infect Dis. 2018 Nov 1;5(11):ofy236. Open Forum Infect Dis. 2018 Nov 1;5(11):ofy236.				Higher						
BM000828	Apolipoprotein A-I (APOA1)	Cardiovascular disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99	Antecedent		P02647	Circulating, imaging, and genetic biomarkers in cardiovascular risk prediction. Trends Cardiovasc Med. 2011 May;21(4):105-12.				Ratio			Clinical trial			
BM003017	Apolipoprotein A-V (APOA5)	Coronary artery disease	ICD-11: BA80 ; ICD-10: I25.1, I25.4	Antecedent		Q6Q788	Circulating, imaging, and genetic biomarkers in cardiovascular risk prediction. Trends Cardiovasc Med. 2011 May;21(4):105-12.	11q23		Gene: SNP	Rs964184						
BM000831	Apolipoprotein C-I (APOC1)	Inflammation	ICD-11: 1A00-CA43.1	Diagnostic		P02654	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Downstream	Associated with CRP level	Gene: SNP	Rs4420638						
BM000830	Apolipoprotein C-I (APOC1)	Cardiovascular disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99	Antecedent		P02654	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Downstream	Associated with CRP level	Gene: SNP	Rs4420638						
BM000833	Apolipoprotein E (APOE)	Inflammation	ICD-11: 1A00-CA43.1	Diagnostic		P02649	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Intron	Associated with CRP level	Gene: SNP	Rs769449;rs2075650						
BM000185	Apolipoprotein E (APOE)	Cognitive impairment	ICD-11: 6D71 ; ICD-10: F06.7 ; ICD-9: 331.83	Prognostic; theragnostic; pharmacogenetic		P02649	Apolipoprotein E and Alzheimer disease: risk, mechanisms and therapy. Nat Rev Neurol. 2013 Feb;9(2):106-18.		Response to treatment	Gene polymorphism				Clinical trial			
BM000184	Apolipoprotein E (APOE)	Alzheimer disease	ICD-11: 8A20 ; ICD-10: G30, G30.9 ; ICD-9: 331	Antecedent		P02649	Apolipoprotein E and Alzheimer disease: risk, mechanisms and therapy. Nat Rev Neurol. 2013 Feb;9(2):106-18.		Onset of dementia	Gene polymorphism				Clinical trial			
BM000832	Apolipoprotein E (APOE)	Cardiovascular disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99	Antecedent		P02649	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Intron	Associated with CRP level	Gene: SNP	Rs769449;rs2075650						
BM003565	Apoptosis mediating surface antigen FAS (FAS)	Syphilis	ICD-11: 1A60-1A6Z ; ICD-10: A00-B99	Differentiation	Fas overexpression and Bcl-2 downexpression in the syphilitic group were observed in PBLs and CD4 cells but not in CD8 and CD19 cells.	P25445	Immunophenotypes, apoptosis, and expression of Fas and Bcl-2 from peripheral blood lymphocytes in patients with secondary early syphilis. Sex Transm Dis. 2004 Apr;31(4):221-4. Sex Transm Dis. 2004 Apr;31(4):221-4.				Higher						
BM003369	Apoptosis mediating surface antigen FAS (FAS)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Monitoring	CD95 and CD38 increase paralleled the severity of HIV infection	P25445	Contribution to characterization of oxidative stress in HIV/AIDS patients. Pharmacol Res. 2003 Mar;47(3):217-24. Pharmacol Res. 2003 Mar;47(3):217-24.		Severity		Higher						
BM003283	Apoptosis mediating surface antigen FAS (FAS)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Differentiation	HBV/HCV infections induced strong CD95 upregulation on CD3+ lymphocytes.	P25445	HBV and HCV infections and acute rejection differentially modulate CD95 and CD28 expression on peripheral blood lymphocytes after liver transplanta... Hum Immunol. 2006 Nov;67(11):884-93. Hum Immunol. 2006 Nov;67(11):884-93.				Higher						
BM003319	Apoptosis mediating surface antigen FAS (FAS)	Hepatitis C	ICD-11: 1E51 ; ICD-10: B18.2	Differentiation	Upregulation of Fas in chronic hepatitis C infection and of c-myc & EGFR in malignant transformation was concluded.	P25445	Immunohistochemical expression of CD95 (Fas), c-myc and epidermal growth factor receptor in hepatitis C virus infection, cirrhotic liver disease an... APMIS. 2006 Jun;114(6):420-7. APMIS. 2006 Jun;114(6):420-7.				Higher						
BM002090	Apoptosis mediating surface antigen FAS (FAS)	Overactive bladder	ICD-11: GC50.0 ; ICD-10: N32.8 ; ICD-9: 596.51	Diagnostic; monitoring	Majority of cytokines showed same expression in OAB compared with controls. Cyto kines exclusively expressed in AOB were MCP1, TARC, PARC and Fas/TNFRSF6.	P25445	Biomarkers in overactive bladder. Int Urogynecol J. 2013 Jul;24(7):1065-72.	Mid-stream urine		Protein							
BM000239	Apoptosis regulator BAK (BAK)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	Expression of anti-apoptotic proteins such as Bcl-X, Bax and Bak has been report ed in psoriatic skin52 53 and is correlated with response to anthralin54 and ant i-TNF therapy.55	Q16611	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	keratinocyte									
BM000240	Apoptosis regulator BAK (BAK)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	Expression of anti-apoptotic proteins such as Bcl-X, Bax and Bak has been report ed in psoriatic skin52 53 and is correlated with response to anthralin54 and ant i-TNF therapy.55	Q07812	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	keratinocyte									
BM003566	Apoptosis regulator Bcl-2 (BCL-2)	Syphilis	ICD-11: 1A60-1A6Z ; ICD-10: A00-B99	Differentiation	Fas overexpression and Bcl-2 downexpression in the syphilitic group were observed in PBLs and CD4 cells but not in CD8 and CD19 cells.	P10415	Immunophenotypes, apoptosis, and expression of Fas and Bcl-2 from peripheral blood lymphocytes in patients with secondary early syphilis. Sex Transm Dis. 2004 Apr;31(4):221-4. Sex Transm Dis. 2004 Apr;31(4):221-4.				Down						
BM003398	Apoptosis regulator Bcl-2 (BCL-2)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Programmed cell death in HIV infection: dysregulation of BCL-2 and Fas pathways and contribution to AIDS pathogenesis.	P10415	Programmed cell death in HIV infection: dysregulation of BCL-2 and Fas pathways and contribution to AIDS pathogenesis. Psychoneuroendocrinology. 1997;22 Suppl 1:S33-9. Psychoneuroendocrinology. 1997;22 Suppl 1:S33-9.										
BM001826	Arachidonate 15-lipoxygenase (15-LOX)	Asthma	ICD-11: CA23 ; ICD-10: J45, J45.8 ; ICD-9: 493	Diagnostic		P16050	Tissue-based and bronchoalveolar lavage-based biomarkers in asthma. Immunol Allergy Clin North Am. 2012 Aug;32(3):401-11.	tissue; BAL	Eosinophils phenotype								
BM003557	Arachidonate 5-lipoxygenase (5-LOX)	Smallpox	ICD-11: 1E70 ; ICD-10: B03	Differentiation	Our re-analysis of more than 5.5 million data points, including 18,000 human genes, identified a transcriptional network that represented early infection biomarkers (EIB) with gene profile patterns similar across the animals used in this study.	P09917	Transcriptional interactions during smallpox infection and identification of early infection biomarkers. Pac Symp Biocomput. 2007:100-11. Pac Symp Biocomput. 2007:100-11.										
BM003554	Arachidonate 5-lipoxygenase activating protein (FLAP)	Smallpox	ICD-11: 1E70 ; ICD-10: B03	Differentiation	Our re-analysis of more than 5.5 million data points, including 18,000 human genes, identified a transcriptional network that represented early infection biomarkers (EIB) with gene profile patterns similar across the animals used in this study.	P20292	Transcriptional interactions during smallpox infection and identification of early infection biomarkers. Pac Symp Biocomput. 2007:100-11. Pac Symp Biocomput. 2007:100-11.										
BM000314	Arginine vasopressin (AVP)	Myocardial infarction	ICD-11: BA41-BA43 ; ICD-9: 410	Diagnostic		P01185	Systematic review, meta-analysis and economic modelling of diagnostic strategies for suspected acute coronary syndrome. Health Technol Assess. 2013;17(1):v-vi, 1-188.										
BM000835	Arginine vasopressin (AVP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Prognostic			Predictive value of biomarkers in patients with heart failure. Curr Med Chem. 2012;19(16):2534-47.		Mortality								
BM001176	Arginine vasopressin (AVP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Prognostic	One of the first studies addressing copeptin in HF has shown that elevated level s of copeptin predict mortality, being even superior to brain natriuretic peptid e [44].	P01185	Biomarkers in acute coronary artery disease. Wien Med Wochenschr. 2012 Nov;162(21-22):489-98.		Mortality					Clinical trial			
BM001175	Arginine vasopressin (AVP)	Autosomal dominant polycystic kidney disease	ICD-11: GB81 ; ICD-10: Q61.2 ; ICD-9: 753.1	Classification	Investigators demonstrated thatcopeptin, a surrogate marker of vasopressin, was associated with disease severity in ADPKD patients.	P01185	Emergent early markers of renal progression in autosomal-dominant polycystic kidney disease patients: implications for prevention and treatment. Am J Nephrol. 2012;36(2):162-7.		Severity								
BM000229	Aromatic-L-amino-acid decarboxylase (DDC)	Parkinson disease	ICD-11: 8A00.0 ; ICD-9: 332	Antecedent		P20711	Biomarkers of Parkinson's disease: current status and future perspectives. Drug Discov Today. 2013 Feb;18(3-4):155-62.			Protein							
BM000231	Aromatic-L-amino-acid decarboxylase (DDC)	Parkinson disease	ICD-11: 8A00.0 ; ICD-9: 332	Monitoring		P20711	Biomarkers of Parkinson's disease: current status and future perspectives. Drug Discov Today. 2013 Feb;18(3-4):155-62.		Progression	Protein							
BM000233	Aromatic-L-amino-acid decarboxylase (DDC)	Parkinson disease	ICD-11: 8A00.0 ; ICD-9: 332	Diagnostic		P20711	Biomarkers of Parkinson's disease: current status and future perspectives. Drug Discov Today. 2013 Feb;18(3-4):155-62.			Protein				Clinical trial			
BM000398	Asymmetric dimethylarginine (ADMA)	Pre-eclampsia	ICD-11: JA24 ; ICD-10: O14, O14.9	Diagnostic	Increased levels of homocysteine, ADMA, sEng, leptin and sFlt-1 in the 1st trime ster, signal the onset of the disease later in pregnancy.	CID501	Biomarkers in pre-eclampsia: a novel approach to early detection of the disease. J Obstet Gynaecol. 2012 Oct;32(7):609-16.				Elevated level						
BM002557	Asymmetric dimethylarginine (ADMA)	Pre-eclampsia	ICD-11: JA24 ; ICD-10: O14, O14.9	Monitoring	After the onset of pre-eclampsia, increased serum levels of PAPP-A, ADMA, homocy steine and sFlt-1 are associated with the severity of the disease.	CID501	Biomarkers in pre-eclampsia: a novel approach to early detection of the disease. J Obstet Gynaecol. 2012 Oct;32(7):609-16.	serum	Diease severity; progression		Elevated level						
BM000841	Asymmetric dimethylarginine (ADMA)	Premature atherosclerosis	ICD-11: BD40	Diagnostic; antecedent		CID501	Clinical utility of biomarkers in premature atherosclerosis. Curr Med Chem. 2012;19(16):2521-33.										
BM000839	Asymmetric dimethylarginine (ADMA)	Chronic kidney disease	ICD-11: GB61 ; ICD-10: N18, N18.9	Prognostic		CID501	Biomarkers determining cardiovascular risk in patients with kidney disease. Curr Med Chem. 2012;19(16):2555-71.		Cardiovascular Event								
BM000840	Asymmetric dimethylarginine (ADMA)	Chronic kidney disease	ICD-11: GB61 ; ICD-10: N18, N18.9	Prognostic		CID123831	Biomarkers in native and transplant kidneys: opportunities to improve prediction of outcomes in chronic kidney disease. Curr Opin Nephrol Hypertens. 2012 Nov;21(6):619-27.		Progression; endothelial dysfunction; vascular stiffness	Protein							
