id,name,type,label,resource
NDF-RT:N0000177159,"LIP BALM,PETROLATUM",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000001846,Lip Diseases,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001847,Lip Neoplasms,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000146749,LIPASE,,PharmacologicClass,NDF-RT
NDF-RT:N0000006171,Lipase,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000009916,Lipase Inhibitors,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000191028,Lipedema,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000171431,Lipid A,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000168598,Lipid Bilayers,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193164,Lipid Droplet Associated Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000191261,Lipid Emulsion,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000009739,Lipid Metabolism Alteration,[PE],PharmacologicClass,NDF-RT
NDF-RT:N0000181055,Lipid Metabolism Disorders,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001848,"Lipid Metabolism, Inborn Errors",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000168561,Lipid Peroxides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000023309,"LIPID,STRUCTURED (FROM PALM KERNEL OIL)",,PharmacologicClass,NDF-RT
NDF-RT:N0000023310,"LIPID,STRUCTURED (FROM SUNFLOWER OIL)",,PharmacologicClass,NDF-RT
NDF-RT:N0000175510,Lipid-based Polyene Antifungal,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000182121,Lipid-Linked Proteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000001852,Lipidoses,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000006185,Lipids,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000022187,LIPISORB,,PharmacologicClass,NDF-RT
NDF-RT:N0000162376,LIPISORB LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162377,LIPISORB PWDR,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000185621,Lipoblastoma,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000178606,Lipocalin 1,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193014,Lipocalin-2,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000178809,Lipocalins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000001850,Lipodystrophy,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000181065,"Lipodystrophy, Congenital Generalized",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000181112,"Lipodystrophy, Familial Partial",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000021959,LIPOFLAVONOID,,PharmacologicClass,NDF-RT
NDF-RT:N0000160407,LIPOFLAVONOID TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000171220,Lipofuscin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000150306,LIPOGEN CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191281,Lipoglycopeptide Antibacterial,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000191280,Lipoglycopeptides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000001853,Lipoid Proteinosis of Urbach and Wiethe,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001854,Lipoma,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001855,Lipomatosis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001856,"Lipomatosis, Multiple Symmetrical",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000021776,LIPOMUL,,PharmacologicClass,NDF-RT
NDF-RT:N0000158491,LIPOMUL EMULSION,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000021353,LIPONOID,,PharmacologicClass,NDF-RT
NDF-RT:N0000157567,LIPONOID TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000175509,Lipopeptide Antibacterial,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000175508,Lipopeptides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000171430,Lipopolysaccharides,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000167636,Lipoprotein Lipase,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000170096,Lipoprotein(a),[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000170100,Lipoprotein-X,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000008151,Lipoproteins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000170092,"Lipoproteins, HDL",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175193,"Lipoproteins, HDL2",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175195,"Lipoproteins, HDL3",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175192,"Lipoproteins, IDL",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000170098,"Lipoproteins, LDL",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000170094,"Lipoproteins, VLDL",[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000001858,Liposarcoma,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000003682,"Liposarcoma, Myxoid",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000179770,liposomal amphotericin B,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000171564,Liposomes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000009740,Lipotropic Activity Alteration,[PE],PharmacologicClass,NDF-RT
NDF-RT:N0000168573,Lipoxins,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000169016,Lipoxygenase,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000000134,Lipoxygenase Inhibitors,[MoA],PharmacologicClass,NDF-RT
NDF-RT:N0000182128,Lipoxygenases,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000193186,LIQUACEL,,PharmacologicClass,NDF-RT
NDF-RT:N0000193217,"LIQUACEL LIQUID,GRAPE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193215,"LIQUACEL LIQUID,LEMONADE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193216,"LIQUACEL LIQUID,ORANGE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193218,"LIQUACEL LIQUID,PEACH MANGO",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000135726,Liquid,[Dose Form],PharmacologicClass,NDF-RT
NDF-RT:N0000135727,Liquid Cleanser,[Dose Form],PharmacologicClass,NDF-RT
NDF-RT:N0000193230,LIQUID HOPE,,PharmacologicClass,NDF-RT
NDF-RT:N0000193263,LIQUID HOPE,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000180627,LIRAGLUTIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000192105,"LIRAGLUTIDE (SAXENDA) 6MG/ML INJ,SOLN,PEN,3ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192104,"LIRAGLUTIDE (VICTOZA) 6MG/ML INJ,SOLN,PEN,3ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000180844,"LIRAGLUTIDE 6MG/ML INJ,SOLN,PEN,3ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191949,Liraglutide,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000176089,LISDEXAMFETAMINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000176090,LISDEXAMFETAMINE DIMESYLATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000191400,"LISDEXAMFETAMINE DIMESYLATE 10MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193392,"LISDEXAMFETAMINE DIMESYLATE 10MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178228,"LISDEXAMFETAMINE DIMESYLATE 20MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193388,"LISDEXAMFETAMINE DIMESYLATE 20MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177719,"LISDEXAMFETAMINE DIMESYLATE 30MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193393,"LISDEXAMFETAMINE DIMESYLATE 30MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178227,"LISDEXAMFETAMINE DIMESYLATE 40MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193391,"LISDEXAMFETAMINE DIMESYLATE 40MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177718,"LISDEXAMFETAMINE DIMESYLATE 50MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193389,"LISDEXAMFETAMINE DIMESYLATE 50MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000178229,"LISDEXAMFETAMINE DIMESYLATE 60MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000193390,"LISDEXAMFETAMINE DIMESYLATE 60MG TAB,CHEWABLE",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177717,"LISDEXAMFETAMINE DIMESYLATE 70MG CAP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000179798,Lisdexamfetamine Dimesylate,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000147537,LISINOPRIL,,PharmacologicClass,NDF-RT
NDF-RT:N0000165729,LISINOPRIL 10MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165976,"LISINOPRIL 10MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192774,"LISINOPRIL 1MG/ML SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165731,LISINOPRIL 2.5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165975,"LISINOPRIL 2.5MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165728,LISINOPRIL 20MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165977,"LISINOPRIL 20MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165935,LISINOPRIL 30MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165730,LISINOPRIL 40MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000164774,"LISINOPRIL 40MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165727,LISINOPRIL 5MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000165961,"LISINOPRIL 5MG TAB,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006450,Lisinopril,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000176057,LISSAMINE GREEN,,PharmacologicClass,NDF-RT
NDF-RT:N0000177644,"LISSAMINE GREEN 1.5MG STRIP,OPH",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000011170,Lissamine Green Dyes,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000181090,Lissencephaly,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001859,Listeriosis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000167296,Lisuride,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000004122,Lithiasis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000147892,LITHIUM,,PharmacologicClass,NDF-RT
NDF-RT:N0000146353,LITHIUM (AS CITRATE),,PharmacologicClass,NDF-RT
NDF-RT:N0000185314,"LITHIUM 8MEQ/5ML SOLN,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000166224,Lithium,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000183920,LITHIUM ASPARTATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000183969,LITHIUM ASPARTATE CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000146351,LITHIUM CARBONATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000151248,LITHIUM CARBONATE 150MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000162828,"LITHIUM CARBONATE 150MG CAP,UD",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151241,LITHIUM CARBONATE 300MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151242,LITHIUM CARBONATE 300MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151245,"LITHIUM CARBONATE 300MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156124,"LITHIUM CARBONATE 300MG/NACL 40MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151243,"LITHIUM CARBONATE 450MG TAB,SA",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151247,LITHIUM CARBONATE 600MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006445,Lithium Carbonate,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000021036,LITHIUM CARBONATE/SODIUM CHLORIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000166288,Lithium Chloride,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000146352,LITHIUM CITRATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000151246,LITHIUM CITRATE 8MEQ/5ML (SF) SYRUP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151244,LITHIUM CITRATE 8MEQ/5ML SYRUP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000179333,lithium citrate,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000007941,Lithium Compounds,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000190757,LITHIUM OROTATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000190788,LITHIUM OROTATE CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000167447,Lithocholic Acid,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000169222,Lithostathine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000183903,Live Attenuated Bacillus Anthracis Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183906,Live Attenuated Bacillus Calmette-Guerin Immunotherapy,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183904,Live Attenuated Bacillus Calmette-Guerin Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183905,Live Attenuated Herpes Zoster Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000184007,Live Attenuated Influenza A Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183907,Live Attenuated Measles Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183918,Live Attenuated Mumps Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183908,Live Attenuated Rotavirus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183909,Live Attenuated Rubella Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183910,Live Attenuated Salmonella Typhi Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183911,Live Attenuated Varicella Zoster Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183912,Live Attenuated Yellow Fever Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183913,Live Human Adenovirus Type 4 Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183914,Live Human Adenovirus Type 7 Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183915,Live Mumps Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183916,Live Rotavirus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000183917,Live Vaccinia Virus Vaccine,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000179579,live yeast cell derivative,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000181042,Livedo Reticularis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000145839,LIVER,,PharmacologicClass,NDF-RT
NDF-RT:N0000156009,LIVER 100MG/PHENOBARBITAL 50MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000001860,Liver Abscess,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001861,"Liver Abscess, Amebic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000011114,"Liver Abscess, Pyogenic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001862,Liver Cirrhosis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001863,"Liver Cirrhosis, Alcoholic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001864,"Liver Cirrhosis, Biliary",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001865,"Liver Cirrhosis, Experimental",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000023311,LIVER CONCENTRATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000147128,LIVER DERIVATIVE COMPLEX,,PharmacologicClass,NDF-RT
NDF-RT:N0000154718,LIVER DERIVATIVE COMPLEX INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000001866,Liver Diseases,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001867,"Liver Diseases, Alcoholic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001868,"Liver Diseases, Parasitic",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000145838,LIVER EXTRACT,,PharmacologicClass,NDF-RT
NDF-RT:N0000149157,LIVER EXTRACT 20MCG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000149158,LIVER EXTRACT 2MCG/ML INJ,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000170925,Liver Extracts,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000003527,Liver Failure,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000003534,"Liver Failure, Acute",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000023312,LIVER FRACTION,,PharmacologicClass,NDF-RT
NDF-RT:N0000023190,LIVER FRACTION 1,,PharmacologicClass,NDF-RT
NDF-RT:N0000023133,"LIVER FRACTION,SOLUBLE",,PharmacologicClass,NDF-RT
NDF-RT:N0000168519,Liver Glycogen,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000023132,LIVER INJECTION,,PharmacologicClass,NDF-RT
NDF-RT:N0000001869,Liver Neoplasms,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000001870,"Liver Neoplasms, Experimental",[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000023128,LIVER WITH STOMACH,,PharmacologicClass,NDF-RT
NDF-RT:N0000193140,Liver X Receptors,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000146055,"LIVER,DESICCATED",,PharmacologicClass,NDF-RT
NDF-RT:N0000021355,LIVER/MULTIVITAMINS,,PharmacologicClass,NDF-RT
NDF-RT:N0000020987,LIVER/PHENOBARBITAL,,PharmacologicClass,NDF-RT
NDF-RT:N0000022810,LIVER/STOMACH,,PharmacologicClass,NDF-RT
NDF-RT:N0000023313,LIVER/STOMACH CONCENTRATE,,PharmacologicClass,NDF-RT
NDF-RT:N0000023314,LIVER/STOMACH CONCENTRATE (INTRINSIC FACTOR),,PharmacologicClass,NDF-RT
NDF-RT:N0000193227,LIXISENATIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000193268,"LIXISENATIDE 100MCG/ML INJ,SOLN,PEN,3ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000182352,LIXIVAPTAN,,PharmacologicClass,NDF-RT
NDF-RT:N0000184291,"LO LOESTRIN FE 1/10 TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000189297,"LO MINASTRIN FE TAB,CHEWABLE,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000164725,LO SO PREP KIT,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151298,"LO/OVRAL TAB,21",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151296,"LO/OVRAL TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156390,LOBANA BODY LOTION,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000176011,LOBELIA,,PharmacologicClass,NDF-RT
NDF-RT:N0000177567,LOBELIA CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000176145,LOBELIA INFLATA,,PharmacologicClass,NDF-RT
NDF-RT:N0000177568,LOBELIA INFLATA CAP/TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000167203,Lobeline,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000183372,Lobomycosis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000175976,Local Anesthesia,[PE],PharmacologicClass,NDF-RT
NDF-RT:N0000175539,Local Anesthetic,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000175455,Locally-acting Aminosalicylate,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000148358,LODOXAMIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000148349,LODOXAMIDE TROMETHAMINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000160061,"LODOXAMIDE TROMETHAMINE 0.1% SOLN,OPH",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000006551,lodoxamide tromethamine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000153293,"LOESTRIN 21,1.5/30 TAB,21",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000153292,"LOESTRIN 21,1/20 TAB,21",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000153814,"LOESTRIN FE 1.5/30 TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000153813,"LOESTRIN FE 1/20 TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000177044,"LOESTRIN FE 24 TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000181282,Loeys-Dietz Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000167255,Lofepramine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000171782,LOFEXIDINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000179168,lofexidine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000171822,LOFEXIDINE HYDROCHLORIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000001871,Loiasis,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000190622,"LOMEDIA FE 24 TAB,28",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000148250,LOMEFLOXACIN,,PharmacologicClass,NDF-RT
NDF-RT:N0000006273,lomefloxacin,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000158051,LOMEFLOXACIN HCL 400MG TAB,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000148144,LOMEFLOXACIN HYDROCHLORIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000186142,LOMITAPIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000186564,LOMITAPIDE 10MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186566,LOMITAPIDE 20MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191708,LOMITAPIDE 30MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191709,LOMITAPIDE 40MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186565,LOMITAPIDE 5MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000191707,LOMITAPIDE 60MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000146475,LOMUSTINE,,PharmacologicClass,NDF-RT
NDF-RT:N0000151867,LOMUSTINE 100MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151865,LOMUSTINE 10MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000151866,LOMUSTINE 40MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000192157,LOMUSTINE 5MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000007072,Lomustine,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000151868,LOMUSTINE DOSEPAK (300MG TOTAL) CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000021954,LONALAC,,PharmacologicClass,NDF-RT
NDF-RT:N0000160393,"LONALAC POWDER,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000010987,Long QT Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000191898,Long Term Adverse Effects,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000169363,Long-Acting Thyroid Stimulator,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000189414,Long-Chain-3-Hydroxyacyl-CoA Dehydrogenase,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000175590,Loop Diuretic,[EPC],PharmacologicClass,NDF-RT
NDF-RT:N0000182196,Loose Anagen Hair Syndrome,[Disease/Finding],PharmacologicClass,NDF-RT
NDF-RT:N0000147893,LOPERAMIDE,,PharmacologicClass,NDF-RT
NDF-RT:N0000007084,Loperamide,[Chemical/Ingredient],PharmacologicClass,NDF-RT
NDF-RT:N0000156014,LOPERAMIDE HCL 1MG/5ML LIQUID,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161116,"LOPERAMIDE HCL 1MG/5ML LIQUID,10ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000161117,"LOPERAMIDE HCL 1MG/5ML LIQUID,20ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156017,"LOPERAMIDE HCL 1MG/5ML LIQUID,5ML",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000186044,"LOPERAMIDE HCL 1MG/7.5ML SUSP,ORAL",[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156013,LOPERAMIDE HCL 2MG CAP,[VA Product],PharmacologicClass,NDF-RT
NDF-RT:N0000156016,"LOPERAMIDE HCL 2MG CAP,UD",[VA Product],PharmacologicClass,NDF-RT
